,page_url,bedrooms,baths,garage,date,price,location,property,area_marla,area_sqft
200,https://www.graana.com/property/islamabad-e-11-3-1-kanal-basement-for-rent-593533,3,3,1,March 28 2022,90000,E-11/3 ,Basement ,20.0,5444.0
201,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-593534,3,3,1,March 28 2022,120000,E-11 ,Lower Portion ,20.0,5444.0
202,https://www.graana.com/property/islamabad-e-11-1500-sqft-apartment-for-rent-594663,2,2,1,March 28 2022,75000,E-11 ,Apartment ,5.509621635916857,1499.7190092965684
203,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-596225,2,3,0,March 28 2022,70000,DHA Phase 2 ,Lower Portion ,20.0,5444.0
204,https://www.graana.com/property/islamabad-bahria-town-phase-1-2000-sqft-apartment-for-rent-593793,2,2,0,March 25 2022,200000,Bahria Town Phase 1 ,Apartment ,7.346162181222476,1999.6253457287576
205,https://www.graana.com/property/islamabad-bahria-town-phase-4-10-marla-house-for-rent-593759,5,5,1,March 25 2022,140000,Bahria Town Phase 4 ,House ,10.0,2722.0
206,https://www.graana.com/property/islamabad-bahria-town-phase-1-1800-sqft-apartment-for-rent-593719,2,2,0,March 25 2022,180000,Bahria Town Phase 1 ,Apartment ,6.611545963100228,1799.662811155882
207,https://www.graana.com/property/islamabad-g-13-14-marla-lower-portion-for-rent-476264,3,3,1,March 25 2022,65000,G-13 ,Lower Portion ,14.0,3810.8
208,https://www.graana.com/property/islamabad-g-13-7-marla-lower-portion-for-rent-313524,0,0,0,March 25 2022,45000,G-13 ,Lower Portion ,7.0,1905.4
209,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-423359,3,3,1,March 25 2022,65000,G-13/4 ,Lower Portion ,10.0,2722.0
210,https://www.graana.com/property/islamabad-f-7-4-1-kanal-house-for-rent-535407,7,7,2,April 4 2022,500000,F-7/4 ,House ,20.0,5444.0
211,https://www.graana.com/property/islamabad-soan-garden-1-kanal-upper-portion-for-rent-601001,3,3,1,April 1 2022,55000,Soan Garden ,Upper Portion ,20.0,5444.0
212,https://www.graana.com/property/islamabad-soan-garden-1-kanal-upper-portion-for-rent-601022,3,3,1,April 1 2022,55000,Soan Garden ,Upper Portion ,20.0,5444.0
213,https://www.graana.com/property/islamabad-g-13-3-7-marla-basement-for-rent-482385,3,3,1,March 31 2022,40000,G-13/3 ,Basement ,7.0,1905.4
214,https://www.graana.com/property/islamabad-g-13-1-4-marla-lower-portion-for-rent-483114,2,2,1,March 31 2022,30000,G-13/1 ,Lower Portion ,4.0,1088.8
215,https://www.graana.com/property/islamabad-g-13-2-7-marla-house-for-rent-491073,4,5,1,March 31 2022,110000,G-13/2 ,House ,7.0,1905.4
216,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-491069,3,4,1,March 31 2022,65000,G-13/1 ,House ,4.0,1088.8
217,https://www.graana.com/property/islamabad-f-6-2-666-sqyd-house-for-rent-600344,4,5,3,March 31 2022,600000,F-6/2 ,House ,2.446272006347084,665.8752401276763
218,https://www.graana.com/property/islamabad-f-6-3-500-sqyd-upper-portion-for-rent-600173,2,2,2,March 31 2022,220000,F-6/3 ,Upper Portion ,1.836540545305619,499.9063364321895
219,https://www.graana.com/property/islamabad-f-6-1-444-sqyd-upper-portion-for-rent-600133,3,3,1,March 31 2022,350000,F-6/1 ,Upper Portion ,1.6308480042313895,443.9168267517842
220,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-419522,3,3,1,March 25 2022,60000,G-13/4 ,Lower Portion ,10.0,2722.0
221,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-294366,2,2,1,March 25 2022,50000,G-13/4 ,Lower Portion ,10.0,2722.0
222,https://www.graana.com/property/islamabad-g-13-3-10-marla-lower-portion-for-rent-294447,3,3,1,March 25 2022,64999,G-13/3 ,Lower Portion ,10.0,2722.0
223,https://www.graana.com/property/islamabad-g-13-1-14-marla-lower-portion-for-rent-322417,3,3,1,March 25 2022,60000,G-13/1 ,Lower Portion ,14.0,3810.8
224,https://www.graana.com/property/islamabad-g-13-3-14-marla-lower-portion-for-rent-486999,6,6,1,March 25 2022,200000,G-13/3 ,Lower Portion ,14.0,3810.8
225,https://www.graana.com/property/islamabad-g-13-4-12-marla-upper-portion-for-rent-413685,3,3,0,March 25 2022,55000,G-13/4 ,Upper Portion ,12.0,3266.4
226,https://www.graana.com/property/islamabad-g-13-3-10-marla-upper-portion-for-rent-483768,3,3,1,March 25 2022,65000,G-13/3 ,Upper Portion ,10.0,2722.0
227,https://www.graana.com/property/islamabad-g-13-4-10-marla-upper-portion-for-rent-419523,3,4,1,March 25 2022,60000,G-13/4 ,Upper Portion ,10.0,2722.0
228,https://www.graana.com/property/islamabad-g-13-4-4-marla-upper-portion-for-rent-294328,2,2,1,March 25 2022,48000,G-13/4 ,Upper Portion ,4.0,1088.8
229,https://www.graana.com/property/islamabad-g-13-4-4-marla-upper-portion-for-rent-294335,2,2,1,March 25 2022,50000,G-13/4 ,Upper Portion ,4.0,1088.8
230,https://www.graana.com/property/islamabad-g-13-4-14-marla-upper-portion-for-rent-294341,2,3,1,March 25 2022,80000,G-13/4 ,Upper Portion ,14.0,3810.8
231,https://www.graana.com/property/islamabad-g-13-3-14-marla-upper-portion-for-rent-294453,4,4,1,March 25 2022,70000,G-13/3 ,Upper Portion ,14.0,3810.8
232,https://www.graana.com/property/islamabad-g-13-4-14-marla-upper-portion-for-rent-487000,3,3,1,March 25 2022,65000,G-13/4 ,Upper Portion ,14.0,3810.8
233,https://www.graana.com/property/islamabad-g-13-3-1-kanal-upper-portion-for-rent-294467,3,3,0,March 25 2022,80000,G-13/3 ,Upper Portion ,20.0,5444.0
234,https://www.graana.com/property/islamabad-g-13-1-7-marla-upper-portion-for-rent-319513,2,2,0,March 25 2022,40000,G-13/1 ,Upper Portion ,7.0,1905.4
235,https://www.graana.com/property/islamabad-g-13-4-marla-upper-portion-for-rent-314298,1,2,1,March 25 2022,26000,G-13 ,Upper Portion ,4.0,1088.8
236,https://www.graana.com/property/islamabad-g-13-1-14-marla-upper-portion-for-rent-319561,3,3,1,March 25 2022,60000,G-13/1 ,Upper Portion ,14.0,3810.8
237,https://www.graana.com/property/islamabad-g-13-2-12-marla-house-for-rent-456923,6,6,2,March 25 2022,150000,G-13/2 ,House ,12.0,3266.4
238,https://www.graana.com/property/islamabad-g-13-7-marla-house-for-rent-313503,4,4,1,March 25 2022,90000,G-13 ,House ,7.0,1905.4
239,https://www.graana.com/property/islamabad-g-13-1-5-marla-house-for-rent-412818,5,5,1,March 25 2022,60000,G-13/1 ,House ,5.0,1361.0
240,https://www.graana.com/property/islamabad-f-6-3-500-sqyd-house-for-rent-600160,4,4,2,March 31 2022,500000,F-6/3 ,House ,1.836540545305619,499.9063364321895
241,https://www.graana.com/property/islamabad-f-6-1-444-sqyd-house-for-rent-600123,4,4,2,March 31 2022,450000,F-6/1 ,House ,1.6308480042313895,443.9168267517842
242,https://www.graana.com/property/islamabad-f-6-1-400-sqyd-house-for-rent-600114,4,4,2,March 31 2022,400000,F-6/1 ,House ,1.469232436244495,399.92506914575154
243,https://www.graana.com/property/islamabad-f-6-2-1200-sqyd-house-for-rent-600141,5,5,2,March 31 2022,700000,F-6/2 ,House ,4.407697308733486,1199.7752074372547
244,https://www.graana.com/property/islamabad-f-6-4-1100-sqyd-house-for-rent-600182,4,4,2,March 31 2022,700000,F-6/4 ,House ,4.0403891996723615,1099.7939401508168
245,https://www.graana.com/property/islamabad-f-8-4-2000-sqyd-house-for-rent-600287,6,6,2,March 31 2022,1050000,F-8/4 ,House ,7.346162181222476,1999.6253457287576
246,https://www.graana.com/property/islamabad-f-6-2-600-sqyd-house-for-rent-600152,6,6,2,March 31 2022,500000,F-6/2 ,House ,2.203848654366743,599.8876037186274
247,https://www.graana.com/property/islamabad-f-8-4-1-kanal-house-for-rent-600293,6,6,2,March 31 2022,700000,F-8/4 ,House ,20.0,5444.0
248,https://www.graana.com/property/islamabad-f-8-1-26-marla-house-for-rent-600299,4,4,2,March 31 2022,430000,F-8/1 ,House ,26.0,7077.2
249,https://www.graana.com/property/islamabad-f-8-3-12-marla-house-for-rent-600297,3,3,1,March 31 2022,200000,F-8/3 ,House ,12.0,3266.4
250,https://www.graana.com/property/islamabad-g-13-14-marla-house-for-rent-485446,3,3,1,March 25 2022,45000,G-13 ,House ,14.0,3810.8
251,https://www.graana.com/property/islamabad-g-13-10-marla-house-for-rent-485440,3,3,1,March 25 2022,65000,G-13 ,House ,10.0,2722.0
252,https://www.graana.com/property/islamabad-g-13-4-marla-house-for-rent-485433,3,4,1,March 25 2022,65000,G-13 ,House ,4.0,1088.8
253,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-485982,3,4,1,March 25 2022,65000,G-13/1 ,House ,4.0,1088.8
254,https://www.graana.com/property/islamabad-g-13-10-marla-house-for-rent-485452,3,3,1,March 25 2022,55000,G-13 ,House ,10.0,2722.0
255,https://www.graana.com/property/islamabad-g-13-3-10-marla-house-for-rent-294439,7,10,0,March 25 2022,150000,G-13/3 ,House ,10.0,2722.0
256,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-319553,3,3,1,March 25 2022,55000,G-13/1 ,House ,4.0,1088.8
257,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-319560,5,5,1,March 25 2022,50000,G-13/1 ,House ,4.0,1088.8
258,https://www.graana.com/property/islamabad-bahria-town-phase-4-1330-marla-apartment-for-rent-591153,2,2,30,March 25 2022,85000,Bahria Town Phase 4 ,Apartment ,4.885197850512946,1329.750854909624
259,https://www.graana.com/property/islamabad-bahria-town-phase-4-730-marla-apartment-for-rent-591037,1,1,20,March 25 2022,50000,Bahria Town Phase 4 ,Apartment ,2.681349196146204,729.8632511909966
260,https://www.graana.com/property/islamabad-bahria-town-phase-1-12-marla-house-for-rent-591292,6,5,3,March 25 2022,120000,Bahria Town Phase 1 ,House ,12.0,3266.4
261,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-592722,3,3,1,March 24 2022,110000,DHA Phase 2 ,Upper Portion ,20.0,5444.0
262,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-592733,5,5,2,March 24 2022,215000,DHA Phase 2 ,House ,20.0,5444.0
263,https://www.graana.com/property/islamabad-g-13-12-marla-house-for-rent-592295,6,6,1,March 24 2022,330000,G-13 ,House ,12.0,3266.4
264,https://www.graana.com/property/islamabad-f-8-1-kanal-house-for-rent-590663,5,5,2,March 24 2022,400000,F-8 ,House ,20.0,5444.0
265,https://www.graana.com/property/islamabad-i-8-4-12-marla-upper-portion-for-rent-593077,3,3,1,March 24 2022,100000,I-8/4  ,Upper Portion ,12.0,3266.4
266,https://www.graana.com/property/islamabad-i-8-2-12-marla-upper-portion-for-rent-593048,3,3,1,March 24 2022,120000,I-8/2 ,Upper Portion ,12.0,3266.4
267,https://www.graana.com/property/islamabad-i-8-2-12-marla-basement-for-rent-593102,3,3,1,March 24 2022,70000,I-8/2 ,Basement ,12.0,3266.4
268,https://www.graana.com/property/islamabad-gulberg-greens-1120-sqft-apartment-for-rent-593399,3,3,0,March 24 2022,70000,Gulberg Greens ,Apartment ,4.113850821484586,1119.7901936081043
269,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-592442,3,3,1,March 24 2022,90000,E-11 ,Lower Portion ,20.0,5444.0
270,https://www.graana.com/property/islamabad-f-7-3-533-sqyd-upper-portion-for-rent-599249,2,2,1,March 30 2022,180000,F-7/3 ,Upper Portion ,1.9577522212957896,532.9001546367139
271,https://www.graana.com/property/islamabad-f-8-3-16-marla-upper-portion-for-rent-598862,3,3,1,March 30 2022,250000,F-8/3 ,Upper Portion ,16.0,4355.2
272,https://www.graana.com/property/islamabad-f-8-3-16-marla-upper-portion-for-rent-598879,4,4,1,March 30 2022,250000,F-8/3 ,Upper Portion ,16.0,4355.2
273,https://www.graana.com/property/islamabad-f-7-1-511-sqyd-lower-portion-for-rent-599213,2,2,1,March 30 2022,220000,F-7/1 ,Lower Portion ,1.8769444373023425,510.9042758336976
274,https://www.graana.com/property/islamabad-f-8-1-1.2-kanal-lower-portion-for-rent-598893,4,4,1,March 30 2022,250000,F-8/1 ,Lower Portion ,24.0,6532.799999999999
275,https://www.graana.com/property/islamabad-f-7-1-666-sqyd-upper-portion-for-rent-599220,2,2,2,March 30 2022,150000,F-7/1 ,Upper Portion ,2.446272006347084,665.8752401276763
276,https://www.graana.com/property/islamabad-f-7-1-500-sqyd-house-for-rent-599273,5,5,2,March 30 2022,450000,F-7/1 ,House ,1.836540545305619,499.9063364321895
277,https://www.graana.com/property/islamabad-f-7-1-1.3-kanal-house-for-rent-599192,8,8,2,March 30 2022,1200000,F-7/1 ,House ,26.0,7077.2
278,https://www.graana.com/property/islamabad-f-7-2-550-sqyd-house-for-rent-599263,5,5,2,March 30 2022,600000,F-7/2 ,House ,2.0201945998361808,549.8969700754084
279,https://www.graana.com/property/islamabad-f-7-4-1.3-kanal-house-for-rent-599171,8,8,2,March 30 2022,1600000,F-7/4 ,House ,26.0,7077.2
280,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-592443,3,3,1,March 24 2022,120000,E-11 ,Lower Portion ,20.0,5444.0
281,https://www.graana.com/property/islamabad-e-11-1250-sqft-apartment-for-rent-592446,2,2,1,March 24 2022,40000,E-11 ,Apartment ,4.591351363264047,1249.7658410804736
282,https://www.graana.com/property/islamabad-chak-shahzad-9-marla-apartment-for-rent-592621,1,1,1,March 24 2022,14000,Chak Shahzad ,Apartment ,9.0,2449.8
283,https://www.graana.com/property/islamabad-e-11-1900-sqft-apartment-for-rent-592640,3,3,1,March 24 2022,85000,E-11 ,Apartment ,6.978854072161352,1899.64407844232
284,https://www.graana.com/property/islamabad-e-11-1400-sqft-apartment-for-rent-592642,3,3,1,March 24 2022,100000,E-11 ,Apartment ,5.142313526855733,1399.7377420101304
285,https://www.graana.com/property/islamabad-e-11-700-sqft-apartment-for-rent-592643,1,1,1,March 24 2022,45000,E-11 ,Apartment ,2.5711567634278665,699.8688710050652
286,https://www.graana.com/property/islamabad-e-11-1400-sqft-apartment-for-rent-592645,3,3,0,March 24 2022,95000,E-11 ,Apartment ,5.142313526855733,1399.7377420101304
287,https://www.graana.com/property/islamabad-e-11-1100-sqft-apartment-for-rent-591635,2,2,1,March 24 2022,120000,E-11 ,Apartment ,4.0403891996723615,1099.7939401508168
288,https://www.graana.com/property/islamabad-g-14-1-kanal-upper-portion-for-rent-593381,4,3,0,March 24 2022,95000,G-14 ,Upper Portion ,20.0,5444.0
289,https://www.graana.com/property/islamabad-g-14-1-kanal-basement-for-rent-593392,3,3,0,March 24 2022,85000,G-14 ,Basement ,20.0,5444.0
290,https://www.graana.com/property/islamabad-f-6-1-400-sqyd-house-for-rent-550710,4,4,1,March 24 2022,400000,F-6/1 ,House ,1.469232436244495,399.92506914575154
291,https://www.graana.com/property/islamabad-f-7-2-1066-sqyd-house-for-rent-575399,7,7,3,March 24 2022,1200000,F-7/2 ,House ,3.9155044425915793,1065.8003092734275
292,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-578901,5,5,2,March 24 2022,190000,DHA Phase 2 ,House ,20.0,5444.0
293,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-578893,3,3,1,March 24 2022,100000,DHA Phase 2 ,Upper Portion ,20.0,5444.0
294,https://www.graana.com/property/islamabad-f-8-2-1600-sqyd-house-for-rent-534397,9,9,2,March 24 2022,2800000,F-8/2 ,Yd. House ,5.87692974497798,1599.700276583006
295,https://www.graana.com/property/islamabad-cbr-town-block-c-18-marla-upper-portion-for-rent-592432,3,3,0,March 24 2022,55000,CBR Town Block C ,Upper Portion ,18.0,4899.599999999999
296,https://www.graana.com/property/islamabad-g-10-12-marla-upper-portion-for-rent-591313,3,3,1,March 22 2022,85000,G-10 ,Upper Portion ,12.0,3266.4
297,https://www.graana.com/property/islamabad-margalla-town-8-marla-upper-portion-for-rent-591488,3,3,1,March 22 2022,50000,Margalla Town ,Upper Portion ,8.0,2177.6
298,https://www.graana.com/property/islamabad-e-11-1-10-marla-basement-for-rent-591499,2,2,1,March 22 2022,80000,E-11/1 ,Basement ,10.0,2722.0
299,https://www.graana.com/property/islamabad-soan-garden-block-h-6-marla-house-for-rent-591440,2,2,1,March 22 2022,32000,Soan Garden Block H ,House ,6.0,1633.1999999999998
300,https://www.graana.com/property/islamabad-f-7-3-511-sqyd-house-for-rent-599280,4,4,2,March 30 2022,630000,F-7/3 ,House ,1.8769444373023425,510.9042758336976
301,https://www.graana.com/property/islamabad-f-7-1-1100-sqyd-house-for-rent-599269,8,8,2,March 30 2022,800000,F-7/1 ,House ,4.0403891996723615,1099.7939401508168
302,https://www.graana.com/property/islamabad-f-7-4-1.3-kanal-house-for-rent-599171,8,8,2,March 30 2022,1600000,F-7/4 ,House ,26.0,7077.2
303,https://www.graana.com/property/islamabad-f-7-2-550-sqyd-house-for-rent-599263,5,5,2,March 30 2022,600000,F-7/2 ,House ,2.0201945998361808,549.8969700754084
304,https://www.graana.com/property/islamabad-f-7-3-600-sqyd-house-for-rent-599278,5,5,3,March 30 2022,800000,F-7/3 ,House ,2.203848654366743,599.8876037186274
305,https://www.graana.com/property/islamabad-f-7-4-666-sqyd-house-for-rent-599224,5,5,2,March 30 2022,500000,F-7/4 ,Yd. House ,2.446272006347084,665.8752401276763
306,https://www.graana.com/property/islamabad-f-8-3-1-kanal-house-for-rent-598869,4,4,3,March 30 2022,350000,F-8/3 ,House ,20.0,5444.0
307,https://www.graana.com/property/islamabad-f-7-4-1-kanal-house-for-rent-598897,6,6,0,March 30 2022,500000,F-7/4 ,House ,20.0,5444.0
308,https://www.graana.com/property/islamabad-f-8-4-1-kanal-upper-portion-for-rent-599312,3,3,1,March 30 2022,350000,F-8/4 ,Upper Portion ,20.0,5444.0
309,https://www.graana.com/property/islamabad-f-7-4-2-kanal-house-for-rent-599315,5,5,3,March 30 2022,650000,F-7/4 ,House ,40.0,10888.0
310,https://www.graana.com/property/islamabad-korang-town-7-marla-lower-portion-for-rent-591433,2,2,0,March 22 2022,30000,Korang Town ,Lower Portion ,7.0,1905.4
311,https://www.graana.com/property/islamabad-media-town-12-marla-upper-portion-for-rent-591483,3,3,1,March 22 2022,50000,Media Town ,Upper Portion ,12.0,3266.4
312,https://www.graana.com/property/islamabad-f-8-4-666-sqyd-house-for-rent-592043,5,5,2,March 22 2022,900000,F-8/4 ,House ,2.446272006347084,665.8752401276763
313,https://www.graana.com/property/islamabad-g-14-10-marla-upper-portion-for-rent-592171,3,3,1,March 22 2022,70000,G-14 ,Upper Portion ,10.0,2722.0
314,https://www.graana.com/property/islamabad-g-14-1.2-kanal-basement-for-rent-592173,4,4,1,March 22 2022,90000,G-14 ,Basement ,24.0,6532.799999999999
315,https://www.graana.com/property/islamabad-i-8-2-12-marla-upper-portion-for-rent-592000,3,3,1,March 22 2022,140000,I-8/2 ,Upper Portion ,12.0,3266.4
316,https://www.graana.com/property/islamabad-i-8-2-1-kanal-upper-portion-for-rent-592008,3,3,1,March 22 2022,140000,I-8/2 ,Upper Portion ,20.0,5444.0
317,https://www.graana.com/property/islamabad-i-8-4-1-kanal-house-for-rent-591962,4,4,2,March 22 2022,200000,I-8/4  ,House ,20.0,5444.0
318,https://www.graana.com/property/islamabad-i-8-2-1-kanal-basement-for-rent-592012,3,3,0,March 22 2022,120000,I-8/2 ,Basement ,20.0,5444.0
319,https://www.graana.com/property/islamabad-g-9-4-10-marla-lower-portion-for-rent-592014,3,3,1,March 22 2022,90000,G-9/4 ,Lower Portion ,10.0,2722.0
320,https://www.graana.com/property/islamabad-g-9-4-10-marla-upper-portion-for-rent-592011,2,2,1,March 22 2022,80000,G-9/4 ,Upper Portion ,10.0,2722.0
321,https://www.graana.com/property/islamabad-g-9-4-10-marla-house-for-rent-592007,5,6,2,March 22 2022,170000,G-9/4 ,House ,10.0,2722.0
322,https://www.graana.com/property/islamabad-g-13-1-7-marla-upper-portion-for-rent-592159,3,3,1,March 22 2022,55000,G-13/1 ,Upper Portion ,7.0,1905.4
323,https://www.graana.com/property/islamabad-g-13-1-7-marla-lower-portion-for-rent-592161,2,3,1,March 22 2022,55000,G-13/1 ,Lower Portion ,7.0,1905.4
324,https://www.graana.com/property/islamabad-g-8-2-3-marla-lower-portion-for-rent-592002,2,1,1,March 22 2022,35000,G-8/2 ,Lower Portion ,3.0,816.5999999999999
325,https://www.graana.com/property/islamabad-media-town-12-marla-lower-portion-for-rent-540548,3,3,1,March 21 2022,55000,Media Town ,Lower Portion ,12.0,3266.4
326,https://www.graana.com/property/islamabad-gulberg-greens-10-marla-upper-portion-for-rent-452346,2,2,1,March 21 2022,50000,Gulberg Greens ,Upper Portion ,10.0,2722.0
327,https://www.graana.com/property/islamabad-korang-town-1-kanal-upper-portion-for-rent-500431,3,3,0,March 21 2022,60000,Korang Town ,Upper portion ,20.0,5444.0
328,https://www.graana.com/property/islamabad-gulberg-greens-7-marla-lower-portion-for-rent-452351,2,2,1,March 21 2022,40000,Gulberg Greens ,Lower Portion ,7.0,1905.4
329,https://www.graana.com/property/islamabad-e-11-1050-sqft-house-for-rent-591001,2,2,1,March 21 2022,90000,E-11 ,House ,10.0,2722.0
330,https://www.graana.com/property/islamabad-f-6-4-kanal-house-for-rent-599317,6,6,4,March 30 2022,1400000,F-6 ,House ,80.0,21776.0
331,https://www.graana.com/property/islamabad-f-17-1618-sqft-apartment-for-rent-598258,2,2,0,March 30 2022,25000,F-17 ,Apartment ,5.943045204608983,1617.696904694565
332,https://www.graana.com/property/islamabad-f-17-1612-sqft-apartment-for-rent-598249,2,2,0,March 30 2022,22000,F-17 ,Apartment ,5.921006718065315,1611.6980286573787
333,https://www.graana.com/property/islamabad-i-14-5-marla-upper-portion-for-rent-598626,2,2,1,March 30 2022,30000,I-14 ,Upper Portion ,5.0,1361.0
334,https://www.graana.com/property/islamabad-f-11-1-1-kanal-lower-portion-for-rent-598514,3,3,1,March 30 2022,130000,F-11/1 ,Lower Portion ,20.0,5444.0
335,https://www.graana.com/property/islamabad-f-11-2-10-marla-upper-portion-for-rent-598522,3,3,1,March 30 2022,100000,F-11/2 ,Upper Portion ,10.0,2722.0
336,https://www.graana.com/property/islamabad-f-11-2-8-marla-upper-portion-for-rent-598518,3,3,1,March 30 2022,90000,F-11/2 ,Upper Portion ,8.0,2177.6
337,https://www.graana.com/property/islamabad-f-11-2-1-kanal-house-for-rent-597294,5,7,2,March 29 2022,300000,F-11/2 ,House ,20.0,5444.0
338,https://www.graana.com/property/islamabad-f-11-2-16-marla-basement-for-rent-597314,3,3,1,March 29 2022,200000,F-11/2 ,Basement ,16.0,4355.2
339,https://www.graana.com/property/islamabad-f-11-2-1-kanal-basement-for-rent-597305,3,3,1,March 29 2022,150000,F-11/2 ,Basement ,20.0,5444.0
340,https://www.graana.com/property/islamabad-g-10-3-7-marla-lower-portion-for-rent-591322,3,2,1,March 21 2022,75000,G-10/3 ,Lower Portion ,7.0,1905.4
341,https://www.graana.com/property/islamabad-g-11-1-7-marla-house-for-rent-591330,4,3,1,March 21 2022,120000,G-11/1 ,House ,7.0,1905.4
342,https://www.graana.com/property/islamabad-i-8-4-7-marla-upper-portion-for-rent-591196,3,3,1,March 21 2022,120000,I-8/4  ,Upper Portion ,7.0,1905.4
343,https://www.graana.com/property/islamabad-f-10-2-500-sqyd-upper-portion-for-rent-591362,3,3,1,March 21 2022,120000,F-10/2 ,Upper Portion ,1.836540545305619,499.9063364321895
344,https://www.graana.com/property/islamabad-e-11-1-700-sqft-apartment-for-rent-589319,2,2,1,March 21 2022,50000,E-11/1 ,Apartment ,2.5711567634278665,699.8688710050652
345,https://www.graana.com/property/islamabad-g-13-4.5-marla-house-for-rent-589758,2,2,1,March 21 2022,28000,G-13 ,House ,4.5,1224.9
346,https://www.graana.com/property/islamabad-e-11-2-800-sqft-apartment-for-rent-589886,2,2,1,March 21 2022,90000,E-11/2 ,Apartment ,2.93846487248899,799.8501382915031
347,https://www.graana.com/property/islamabad-d-12-10-marla-lower-portion-for-rent-590036,3,3,0,March 21 2022,65000,D-12 ,Lower Portion ,10.0,2722.0
348,https://www.graana.com/property/islamabad-d-12-1-kanal-lower-portion-for-rent-590037,3,3,1,March 21 2022,110000,D-12 ,Lower Portion ,20.0,5444.0
349,https://www.graana.com/property/islamabad-f-10-markaz-600-sqyd-upper-portion-for-rent-590132,3,3,1,March 21 2022,220000,F-10 Markaz ,Upper Portion ,2.203848654366743,599.8876037186274
350,https://www.graana.com/property/islamabad-i-8-4-1-kanal-upper-portion-for-rent-590480,3,3,1,March 21 2022,120000,I-8/4  ,Upper Portion ,20.0,5444.0
351,https://www.graana.com/property/islamabad-f-7-4-1-kanal-basement-for-rent-590627,2,2,1,March 21 2022,229999,F-7/4 ,Basement ,20.0,5444.0
352,https://www.graana.com/property/islamabad-i-8-2-10-marla-house-for-rent-590474,5,5,1,March 21 2022,350000,I-8/2 ,House ,10.0,2722.0
353,https://www.graana.com/property/islamabad-bani-gala-2-kanal-house-for-rent-590489,6,6,2,March 21 2022,280000,Bani Gala ,House ,40.0,10888.0
354,https://www.graana.com/property/islamabad-bani-gala-5-kanal-farm-house-for-rent-590560,8,8,3,March 21 2022,600000,Bani Gala ,Farm House ,100.0,27220.0
355,https://www.graana.com/property/islamabad-f-10-1-kanal-basement-for-rent-590638,2,2,1,March 21 2022,180000,F-10 ,Basement ,20.0,5444.0
356,https://www.graana.com/property/islamabad-bani-gala-2-kanal-house-for-rent-590496,7,7,4,March 21 2022,200000,Bani Gala ,House ,40.0,10888.0
357,https://www.graana.com/property/islamabad-bani-gala-1.5-kanal-house-for-rent-590487,6,6,0,March 21 2022,180000,Bani Gala ,House ,30.0,8166.0
358,https://www.graana.com/property/islamabad-d-12-1-4-marla-house-for-rent-590337,3,4,1,March 21 2022,100000,D-12/1 ,House ,4.0,1088.8
359,https://www.graana.com/property/islamabad-b-17-10-marla-house-for-rent-590121,6,6,0,March 21 2022,75000,B-17 ,House ,10.0,2722.0
360,https://www.graana.com/property/islamabad-f-11-2-1-kanal-upper-portion-for-rent-597298,6,6,1,March 29 2022,300000,F-11/2 ,Upper Portion ,20.0,5444.0
361,https://www.graana.com/property/islamabad-f-11-2-1-kanal-upper-portion-for-rent-597302,3,3,1,March 29 2022,200000,F-11/2 ,Upper Portion ,20.0,5444.0
362,https://www.graana.com/property/islamabad-e-7-1-kanal-house-for-rent-597921,4,4,3,March 29 2022,300000,E-7 ,House ,20.0,5444.0
363,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-upper-portion-for-rent-597366,2,2,1,March 29 2022,30000,Jinnah Garden Phase 1 ,Upper Portion ,7.0,1905.4
364,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-lower-portion-for-rent-597359,3,3,1,March 29 2022,35000,Jinnah Garden Phase 1 ,Lower Portion ,7.0,1905.4
365,https://www.graana.com/property/islamabad-jinnah-garden-phase-1-7-marla-lower-portion-for-rent-597340,3,3,1,March 29 2022,35000,Jinnah Garden Phase 1 ,Lower Portion ,7.0,1905.4
366,https://www.graana.com/property/islamabad-g-13-2-7-marla-lower-portion-for-rent-594170,2,2,1,March 28 2022,55000,G-13/2 ,Lower Portion ,7.0,1905.4
367,https://www.graana.com/property/islamabad-f-7-1-2-kanal-house-for-rent-596210,4,5,3,March 28 2022,1400000,F-7/1 ,House ,40.0,10888.0
