Price,total_area,url,beds,baths,garage,location,date
PKR 85000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-lower-portion-for-rent-583235,3,3,1,G-13/3 Islamabad,March 14 2022
PKR 95000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-582734,3,3,0,DHA Phase 2 Islamabad,March 14 2022
PKR 2 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-11-1-1-kanal-house-for-rent-518368,5,5,1,F-11/1 Islamabad,March 14 2022
PKR 1.5 lac,500 Sq. Yd. Lower Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-500-sqyd-lower-portion-for-rent-518319,3,3,1,F-11/2 Islamabad,March 14 2022
PKR 95000,16 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-1-16-marla-upper-portion-for-rent-518313,3,3,1,F-11/1 Islamabad,March 14 2022
PKR 1.5 lac,16 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-f-11-2-16-marla-lower-portion-for-rent-518309,5,5,1,F-11/2 Islamabad,March 14 2022
PKR 3 lac,26 Marla House for Rent,https://www.graana.com/property/islamabad-f-11-2-26-marla-house-for-rent-518303,6,6,1,F-11/2 Islamabad,March 14 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-1-kanal-house-for-rent-518275,6,6,1,F-7/1 Islamabad,March 14 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-3-1-kanal-house-for-rent-518244,7,7,1,F-8/3 Islamabad,March 14 2022
PKR 65000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-upper-portion-for-rent-518188,2,2,1,G-13/2 Islamabad,March 14 2022
PKR 3 lac,26 Marla House for Rent,https://www.graana.com/property/islamabad-f-11-2-26-marla-house-for-rent-518303,6,6,1,F-11/2 Islamabad,March 14 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-1-kanal-house-for-rent-518275,6,6,1,F-7/1 Islamabad,March 14 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-3-1-kanal-house-for-rent-518244,7,7,1,F-8/3 Islamabad,March 14 2022
PKR 65000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-upper-portion-for-rent-518188,2,2,1,G-13/2 Islamabad,March 14 2022
PKR 1.3 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-1-kanal-upper-portion-for-rent-518186,3,3,1,G-13/2 Islamabad,March 14 2022
PKR 90000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-14-marla-upper-portion-for-rent-518176,3,3,1,G-13/2 Islamabad,March 14 2022
PKR 2 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-house-for-rent-518902,6,7,2,G-13/3 Islamabad,March 14 2022
PKR 65000,14 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-basement-for-rent-518898,3,3,1,G-13/3 Islamabad,March 14 2022
PKR 90000,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-house-for-rent-518896,4,5,1,G-13/2 Islamabad,March 14 2022
PKR 85000,3 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-3-marla-house-for-rent-518985,4,4,0,D-12/4 Islamabad,March 14 2022
PKR 65000,1400 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-4-1400-sqft-apartment-for-rent-519124,2,2,1,E-11/4 Islamabad,March 14 2022
PKR 35000,6 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-6-marla-lower-portion-for-rent-582188,3,3,1,E-11 Islamabad,March 14 2022
PKR 75000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-1-kanal-upper-portion-for-rent-582648,2,3,1,F-11 Islamabad,March 14 2022
PKR 3.25 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-14-marla-house-for-rent-582708,6,6,4,D-12 Islamabad,March 14 2022
PKR 60000,5 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-enclave-5-marla-house-for-rent-582878,4,4,1,Bahria Enclave Islamabad,March 14 2022
PKR 42000,5 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-11-2-5-marla-lower-portion-for-rent-581651,3,3,1,G-11/2 Islamabad,March 11 2022
PKR 65000,5 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-11-2-5-marla-upper-portion-for-rent-581655,2,2,1,G-11/2 Islamabad,March 11 2022
PKR 1.15 lac,800 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-2-800-sqyd-upper-portion-for-rent-581730,3,3,1,G-10/2 Islamabad,March 11 2022
PKR 1.1 lac,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-4-7-marla-lower-portion-for-rent-581686,3,3,1,E-11/4 Islamabad,March 11 2022
PKR 90000,7 Marla Basement for Rent,https://www.graana.com/property/islamabad-e-11-4-7-marla-basement-for-rent-581691,3,3,1,E-11/4 Islamabad,March 11 2022
PKR 45000,800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-2-800-sqft-apartment-for-rent-581702,2,3,1,E-11/2 Islamabad,March 11 2022
PKR 30000,6 Marla House for Rent,https://www.graana.com/property/islamabad-i-10-6-marla-house-for-rent-479171,2,1,1,I-10 Islamabad,March 11 2022
PKR 50000,7 Marla Residential Basement for Rent,https://www.graana.com/property/islamabad-g-13-7-marla-basement-for-rent-480223,2,2,1,G-13 Islamabad,March 11 2022
PKR 60000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-582203,3,3,0,DHA Phase 2 Islamabad,March 11 2022
PKR 80000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-upper-portion-for-rent-480624,3,3,1,G-13/3 Islamabad,March 11 2022
PKR 80000,750 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-750-sqft-apartment-for-rent-581846,1,1,0,Bahria Town Phase 4 Islamabad,March 11 2022
PKR 32000,4 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-marla-upper-portion-for-rent-481061,2,2,1,G-13 Islamabad,March 11 2022
PKR 65000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-upper-portion-for-rent-481673,3,3,1,G-13/3 Islamabad,March 11 2022
PKR 90000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-14-marla-lower-portion-for-rent-481666,3,3,1,G-13/2 Islamabad,March 11 2022
PKR 1 lac,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-7-marla-house-for-rent-481008,6,6,1,G-13 Islamabad,March 11 2022
PKR 90000,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-house-for-rent-480620,4,5,1,G-13/2 Islamabad,March 11 2022
PKR 35000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-block-a-1-kanal-lower-portion-for-rent-581882,3,3,1,Soan Garden Block A Islamabad,March 11 2022
PKR 85000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-1-kanal-upper-portion-for-rent-480619,3,3,1,G-13/4 Islamabad,March 11 2022
PKR 45000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-block-a-1-kanal-upper-portion-for-rent-581875,3,3,1,Soan Garden Block A Islamabad,March 11 2022
PKR 75000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-1-kanal-upper-portion-for-rent-480615,3,3,1,G-13/2 Islamabad,March 11 2022
PKR 48000,7 Marla Residential Basement for Rent,https://www.graana.com/property/islamabad-g-13-3-7-marla-basement-for-rent-480552,2,2,1,G-13/3 Islamabad,March 11 2022
PKR 55000,1545 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-zarkon-heights-1545-sqft-apartment-for-rent-384310,3,3,1,Zarkon Heights Islamabad,March 11 2022
PKR 90000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-14-marla-lower-portion-for-rent-581539,3,3,1,G-13/2 Islamabad,March 11 2022
PKR 1.1 lac,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-d-12-1-14-marla-house-for-rent-581741,3,3,1,D-12/1 Islamabad,March 11 2022
PKR 27000,6 Marla Apartment for Rent,https://www.graana.com/property/islamabad-e-11-6-marla-apartment-for-rent-581280,2,2,1,E-11 Islamabad,March 10 2022
PKR 4.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-kanal-house-for-rent-580740,6,6,2,F-7 Islamabad,March 10 2022
PKR 5.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-kanal-house-for-rent-580746,6,6,2,F-7 Islamabad,March 10 2022
PKR 80000,8 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-bahria-enclave-8-marla-lower-portion-for-rent-580787,3,3,1,Bahria Enclave Islamabad,March 10 2022
PKR 2.5 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-enclave-10-marla-house-for-rent-580786,6,6,1,Bahria Enclave Islamabad,March 10 2022
PKR 7 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-kanal-house-for-rent-580750,4,4,1,F-7 Islamabad,March 10 2022
PKR 1.5 lac,8 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-enclave-8-marla-house-for-rent-580789,5,5,1,Bahria Enclave Islamabad,March 10 2022
PKR 70000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-580690,3,3,1,G-13/4 Islamabad,March 10 2022
PKR 60000,4 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-4-marla-lower-portion-for-rent-580672,5,3,1,G-13/4 Islamabad,March 10 2022
PKR 30000,10 Marla House for Rent,https://www.graana.com/property/islamabad-e-18-10-marla-house-for-rent-580433,3,3,0,E-18 Islamabad,March 10 2022
PKR 45000,9 Marla House for Rent,https://www.graana.com/property/islamabad-e-18-9-marla-house-for-rent-580431,7,6,0,E-18 Islamabad,March 10 2022
PKR 60000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-15-1-14-marla-upper-portion-for-rent-578683,3,3,1,G-15/1 Islamabad,March 10 2022
PKR 18000,7 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-15-1-7-marla-basement-for-rent-578684,2,2,1,G-15/1 Islamabad,March 10 2022
PKR 40000,800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-800-sqft-apartment-for-rent-580362,2,2,1,E-11 Islamabad,March 10 2022
PKR 80000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-15-2-14-marla-lower-portion-for-rent-578688,3,3,1,G-15/2 Islamabad,March 9 2022
PKR 3.5 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-500-sqyd-house-for-rent-579092,3,3,1,F-6 Islamabad,March 9 2022
PKR 30000,4 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-lower-portion-for-rent-579814,2,2,1,G-13/1 Islamabad,March 9 2022
PKR 2.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-579722,5,5,2,DHA Phase 2 Islamabad,March 9 2022
PKR 27000,6 Marla Apartment for Rent,https://www.graana.com/property/islamabad-e-11-6-marla-apartment-for-rent-579268,2,2,1,E-11 Islamabad,March 9 2022
PKR 5.2 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-house-for-rent-579109,4,4,3,F-7 Islamabad,March 9 2022
PKR 35000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-block-h-10-marla-upper-portion-for-rent-579696,3,3,1,Soan Garden Block H Islamabad,March 9 2022
PKR 1.1 lac,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-d-12-1-kanal-basement-for-rent-579103,3,3,1,D-12 Islamabad,March 9 2022
PKR 95000,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-d-12-12-marla-upper-portion-for-rent-580220,3,3,1,D-12 Islamabad,March 9 2022
PKR 2 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-3-14-marla-house-for-rent-579589,5,5,1,Bahria Town Phase 3 Islamabad,March 9 2022
PKR 12000,4 Marla Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-4-marla-apartment-for-rent-579487,2,2,0,Bahria Town Phase 4 Islamabad,March 9 2022
PKR 1.4 lac,4 Marla Apartment for Rent,https://www.graana.com/property/islamabad-e-7-4-marla-apartment-for-rent-534749,1,1,1,E-7 Islamabad,March 8 2022
PKR 2 lac,444 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-444-sqyd-house-for-rent-407350,3,4,4,F-6 Islamabad,March 8 2022
PKR 5 lac,600 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-600-sqyd-house-for-rent-488169,4,4,4,F-6 Islamabad,March 8 2022
PKR 3.4 lac,2250 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-f-8-2250-sqft-apartment-for-rent-530947,3,3,1,F-8 Islamabad,March 8 2022
PKR 3.4 lac,2250 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-f-8-2250-sqft-apartment-for-rent-534460,3,3,1,F-8 Islamabad,March 8 2022
PKR 1.5 lac,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-upper-portion-for-rent-564407,2,2,2,F-7 Islamabad,March 8 2022
PKR 10 lac,1000 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-f-8-1-1000-sqyd-house-for-rent-426114,10,10,6,F-8/1 Islamabad,March 8 2022
PKR 1 lac,400 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-400-sqyd-upper-portion-for-rent-497229,2,2,1,F-6 Islamabad,March 8 2022
PKR 18 lac,1000 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-f-8-1000-sqyd-house-for-rent-431837,10,10,10,F-8 Islamabad,March 8 2022
PKR 2.25 lac,500 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-500-sqyd-upper-portion-for-rent-431828,3,3,2,F-8 Islamabad,March 8 2022
PKR 1.1 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-578849,3,3,1,DHA Phase 2 Islamabad,March 8 2022
PKR 1.1 lac,500 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-upper-portion-for-rent-387131,3,3,0,F-7 Islamabad,March 8 2022
PKR 4 lac,666 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-f-7-666-sqyd-house-for-rent-487839,6,6,2,F-7 Islamabad,March 8 2022
PKR 90000,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-house-for-rent-393145,6,6,1,G-13 Islamabad,March 8 2022
PKR 2 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-578909,3,3,1,DHA Phase 2 Islamabad,March 8 2022
PKR 90000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-upper-portion-for-rent-477216,3,4,1,G-13 Islamabad,March 8 2022
PKR 1.15 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-578939,3,3,1,DHA Phase 2 Islamabad,March 8 2022
PKR 1.6 lac,18 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-18-marla-upper-portion-for-rent-472947,3,3,0,F-8 Islamabad,March 8 2022
PKR 1.75 lac,18 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-f-8-18-marla-lower-portion-for-rent-472931,3,3,0,F-8 Islamabad,March 8 2022
PKR 90000,666 Sqyd Lower Portion for Rent,https://www.graana.com/property/islamabad-g-14-666-sqyd-lower-portion-for-rent-461306,4,4,2,G-14 Islamabad,March 8 2022
PKR 1.5 lac,444 Sqyd Lower Portion for Rent,https://www.graana.com/property/islamabad-e-7-444-sqyd-lower-portion-for-rent-428737,2,2,2,E-7 Islamabad,March 8 2022
PKR 1.5 lac,10 Marla Annexe for Rent,https://www.graana.com/property/islamabad-f-8-10-marla-annexe-for-rent-417632,3,3,1,F-8 Islamabad,March 8 2022
PKR 6 lac,600 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-600-sqyd-house-for-rent-428489,5,6,4,F-7 Islamabad,March 8 2022
PKR 2.2 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-house-for-rent-423327,3,3,2,F-7 Islamabad,March 8 2022
PKR 1.55 lac,444 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-444-sqyd-upper-portion-for-rent-417627,3,3,1,F-6 Islamabad,March 8 2022
PKR 9 lac,933 Sqyd House for Rent,https://www.graana.com/property/islamabad-g-6-933-sqyd-house-for-rent-411244,5,6,7,G-6 Islamabad,March 8 2022
PKR 60000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-14-marla-lower-portion-for-rent-528739,3,3,1,G-13 Islamabad,March 8 2022
PKR 2.3 lac,400 Sq.Yd. House for Rent,https://www.graana.com/property/islamabad-f-7-400-sqyd-house-for-rent-530962,4,4,0,F-7 Islamabad,March 8 2022
PKR 90000,400 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-400-sqyd-upper-portion-for-rent-537590,3,3,2,F-6 Islamabad,March 8 2022
PKR 8 lac,600 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-600-sqyd-house-for-rent-548600,5,5,1,F-6 Islamabad,March 8 2022
PKR 2.5 lac,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-500-sqyd-upper-portion-for-rent-497237,3,3,2,F-6 Islamabad,March 8 2022
PKR 5.5 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-house-for-rent-505316,5,7,5,F-7 Islamabad,March 8 2022
PKR 85000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-lower-portion-for-rent-578279,3,3,1,G-13 Islamabad,March 8 2022
PKR 30000,650 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gt-road-650-sqft-apartment-for-rent-578924,2,2,1,GT Road Islamabad,March 8 2022
PKR 80000,10 Marla House for Rent,https://www.graana.com/property/islamabad-b-17-10-marla-house-for-rent-578605,6,6,0,B-17 Islamabad,March 8 2022
PKR 65000,6 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-e-11-6-marla-upper-portion-for-rent-575595,2,2,1,E-11 Islamabad,March 8 2022
PKR 1.6 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-upper-portion-for-rent-578317,3,3,1,E-11 Islamabad,March 8 2022
PKR 1.75 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-15-3-14-marla-house-for-rent-578699,9,9,3,G-15/3 Islamabad,March 8 2022
PKR 45000,14 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-15-3-14-marla-basement-for-rent-578708,3,3,1,G-15/3 Islamabad,March 8 2022
PKR 60000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-15-4-7-marla-upper-portion-for-rent-578725,3,3,1,G-15/4 Islamabad,March 8 2022
PKR 45000,804 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-dha-phase-2-804-sqft-apartment-for-rent-579108,2,2,0,DHA Phase 2 Islamabad,March 8 2022
PKR 60000,7 Marla House for Rent,https://www.graana.com/property/islamabad-f-17-7-marla-house-for-rent-574878,3,3,0,F-17 Islamabad,March 8 2022
PKR 30000,120 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-murree-expressway-120-sqft-apartment-for-rent-578591,1,1,1,Murree Expressway Islamabad,March 8 2022
PKR 45000,450 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-450-sqft-apartment-for-rent-578596,1,1,1,E-11 Islamabad,March 8 2022
PKR 1.1 lac,4 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-marla-house-for-rent-578598,3,3,1,D-12 Islamabad,March 8 2022
PKR 50000,6 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-9-3-6-marla-upper-portion-for-rent-576182,2,2,1,G-9/3 Islamabad,March 7 2022
PKR 55000,10 marla house for Rent,https://www.graana.com/property/islamabad-e-11-2-10-marla-house-for-rent-460997,3,3,1,E-11/2 Islamabad,March 7 2022
PKR 4 lac,4500 Sqft house for Rent,https://www.graana.com/property/islamabad-e-11-4500-sqft-house-for-rent-464784,8,8,1,E-11 Islamabad,March 7 2022
PKR 30000,4.4 marla room for Rent,https://www.graana.com/property/islamabad-e-11-1100-sqft-house-for-rent-467922,0,0,0,E-11 Islamabad,March 7 2022
PKR 1.2 lac,6 marla house for Rent,https://www.graana.com/property/islamabad-e-11-6-marla-house-for-rent-432004,3,3,0,E-11 Islamabad,March 7 2022
PKR 1 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-10-marla-house-for-rent-477524,3,3,0,E-11 Islamabad,March 7 2022
PKR 2.95 lac,1 kanal house for Rent,https://www.graana.com/property/islamabad-e-11-20-marla-house-for-rent-476059,8,9,3,E-11 Islamabad,March 7 2022
PKR 2 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-577857,5,5,2,DHA Phase 2 Islamabad,March 7 2022
PKR 2.1 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-577878,5,5,2,DHA Phase 2 Islamabad,March 7 2022
PKR 70000,12 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-12-marla-house-for-rent-294045,3,3,2,G-13/1 Islamabad,March 7 2022
PKR 60000,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-markaz-10-marla-house-for-rent-288137,3,3,0,G-13 Markaz Islamabad,March 7 2022
PKR 25000,4 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-13-4-marla-basement-for-rent-300660,2,2,1,G-13 Islamabad,March 7 2022
PKR 52000,10.7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-10.7-marla-house-for-rent-303525,3,3,3,G-13/1 Islamabad,March 7 2022
PKR 90000,1800 Sqft House for Rent,https://www.graana.com/property/islamabad-g-13-1800-sqft-house-for-rent-322677,4,6,1,G-13 Islamabad,March 7 2022
PKR 45000,8 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-13-2-8-marla-basement-for-rent-356424,3,3,1,G-13/2 Islamabad,March 7 2022
PKR 12000,147 Sqft Room for Rent,https://www.graana.com/property/islamabad-g-13-2-147-sqft-room-for-rent-443575,1,1,1,G-13/2 Islamabad,March 7 2022
PKR 60000,1 Kanal Basement for rent,https://www.graana.com/property/islamabad-g-13-2-1-kanal-basement-for-rent-476665,3,3,1,G-13/2 Islamabad,March 7 2022
PKR 70000,1 Kanal House for Rent,https://www.graana.com/property/islamabad-g-13-1-1-kanal-house-for-rent-478879,3,3,2,G-13/1 Islamabad,March 7 2022
PKR 55000,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-2-10-marla-house-for-rent-478878,3,3,1,G-13/2 Islamabad,March 7 2022
PKR 65000,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-house-for-rent-478875,3,3,1,G-13/3 Islamabad,March 7 2022
PKR 5.4 lac,400 Sqyd Furnished Annexe for Rent,https://www.graana.com/property/islamabad-f-6-400-sqyd-house-for-rent-577154,4,4,3,F-6 Islamabad,March 7 2022
PKR 2.4 lac,500 Sqyd Lower Portion for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-lower-portion-for-rent-577156,2,3,2,F-7 Islamabad,March 7 2022
PKR 1.5 lac,300 Sqyd Annexe for Rent,https://www.graana.com/property/islamabad-f-7-300-sqyd-annexe-for-rent-577158,2,3,2,F-7 Islamabad,March 7 2022
PKR 10500,300 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-300-sqft-apartment-for-rent-577499,1,1,1,E-11 Islamabad,March 7 2022
PKR 3.5 lac,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-10-666-sqyd-house-for-rent-576449,5,5,2,F-10 Islamabad,March 7 2022
PKR 85000,3 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-3-marla-house-for-rent-518974,4,4,0,D-12/4 Islamabad,March 7 2022
PKR 60000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-7-marla-lower-portion-for-rent-519392,2,2,1,G-14/4 Islamabad,March 7 2022
PKR 2 lac,666 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-g-14-4-666-sqyd-house-for-rent-519394,8,9,3,G-14/4 Islamabad,March 7 2022
PKR 95000,666 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-666-sqyd-upper-portion-for-rent-519410,3,3,1,G-14/4 Islamabad,March 7 2022
PKR 90000,666 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-666-sqyd-upper-portion-for-rent-519401,3,3,1,G-14/4 Islamabad,March 7 2022
PKR 1.25 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-14-4-10-marla-house-for-rent-519399,5,6,1,G-14/4 Islamabad,March 7 2022
PKR 1.4 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-14-4-14-marla-house-for-rent-519396,6,7,2,G-14/4 Islamabad,March 7 2022
PKR 60000,6 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-8-2-6-marla-lower-portion-for-rent-519435,2,2,1,G-8/2 Islamabad,March 7 2022
PKR 1.2 lac,6 Marla House for Rent,https://www.graana.com/property/islamabad-g-8-2-6-marla-house-for-rent-519430,4,4,1,G-8/2 Islamabad,March 7 2022
PKR 60000,6 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-8-1-6-marla-upper-portion-for-rent-519428,2,2,1,G-8/1 Islamabad,March 7 2022
PKR 85000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-14-marla-lower-portion-for-rent-519413,3,3,1,G-14/4 Islamabad,March 7 2022
PKR 75000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-national-police-foundation-1-kanal-lower-portion-for-rent-576707,3,4,1,National Police Foundation Islamabad,March 4 2022
PKR 25000,700 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-greens-700-sqft-apartment-for-rent-461027,1,1,1,Gulberg Greens Islamabad,March 4 2022
PKR 40000,8 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-margalla-town-8-marla-lower-portion-for-rent-430019,2,3,1,Margalla Town Islamabad,March 4 2022
PKR 65000,1550 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-1550-sqft-apartment-for-rent-576771,3,3,1,Gulberg Islamabad,March 4 2022
PKR 2 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-g-10-3-1-kanal-house-for-rent-586181,4,4,3,G-10/3 Islamabad,March 17 2022
PKR 90000,800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-2-800-sqft-apartment-for-rent-585213,2,2,1,E-11/2 Islamabad,March 16 2022
