Price,total_area,url,beds,baths,garage,location,date
PKR 8 lac,1066 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-10-1-1066-sqyd-house-for-rent-601089,8,9,3,F-10/1 Islamabad,April 4 2022
PKR 6 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-10-1-500-sqyd-house-for-rent-601085,5,6,2,F-10/1 Islamabad,April 4 2022
PKR 3.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-10-4-1-kanal-house-for-rent-601097,4,5,2,F-10/4 Islamabad,April 4 2022
PKR 2.5 lac,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-2-500-sqyd-upper-portion-for-rent-601098,4,4,1,F-10/2 Islamabad,April 4 2022
PKR 2 lac,666 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-2-666-sqyd-upper-portion-for-rent-601090,4,5,1,F-10/2 Islamabad,April 4 2022
PKR 75000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-599983,3,3,0,DHA Phase 2 Islamabad,March 31 2022
PKR 65000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-599963,3,3,0,DHA Phase 2 Islamabad,March 31 2022
PKR 2.3 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-578292,6,6,3,DHA Phase 2 Islamabad,March 31 2022
PKR 65000,1 Kanal Upper portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-578286,3,3,0,DHA Phase 2 Islamabad,March 31 2022
PKR 75000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-578282,3,3,2,DHA Phase 2 Islamabad,March 31 2022
PKR 75000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-575848,3,3,0,DHA Phase 2 Islamabad,March 31 2022
PKR 80000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-upper-portion-for-rent-598154,3,3,1,G-13 Islamabad,March 30 2022
PKR 47000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-7-marla-lower-portion-for-rent-599346,2,2,0,G-13 Islamabad,March 30 2022
PKR 1.3 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-598170,3,3,1,E-11 Islamabad,March 30 2022
PKR 2 lac,8 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-8-marla-house-for-rent-598169,5,5,1,E-11 Islamabad,March 30 2022
PKR 85000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-1-kanal-upper-portion-for-rent-599242,3,3,1,G-14 Islamabad,March 30 2022
PKR 2 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-598363,5,5,0,DHA Phase 2 Islamabad,March 30 2022
PKR 2.25 lac,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-500-sqyd-upper-portion-for-rent-583680,3,3,2,F-6 Islamabad,March 30 2022
PKR 1.3 lac,1150 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1150-sqft-apartment-for-rent-597991,3,2,1,E-11 Islamabad,March 29 2022
PKR 1.4 lac,1600 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1600-sqft-apartment-for-rent-597066,4,4,1,E-11 Islamabad,March 29 2022
PKR 9000,635 Sqft House for Rent,https://www.graana.com/property/islamabad-burma-town-635-sqft-house-for-rent-596416,2,2,1,Burma Town Islamabad,March 29 2022
PKR 1.5 lac,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-9-14-marla-house-for-rent-289828,5,5,1,G-9 Islamabad,March 29 2022
PKR 24000,1050 Sqft Apartment for Rent,"https://www.graana.com/property/islamabad-multi-gardens-b-17,-block-b-1050-sqft-apartment-for-rent-594788",2,2,0,Multi Gardens B-17 Block-B Islamabad,March 29 2022
PKR 95000,900 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-4-900-sqft-apartment-for-rent-594300,2,2,1,E-11/4 Islamabad,March 28 2022
PKR 95000,900 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-4-900-sqft-apartment-for-rent-594302,2,2,1,E-11/4 Islamabad,March 28 2022
PKR 2.5 lac,1066 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-3-1066-sqyd-upper-portion-for-rent-601094,4,4,2,F-10/3 Islamabad,April 4 2022
PKR 70000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-9-1-14-marla-upper-portion-for-rent-539173,2,2,0,G-9/1 Islamabad,April 4 2022
PKR 32000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-9-10-marla-upper-portion-for-rent-539170,1,1,0,G-9 Islamabad,April 4 2022
PKR 1.5 lac,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-1-10-marla-upper-portion-for-rent-538064,4,4,1,F-8/1 Islamabad,April 4 2022
PKR 42000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-upper-portion-for-rent-538007,2,2,0,G-13/2 Islamabad,April 4 2022
PKR 70000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-537959,3,3,0,G-13/4 Islamabad,April 4 2022
PKR 2.6 lac,1022 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-1-1022-sqyd-upper-portion-for-rent-535417,2,2,2,F-8/1 Islamabad,April 4 2022
PKR 2 lac,2 Kanal Basement for Rent,https://www.graana.com/property/islamabad-f-8-1-2-kanal-basement-for-rent-535414,3,3,2,F-8/1 Islamabad,April 4 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-4-1-kanal-house-for-rent-535405,6,6,2,F-7/4 Islamabad,April 4 2022
PKR 12 lac,20 Marla House for Rent,https://www.graana.com/property/islamabad-f-7-4-20-marla-house-for-rent-535411,8,8,2,F-7/4 Islamabad,April 4 2022
PKR 75000,1550 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1550-sqft-apartment-for-rent-594664,3,3,1,E-11 Islamabad,March 28 2022
PKR 16000,450 Sqft Room for Rent,https://www.graana.com/property/islamabad-e-11-450-sqft-room-for-rent-595313,1,1,1,E-11 Islamabad,March 28 2022
PKR 32000,450 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-450-sqft-apartment-for-rent-595465,1,1,1,E-11 Islamabad,March 28 2022
PKR 32000,800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-800-sqft-apartment-for-rent-595467,3,3,1,E-11 Islamabad,March 28 2022
PKR 1.05 lac,5 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-5-marla-house-for-rent-595469,4,4,1,D-12 Islamabad,March 28 2022
PKR 65000,5 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-enclave-5-marla-house-for-rent-595560,4,4,1,Bahria Enclave Islamabad,March 28 2022
PKR 1.2 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-595604,3,3,1,E-11 Islamabad,March 28 2022
PKR 55000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-5-1-kanal-upper-portion-for-rent-593520,3,3,0,DHA Phase 5 Islamabad,March 28 2022
PKR 1.3 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-5-1-kanal-house-for-rent-582747,5,5,0,DHA Phase 5 Islamabad,March 28 2022
PKR 55000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-5-1-kanal-upper-portion-for-rent-578120,3,3,0,DHA Phase 5 Islamabad,March 28 2022
PKR 90000,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-e-11-3-1-kanal-basement-for-rent-593533,3,3,1,E-11/3 Islamabad,March 28 2022
PKR 1.2 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-593534,3,3,1,E-11 Islamabad,March 28 2022
PKR 75000,1500 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1500-sqft-apartment-for-rent-594663,2,2,1,E-11 Islamabad,March 28 2022
PKR 70000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-lower-portion-for-rent-596225,2,3,0,DHA Phase 2 Islamabad,March 28 2022
PKR 2 lac,2000 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-1-2000-sqft-apartment-for-rent-593793,2,2,0,Bahria Town Phase 1 Islamabad,March 25 2022
PKR 1.4 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-10-marla-house-for-rent-593759,5,5,1,Bahria Town Phase 4 Islamabad,March 25 2022
PKR 1.8 lac,1800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-1-1800-sqft-apartment-for-rent-593719,2,2,0,Bahria Town Phase 1 Islamabad,March 25 2022
PKR 65000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-14-marla-lower-portion-for-rent-476264,3,3,1,G-13 Islamabad,March 25 2022
PKR 45000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-7-marla-lower-portion-for-rent-313524,0,0,0,G-13 Islamabad,March 25 2022
PKR 65000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-423359,3,3,1,G-13/4 Islamabad,March 25 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-4-1-kanal-house-for-rent-535407,7,7,2,F-7/4 Islamabad,April 4 2022
PKR 55000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-1-kanal-upper-portion-for-rent-601001,3,3,1,Soan Garden Islamabad,April 1 2022
PKR 55000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-1-kanal-upper-portion-for-rent-601022,3,3,1,Soan Garden Islamabad,April 1 2022
PKR 40000,7 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-13-3-7-marla-basement-for-rent-482385,3,3,1,G-13/3 Islamabad,March 31 2022
PKR 30000,4 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-lower-portion-for-rent-483114,2,2,1,G-13/1 Islamabad,March 31 2022
PKR 1.1 lac,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-2-7-marla-house-for-rent-491073,4,5,1,G-13/2 Islamabad,March 31 2022
PKR 65000,4 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-491069,3,4,1,G-13/1 Islamabad,March 31 2022
PKR 6 lac,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-2-666-sqyd-house-for-rent-600344,4,5,3,F-6/2 Islamabad,March 31 2022
PKR 2.2 lac,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-3-500-sqyd-upper-portion-for-rent-600173,2,2,2,F-6/3 Islamabad,March 31 2022
PKR 3.5 lac,444 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-1-444-sqyd-upper-portion-for-rent-600133,3,3,1,F-6/1 Islamabad,March 31 2022
PKR 60000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-419522,3,3,1,G-13/4 Islamabad,March 25 2022
PKR 50000,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-lower-portion-for-rent-294366,2,2,1,G-13/4 Islamabad,March 25 2022
PKR 64999,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-lower-portion-for-rent-294447,3,3,1,G-13/3 Islamabad,March 25 2022
PKR 60000,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-14-marla-lower-portion-for-rent-322417,3,3,1,G-13/1 Islamabad,March 25 2022
PKR 2 lac,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-lower-portion-for-rent-486999,6,6,1,G-13/3 Islamabad,March 25 2022
PKR 55000,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-12-marla-upper-portion-for-rent-413685,3,3,0,G-13/4 Islamabad,March 25 2022
PKR 65000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-upper-portion-for-rent-483768,3,3,1,G-13/3 Islamabad,March 25 2022
PKR 60000,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-10-marla-upper-portion-for-rent-419523,3,4,1,G-13/4 Islamabad,March 25 2022
PKR 48000,4 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-4-marla-upper-portion-for-rent-294328,2,2,1,G-13/4 Islamabad,March 25 2022
PKR 50000,4 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-4-marla-upper-portion-for-rent-294335,2,2,1,G-13/4 Islamabad,March 25 2022
PKR 80000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-14-marla-upper-portion-for-rent-294341,2,3,1,G-13/4 Islamabad,March 25 2022
PKR 70000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-14-marla-upper-portion-for-rent-294453,4,4,1,G-13/3 Islamabad,March 25 2022
PKR 65000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-14-marla-upper-portion-for-rent-487000,3,3,1,G-13/4 Islamabad,March 25 2022
PKR 80000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-3-1-kanal-upper-portion-for-rent-294467,3,3,0,G-13/3 Islamabad,March 25 2022
PKR 40000,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-7-marla-upper-portion-for-rent-319513,2,2,0,G-13/1 Islamabad,March 25 2022
PKR 26000,4 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-4-marla-upper-portion-for-rent-314298,1,2,1,G-13 Islamabad,March 25 2022
PKR 60000,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-1-14-marla-upper-portion-for-rent-319561,3,3,1,G-13/1 Islamabad,March 25 2022
PKR 1.5 lac,12 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-2-12-marla-house-for-rent-456923,6,6,2,G-13/2 Islamabad,March 25 2022
PKR 90000,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-7-marla-house-for-rent-313503,4,4,1,G-13 Islamabad,March 25 2022
PKR 60000,5 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-5-marla-house-for-rent-412818,5,5,1,G-13/1 Islamabad,March 25 2022
PKR 5 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-3-500-sqyd-house-for-rent-600160,4,4,2,F-6/3 Islamabad,March 31 2022
PKR 4.5 lac,444 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-1-444-sqyd-house-for-rent-600123,4,4,2,F-6/1 Islamabad,March 31 2022
PKR 4 lac,400 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-1-400-sqyd-house-for-rent-600114,4,4,2,F-6/1 Islamabad,March 31 2022
PKR 7 lac,1200 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-2-1200-sqyd-house-for-rent-600141,5,5,2,F-6/2 Islamabad,March 31 2022
PKR 7 lac,1100 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-4-1100-sqyd-house-for-rent-600182,4,4,2,F-6/4 Islamabad,March 31 2022
PKR 10.5 lac,2000 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-4-2000-sqyd-house-for-rent-600287,6,6,2,F-8/4 Islamabad,March 31 2022
PKR 5 lac,600 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-2-600-sqyd-house-for-rent-600152,6,6,2,F-6/2 Islamabad,March 31 2022
PKR 7 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-4-1-kanal-house-for-rent-600293,6,6,2,F-8/4 Islamabad,March 31 2022
PKR 4.3 lac,1.3 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-1-26-marla-house-for-rent-600299,4,4,2,F-8/1 Islamabad,March 31 2022
PKR 2 lac,12 Marla House for Rent,https://www.graana.com/property/islamabad-f-8-3-12-marla-house-for-rent-600297,3,3,1,F-8/3 Islamabad,March 31 2022
PKR 45000,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-14-marla-house-for-rent-485446,3,3,1,G-13 Islamabad,March 25 2022
PKR 65000,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-house-for-rent-485440,3,3,1,G-13 Islamabad,March 25 2022
PKR 65000,4 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-4-marla-house-for-rent-485433,3,4,1,G-13 Islamabad,March 25 2022
PKR 65000,4 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-485982,3,4,1,G-13/1 Islamabad,March 25 2022
PKR 55000,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-10-marla-house-for-rent-485452,3,3,1,G-13 Islamabad,March 25 2022
PKR 1.5 lac,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-3-10-marla-house-for-rent-294439,7,10,0,G-13/3 Islamabad,March 25 2022
PKR 55000,4 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-319553,3,3,1,G-13/1 Islamabad,March 25 2022
PKR 50000,4 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-1-4-marla-house-for-rent-319560,5,5,1,G-13/1 Islamabad,March 25 2022
PKR 85000,1330 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-1330-marla-apartment-for-rent-591153,2,2,30,Bahria Town Phase 4 Islamabad,March 25 2022
PKR 50000,730 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-4-730-marla-apartment-for-rent-591037,1,1,20,Bahria Town Phase 4 Islamabad,March 25 2022
PKR 1.2 lac,12 Marla House for Rent,https://www.graana.com/property/islamabad-bahria-town-phase-1-12-marla-house-for-rent-591292,6,5,3,Bahria Town Phase 1 Islamabad,March 25 2022
PKR 1.1 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-592722,3,3,1,DHA Phase 2 Islamabad,March 24 2022
PKR 2.15 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-592733,5,5,2,DHA Phase 2 Islamabad,March 24 2022
PKR 3.3 lac,12 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-12-marla-house-for-rent-592295,6,6,1,G-13 Islamabad,March 24 2022
PKR 4 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-1-kanal-house-for-rent-590663,5,5,2,F-8 Islamabad,March 24 2022
PKR 1 lac,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-i-8-4-12-marla-upper-portion-for-rent-593077,3,3,1,I-8/4  Islamabad,March 24 2022
PKR 1.2 lac,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-i-8-2-12-marla-upper-portion-for-rent-593048,3,3,1,I-8/2 Islamabad,March 24 2022
PKR 70000,12 Marla Basement for Rent,https://www.graana.com/property/islamabad-i-8-2-12-marla-basement-for-rent-593102,3,3,1,I-8/2 Islamabad,March 24 2022
PKR 70000,1120 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-greens-1120-sqft-apartment-for-rent-593399,3,3,0,Gulberg Greens Islamabad,March 24 2022
PKR 90000,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-592442,3,3,1,E-11 Islamabad,March 24 2022
PKR 1.8 lac,533 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-7-3-533-sqyd-upper-portion-for-rent-599249,2,2,1,F-7/3 Islamabad,March 30 2022
PKR 2.5 lac,16 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-3-16-marla-upper-portion-for-rent-598862,3,3,1,F-8/3 Islamabad,March 30 2022
PKR 2.5 lac,16 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-3-16-marla-upper-portion-for-rent-598879,4,4,1,F-8/3 Islamabad,March 30 2022
PKR 2.2 lac,511 Sqyd Lower Portion for Rent,https://www.graana.com/property/islamabad-f-7-1-511-sqyd-lower-portion-for-rent-599213,2,2,1,F-7/1 Islamabad,March 30 2022
PKR 2.5 lac,1.2 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-f-8-1-1.2-kanal-lower-portion-for-rent-598893,4,4,1,F-8/1 Islamabad,March 30 2022
PKR 1.5 lac,666 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-7-1-666-sqyd-upper-portion-for-rent-599220,2,2,2,F-7/1 Islamabad,March 30 2022
PKR 4.5 lac,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-1-500-sqyd-house-for-rent-599273,5,5,2,F-7/1 Islamabad,March 30 2022
PKR 12 lac,1.3 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-1.3-kanal-house-for-rent-599192,8,8,2,F-7/1 Islamabad,March 30 2022
PKR 6 lac,550 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-2-550-sqyd-house-for-rent-599263,5,5,2,F-7/2 Islamabad,March 30 2022
PKR 16 lac,1.3 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-4-1.3-kanal-house-for-rent-599171,8,8,2,F-7/4 Islamabad,March 30 2022
PKR 1.2 lac,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-lower-portion-for-rent-592443,3,3,1,E-11 Islamabad,March 24 2022
PKR 40000,1250 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1250-sqft-apartment-for-rent-592446,2,2,1,E-11 Islamabad,March 24 2022
PKR 14000,9 Marla Apartment for Rent,https://www.graana.com/property/islamabad-chak-shahzad-9-marla-apartment-for-rent-592621,1,1,1,Chak Shahzad Islamabad,March 24 2022
PKR 85000,1900 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1900-sqft-apartment-for-rent-592640,3,3,1,E-11 Islamabad,March 24 2022
PKR 1 lac,1400 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1400-sqft-apartment-for-rent-592642,3,3,1,E-11 Islamabad,March 24 2022
PKR 45000,700 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-700-sqft-apartment-for-rent-592643,1,1,1,E-11 Islamabad,March 24 2022
PKR 95000,1400 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1400-sqft-apartment-for-rent-592645,3,3,0,E-11 Islamabad,March 24 2022
PKR 1.2 lac,1100 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1100-sqft-apartment-for-rent-591635,2,2,1,E-11 Islamabad,March 24 2022
PKR 95000,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-1-kanal-upper-portion-for-rent-593381,4,3,0,G-14 Islamabad,March 24 2022
PKR 85000,1 Kanal Basement for Rent,https://www.graana.com/property/islamabad-g-14-1-kanal-basement-for-rent-593392,3,3,0,G-14 Islamabad,March 24 2022
PKR 4 lac,400 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-6-1-400-sqyd-house-for-rent-550710,4,4,1,F-6/1 Islamabad,March 24 2022
PKR 12 lac,1066 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-2-1066-sqyd-house-for-rent-575399,7,7,3,F-7/2 Islamabad,March 24 2022
PKR 1.9 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-578901,5,5,2,DHA Phase 2 Islamabad,March 24 2022
PKR 1 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-578893,3,3,1,DHA Phase 2 Islamabad,March 24 2022
PKR 28 lac,1600 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-f-8-2-1600-sqyd-house-for-rent-534397,9,9,2,F-8/2 Islamabad,March 24 2022
PKR 55000,18 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-cbr-town-block-c-18-marla-upper-portion-for-rent-592432,3,3,0,CBR Town Block C Islamabad,March 24 2022
PKR 85000,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-12-marla-upper-portion-for-rent-591313,3,3,1,G-10 Islamabad,March 22 2022
PKR 50000,8 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-margalla-town-8-marla-upper-portion-for-rent-591488,3,3,1,Margalla Town Islamabad,March 22 2022
PKR 80000,10 Marla Basement for Rent,https://www.graana.com/property/islamabad-e-11-1-10-marla-basement-for-rent-591499,2,2,1,E-11/1 Islamabad,March 22 2022
PKR 32000,6 Marla House for Rent,https://www.graana.com/property/islamabad-soan-garden-block-h-6-marla-house-for-rent-591440,2,2,1,Soan Garden Block H Islamabad,March 22 2022
PKR 6.3 lac,511 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-3-511-sqyd-house-for-rent-599280,4,4,2,F-7/3 Islamabad,March 30 2022
PKR 8 lac,1100 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-1-1100-sqyd-house-for-rent-599269,8,8,2,F-7/1 Islamabad,March 30 2022
PKR 16 lac,1.3 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-4-1.3-kanal-house-for-rent-599171,8,8,2,F-7/4 Islamabad,March 30 2022
PKR 6 lac,550 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-2-550-sqyd-house-for-rent-599263,5,5,2,F-7/2 Islamabad,March 30 2022
PKR 8 lac,600 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-3-600-sqyd-house-for-rent-599278,5,5,3,F-7/3 Islamabad,March 30 2022
PKR 5 lac,666 Sq. Yd. House for Rent,https://www.graana.com/property/islamabad-f-7-4-666-sqyd-house-for-rent-599224,5,5,2,F-7/4 Islamabad,March 30 2022
PKR 3.5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-8-3-1-kanal-house-for-rent-598869,4,4,3,F-8/3 Islamabad,March 30 2022
PKR 5 lac,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-4-1-kanal-house-for-rent-598897,6,6,0,F-7/4 Islamabad,March 30 2022
PKR 3.5 lac,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-f-8-4-1-kanal-upper-portion-for-rent-599312,3,3,1,F-8/4 Islamabad,March 30 2022
PKR 6.5 lac,2 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-4-2-kanal-house-for-rent-599315,5,5,3,F-7/4 Islamabad,March 30 2022
PKR 30000,7 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-korang-town-7-marla-lower-portion-for-rent-591433,2,2,0,Korang Town Islamabad,March 22 2022
PKR 50000,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-media-town-12-marla-upper-portion-for-rent-591483,3,3,1,Media Town Islamabad,March 22 2022
PKR 9 lac,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-4-666-sqyd-house-for-rent-592043,5,5,2,F-8/4 Islamabad,March 22 2022
