,page_url,property_type,price,location,city,baths,area_marla,area_sqft,bedrooms
3022,https://www.zameen.com/Property/islamabad_river_garden_flat_is_available_for_sale_in_river_garden-15899379-1457-1.html,Flat,5264000,River Garden,Islamabad,2,3.3,898.43,2
3023,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_one_bed_apartment_for_sale_in_defence_residency_al_ghurair_giga_near_giga_mall_dha2_islamabad-15900349-9914-1.html,Flat,2500000,DHA Defence,Islamabad,1,2.7,735.08,1
3024,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_tv_lounge_apartment_for_sale_in_drfence_residency_al_ghurair_giga_near_giga_mall_dha2_islamabad-15900991-9914-1.html,Flat,3700000,DHA Defence,Islamabad,2,3.6,980.1,2
3025,https://www.zameen.com/Property/islamabad_bahria_town_one_bed_apartment_for_sale-15901094-383-1.html,Flat,3700000,Bahria Town,Islamabad,1,2.5,680.63,1
3026,https://www.zameen.com/Property/islamabad_diplomatic_enclave_apartment_is_available_for_sale_in_diplomatic_enclave_islamabad-15901480-429-1.html,Flat,11000000,Diplomatic Enclave,Islamabad,1,2.4,653.4,1
3027,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_drawing_room_apartment_for_sale_in_defence_residency_al_ghurair_giga_near_giga_mall_dha2_islamabad-15901487-9914-1.html,Flat,5000000,DHA Defence,Islamabad,3,4.9,1334.03,2
3028,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_3_bed_drawing_room_apartment_for_sale_in_defence_residency_al_gharair_giga_near_giga_mall_dha_2_islamabad-15901732-9914-1.html,Flat,6800000,DHA Defence,Islamabad,4,6.7,1824.08,3
3029,https://www.zameen.com/Property/gulberg_gulberg_business_park_2_bed_apartment_for_sale_in_gulberg_islamabad_rental_value_35k_per_month-15905429-11451-1.html,Flat,6500000,Gulberg,Islamabad,2,3.6,980.1,2
3030,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_block_d_flat_for_sale_great_opportunity_to_make_an_asset_for_your_self_in_gulberg_islamabad-15905589-9132-1.html,Flat,4500000,Gulberg,Islamabad,1,2.7,735.08,1
3031,https://www.zameen.com/Property/f_10_f_10_markaz_3_bed_complete_renovated_appartment-15913817-3280-1.html,Flat,12000000,F-10,Islamabad,3,10.4,2831.41,3
3032,https://www.zameen.com/Property/islamabad_e_11_4_bed_flat_for_sale_in_e_11-15923471-329-1.html,Flat,10000000,E-11,Islamabad,4,6.2,1687.96,4
3033,https://www.zameen.com/Property/bahria_enclave_capital_mall_residency_capital_residency_3_bed_apartment_available_on_25_down_payment-15924097-11818-1.html,Flat,13500000,Bahria Town,Islamabad,0,10.2,2776.96,3
3034,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_one_bed_apartment_for_sale_in_lignum_tower_al_ghurair_giga_near_giga_mall_dha_2_islamabad-15924141-9913-1.html,Flat,4500000,DHA Defence,Islamabad,1,4.3,1170.68,1
3035,https://www.zameen.com/Property/bahria_enclave_capital_mall_residency_2_bed_apartment_available_on_25_booking_in_bahria_enclave_islamabad-15924328-11818-1.html,Flat,7700000,Bahria Town,Islamabad,2,5.7,1551.83,2
3036,https://www.zameen.com/Property/islamabad_g_15_1000_sqft_flat_for_sale_in_vaaliyan_heights_g_15-15925644-764-1.html,Flat,7500000,G-15,Islamabad,2,4.4,1197.9,3
3037,https://www.zameen.com/Property/islamabad_h_13_1_bed_studio_flat_for_sale_in_h13_four_star_arcade-15925775-1039-1.html,Flat,2300000,H-13,Islamabad,1,1.4,381.15,1
3038,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_2_bed_tv_lounge_apartment_for_sale_in_lignum_tower_al_ghurair_giga_near_giga_mall_dha_2_islamabad-15926658-9913-1.html,Flat,6600000,DHA Defence,Islamabad,2,6.3,1715.18,2
3039,https://www.zameen.com/Property/islamabad_d_17_1st_floor_flat_is_available_for_sale-15927161-737-1.html,Flat,4800000,D-17,Islamabad,0,7.1,1932.98,0
3040,https://www.zameen.com/Property/f_8_f_8_markaz_2nd_floor_flat_is_available_for_sale-15927165-3318-1.html,Flat,9000000,F-8,Islamabad,0,3.1,843.98,0
3041,https://www.zameen.com/Property/e_11_e_11_2_commercial_apartment__for_sale-15927488-3233-1.html,Flat,9500000,E-11,Islamabad,3,5.1,1388.48,3
3042,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_apartment_is_available_for_sale_in_dha_phase_2-15928161-8399-1.html,Flat,9000000,DHA Defence,Islamabad,6,5.0,1361.25,6
3043,https://www.zameen.com/Property/islamabad_bahria_town_crescent_lake_tower_book_your_apartment_on_pre_launching_price-15928505-383-1.html,Flat,7080000,Bahria Town,Islamabad,2,4.2,1143.45,2
3044,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_3_bed_apartment_for_rent_in_askari_tower_1-15888469-10663-4.html,Flat,45000,DHA Defence,Islamabad,3,11.8,3212.56,3
3045,https://www.zameen.com/Property/islamabad_bani_gala_3_bed_flat_available_for_rant_in_bani_gala_near_to_main_market_demand_35_thousand-15889304-340-4.html,Flat,35000,Bani Gala,Islamabad,0,10.0,2722.51,0
3046,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_ii_flat_for_rent_in_beautiful_location-15898614-9613-4.html,Flat,55000,G-11,Islamabad,2,7.8,2123.56,2
3047,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_2_4_bed_apartment_for_rent_in_askari_tower_2__on_4th_floor-15901622-11905-4.html,Flat,50000,DHA Defence,Islamabad,4,13.2,3593.71,4
3048,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_ii_flat_is_available_for_rent-15905021-9613-4.html,Flat,50000,G-11,Islamabad,2,6.2,1687.96,2
3049,https://www.zameen.com/Property/islamabad_zaraj_housing_scheme_2_bed_luxury_flat_for_rent-15915372-3508-4.html,Flat,28000,Zaraj Housing Scheme,Islamabad,2,6.7,1824.08,2
3050,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_3_bed_luxury_flat_available_for_rent-15915559-9914-4.html,Flat,27000,DHA Defence,Islamabad,3,6.7,1824.08,3
3051,https://www.zameen.com/Property/zaraj_housing_scheme_rania_heights_1_bed_luxury_flat_for_rent-15915862-9709-4.html,Flat,17000,Zaraj Housing Scheme,Islamabad,1,2.4,653.4,1
3052,https://www.zameen.com/Property/islamabad_e_11_flat_for_rent_in_e_11-15922609-329-4.html,Flat,45000,E-11,Islamabad,3,6.0,1633.51,3
3053,https://www.zameen.com/Property/islamabad_dha_defence_defence_residency_3_bed_apartment_in_ground_floor_for_rent-15922933-3188-4.html,Flat,30000,DHA Defence,Islamabad,4,6.7,1824.08,3
3054,https://www.zameen.com/Property/f_11_executive_heights_f_11_executive_height_flat_is_available_for_rent-15923926-10658-4.html,Flat,60000,F-11,Islamabad,2,6.2,1687.96,2
3055,https://www.zameen.com/Property/islamabad_dha_defence_flat_for_rent_in_defence__residency__islamabad_3rd_floor_3_bed_4_baths-15925348-3188-4.html,Flat,28000,DHA Defence,Islamabad,4,6.7,1824.08,3
3056,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_drawing_room_apartment_for_rent_in_defence_residency_al_ghurair_giga_near_gia_mall_dha2_islamabad-15926148-9914-4.html,Flat,20000,DHA Defence,Islamabad,3,4.9,1334.03,2
3057,https://www.zameen.com/Property/islamabad_f_11_furnished_apartment_is_available_for_rent-15926563-163-4.html,Flat,120000,F-11,Islamabad,4,12.4,3375.91,4
3058,https://www.zameen.com/Property/e_11_others_2_bed_apartment_on_easy_installment-15929547-3243-1.html,Flat,9100000,E-11,Islamabad,2,3.9,1061.78,2
3059,https://www.zameen.com/Property/islamabad_e_11_2_bed_apartments_for_sale-15929561-329-1.html,Flat,10000000,E-11,Islamabad,2,3.0,816.75,2
3060,https://www.zameen.com/Property/islamabad_bahria_town_2_bedrooms_fully_furnished_luxury_grande_apartment_bahria_town-15930118-383-1.html,Flat,13500000,Bahria Town,Islamabad,2,8.0,2178.01,2
3061,https://www.zameen.com/Property/bahria_town_bahria_enclave_graceful_apartment_is_available_for_sale_in_sheikhs_mall_3_bahria_enclave-15930149-1705-1.html,Flat,5000000,Bahria Town,Islamabad,1,1.6,435.6,1
3062,https://www.zameen.com/Property/gulberg_gulberg_business_park_2_bed_apartment_for_sale_in_gulberg_islamabad_ready_to_live_rental_value_35k_per_month-15930165-11451-1.html,Flat,6500000,Gulberg,Islamabad,2,3.6,980.1,2
3063,https://www.zameen.com/Property/g_13_1_lifestyle_residency_lifestyle_residency_g_13_1_flat_for_sale-15936988-10664-1.html,Flat,5535000,G-13,Islamabad,2,6.0,1633.51,2
3064,https://www.zameen.com/Property/islamabad_h_13_margalla_oaks_apartment_for_sale-15937161-1039-1.html,Flat,2500000,H-13,Islamabad,1,1.7,462.83,1
3065,https://www.zameen.com/Property/f_8_f_8_markaz_flat_is_available_for_sale-15939266-3318-1.html,Flat,10500000,F-8,Islamabad,0,4.0,1089.0,0
3066,https://www.zameen.com/Property/e_11_e_11_2_3_bed_flat_for_sale_in_khudadad_heights_islamabad-15939755-3233-1.html,Flat,8500000,E-11,Islamabad,3,9.7,2640.83,3
3067,https://www.zameen.com/Property/b_17_mpchs_multi_gardens_5th_floor_flat_is_available_for_sale-15942391-3115-1.html,Flat,4200000,B-17,Islamabad,0,4.0,1089.0,2
3068,https://www.zameen.com/Property/islamabad_bahria_town_crescent_lake_tower_book_your_apartment_on_5_year_installment_plan-15942507-383-1.html,Flat,7000000,Bahria Town,Islamabad,2,4.2,1143.45,2
3069,https://www.zameen.com/Property/g_15_g_15_markaz_one_bed_flat_in_main_g15_markaz-15942976-3352-1.html,Flat,2400000,G-15,Islamabad,1,1.0,272.25,1
3070,https://www.zameen.com/Property/islamabad_b_17_b17_block_b1_flat_for_sale_on_quarterly_installment__down_payment-15943912-616-1.html,Flat,4446000,B-17,Islamabad,2,3.3,898.43,2
3071,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_flat_is_available_for_sale-15945808-424-1.html,Flat,2800000,PWD Housing Scheme,Islamabad,2,2.1,571.73,2
3072,https://www.zameen.com/Property/islamabad_g_13_life_style_residency_apartment_for_sale_in_g13-15946278-330-1.html,Flat,16000000,G-13,Islamabad,3,9.1,2477.48,3
3073,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_flat_is_available_for_sale_gulberg_green_islamabad-15951493-11278-1.html,Flat,8500000,Gulberg,Islamabad,3,5.4,1470.16,3
3074,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_luxury_apartment_in_defense_residency_dha_ii_islamabad-15951496-9914-1.html,Flat,2200000,DHA Defence,Islamabad,1,2.7,735.08,1
3075,https://www.zameen.com/Property/islamabad_i_12_pha_apartment__available_for_sale-15951867-1418-1.html,Flat,3500000,I-12,Islamabad,2,3.9,1061.78,2
3076,https://www.zameen.com/Property/g_5_g_5_2_diplomatic_enclave_brand_new_fully_furnished_apartment_having_2_bed_for_sale-15952509-3358-1.html,Flat,48000000,G-5,Islamabad,3,8.7,2368.58,2
3077,https://www.zameen.com/Property/g_11_g_11_4_flat_for_sale_e_type-15954299-3333-1.html,Flat,5090000,G-11,Islamabad,0,3.0,816.75,0
3078,https://www.zameen.com/Property/islamabad_b_17_flat_on_20_down_payment_and_2_5_year_easy_installment_plan-15955205-616-1.html,Flat,3890000,B-17,Islamabad,2,2.9,789.53,2
3079,https://www.zameen.com/Property/bahria_town_bahria_enclave_best_location_apartment_for_sale_on_installments_plan-15957108-1705-1.html,Flat,6500000,Bahria Town,Islamabad,1,4.2,1143.45,1
3080,https://www.zameen.com/Property/islamabad_b_17_b17_block_b_2_beds_flat_for_sale_at_ideal_location_in_reasonable_price-15960323-616-1.html,Flat,5500000,B-17,Islamabad,2,4.1,1116.23,2
3081,https://www.zameen.com/Property/islamabad_b_17_cda_sector_b17_studio_apartment_for_sale_at_ideal_location-15960456-616-1.html,Flat,3500000,B-17,Islamabad,1,2.4,653.4,1
3082,https://www.zameen.com/Property/islamabad_g_10_g_10_2_bed_flat_available_for_bachelors-15928941-167-4.html,Flat,27000,G-10,Islamabad,2,4.4,1197.9,2
3083,https://www.zameen.com/Property/islamabad_nazim_ud_din_road_f_10_mustafa_tower_2_bedroom_2_bath_unfurnished_flat_for_rent-15938952-3474-4.html,Flat,42000,Nazim-ud-din Road,Islamabad,2,7.6,2069.11,2
3084,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_room_duplex_apartment_defence_residency_dha_2_islamabad-15939120-9914-4.html,Flat,20000,DHA Defence,Islamabad,2,5.0,1361.25,2
3085,https://www.zameen.com/Property/islamabad_swan_garden_f_11_sughra_tower_2_bedroom_2_bath_tv_lounge_kitchen_fully_furnished_flat_for_rent-15939258-1315-4.html,Flat,55000,Swan Garden,Islamabad,2,7.6,2069.11,2
3086,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_brand_new_flat_for_rent_in_national_police_foundation_o_9-15941165-331-4.html,Flat,15000,National Police Foundation O-9,Islamabad,2,4.4,1197.9,2
3087,https://www.zameen.com/Property/islamabad_f_11_f_11_one_bedroom_one_bath_tv_lounge_kitchen_unfurnished_apartment_for_rent-15941355-163-4.html,Flat,37000,F-11,Islamabad,1,5.3,1442.93,1
3088,https://www.zameen.com/Property/g_11_g_11_3_flat_is_available_for_rent-15944672-3332-4.html,Flat,22000,G-11,Islamabad,2,3.1,843.98,2
3089,https://www.zameen.com/Property/g_11_g_11_3_flat_is_available_for_rent-15944676-3332-4.html,Flat,28000,G-11,Islamabad,2,3.1,843.98,2
3090,https://www.zameen.com/Property/e_11_e_11_2_apartments_for_rent_and_rent_in_e_11_2-15944968-3233-4.html,Flat,26000,E-11,Islamabad,0,2.6,707.85,0
3091,https://www.zameen.com/Property/gulberg_greens_civic_centre_3rd_floor_furnished_apartment_available_for_rent-15947553-10385-4.html,Flat,45000,Gulberg,Islamabad,2,4.7,1279.58,2
3092,https://www.zameen.com/Property/islamabad_g_11_3_bed_2_bed_flat_for_rent_in_g_11_available_for_bachelors-15952991-168-4.html,Flat,35000,G-11,Islamabad,2,4.9,1334.03,3
3093,https://www.zameen.com/Property/islamabad_g_15_2nd_floor_flat_for_rent_in_g_15_islamabad-15955396-764-4.html,Flat,18000,G-15,Islamabad,2,3.0,816.75,2
3094,https://www.zameen.com/Property/islamabad_g_15_3rd_floor_flat_for_rent_in_g_15_islamabad-15955511-764-4.html,Flat,12000,G-15,Islamabad,2,3.0,816.75,2
3095,https://www.zameen.com/Property/g_9_g_9_3_3_beds_flat_for_rent_best_location-15956169-3386-4.html,Flat,40000,G-9,Islamabad,2,4.0,1089.0,3
3096,https://www.zameen.com/Property/islamabad_bahria_town_one_bed_full_furnished_apartment_for_rent_in_bahria_civic_center-15957594-383-4.html,Flat,38000,Bahria Town,Islamabad,1,2.7,735.08,1
3097,https://www.zameen.com/Property/islamabad_e_11_e11_near_margalla_road__brand_new_4_beds_fully_furnished_gym_mosque_parking_view_130000-15959692-329-4.html,Flat,130000,E-11,Islamabad,0,8.9,2423.03,4
3098,https://www.zameen.com/Property/islamabad_h_13_1_bed__two_bed_luxury_apartment_for_sale_landmark_iii_h_13-15962706-1039-1.html,Flat,4598000,H-13,Islamabad,1,2.7,735.08,1
3099,https://www.zameen.com/Property/f_11_f_11_markaz_1_bed_studio_apartment_in_most_promising_tower_of_islamabad_abu_dhabi_towers-15964304-3286-1.html,Flat,5300000,F-11,Islamabad,1,3.3,898.43,1
3100,https://www.zameen.com/Property/f_11_f_11_markaz_apartment_is_available_for_sale_in_f_11_markaz_islamabad-15964888-3286-1.html,Flat,11000000,F-11,Islamabad,2,5.3,1442.93,2
3101,https://www.zameen.com/Property/gulberg_gulberg_greens_1_bed_flat_for_sale_in_business_square-15967103-8312-1.html,Flat,2950000,Gulberg,Islamabad,1,1.9,517.28,1
3102,https://www.zameen.com/Property/islamabad_b_17_studio_apartment_at_main_double_road_block_a-15967304-616-1.html,Flat,1850000,B-17,Islamabad,1,1.4,381.15,1
3103,https://www.zameen.com/Property/fechs_jinnah_gardens_jinnah_twin_towers_600_sq_ft_flat_for_sale-15968380-1420-1.html,Flat,3000000,FECHS,Islamabad,2,2.7,735.08,2
3104,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_corner_apartment_park_face_for_sale-15969046-9914-1.html,Flat,6500000,DHA Defence,Islamabad,0,4.0,1089.0,0
3105,https://www.zameen.com/Property/gulberg_greens_vision_arcade_gulberg_vision_arcade_business_square_gulberg_greens_islamabad-15969081-10758-1.html,Flat,4840000,Gulberg,Islamabad,0,2.7,735.08,0
3106,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_corner_top_floor_double_storey_apartment_park_face_for_sale-15969194-9914-1.html,Flat,6500000,DHA Defence,Islamabad,2,4.0,1089.0,3
3107,https://www.zameen.com/Property/gulberg_greens_vision_arcade_gulberg_vision_arcade_business_square_gulberg_green-15969220-10758-1.html,Flat,7696000,Gulberg,Islamabad,0,4.3,1170.68,0
3108,https://www.zameen.com/Property/gulberg_gulberg_business_square_vision_arcade_business_square_gulberg_greens_islamabad-15969344-11450-1.html,Flat,7920000,Gulberg,Islamabad,0,4.4,1197.9,0
3109,https://www.zameen.com/Property/gulberg_greens_vision_arcade_gulberg_vision_arcade_business_square_gulberg_greens-15969411-10758-1.html,Flat,8400000,Gulberg,Islamabad,0,4.7,1279.58,0
3110,https://www.zameen.com/Property/islamabad_g_11_g_11_4_d__type_flat_1st_floor_available-15971082-168-1.html,Flat,8400000,G-11,Islamabad,2,4.0,1089.0,2
3111,https://www.zameen.com/Property/islamabad_g_15_2_beds_brand_new_luxury_apartment_for_sale-15971605-764-1.html,Flat,8500000,G-15,Islamabad,2,4.8,1306.8,2
3112,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_2_bed_corner_apartment_is_up_for_sale_in_lignum_tower-15979993-9913-1.html,Flat,7000000,DHA Defence,Islamabad,2,6.3,1715.18,2
3113,https://www.zameen.com/Property/gulberg_gulberg_greens_apartment_is_available_for_sale-15984741-8312-1.html,Flat,5696000,Gulberg,Islamabad,0,3.4,925.65,1
3114,https://www.zameen.com/Property/gulberg_gulberg_greens_apartment_is_available_for_sale-15984742-8312-1.html,Flat,9900000,Gulberg,Islamabad,0,5.9,1606.28,3
3115,https://www.zameen.com/Property/soan_garden_soan_garden_block_h_soan_garden_h_block_studio_apartment_is_available_for_sale-15985098-3498-1.html,Flat,1600000,Soan Garden,Islamabad,1,1.8,490.05,1
3116,https://www.zameen.com/Property/islamabad_khanna_pul_flat_is_available_for_sale-15985474-9020-1.html,Flat,1500000,Khanna Pul,Islamabad,2,3.6,980.1,2
3117,https://www.zameen.com/Property/islamabad_g_15_3_bed_brand_new_flat_is_available_for_sale_on_installments-15986531-764-1.html,Flat,7500000,G-15,Islamabad,3,4.2,1143.45,3
3118,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_two_bedroom_apartment_for_sale_in_defence_residency_islamabad-15989674-9914-1.html,Flat,3750000,DHA Defence,Islamabad,2,3.6,980.1,2
3119,https://www.zameen.com/Property/gt_road_the_aquatic_mall_flat_for_sale-15991392-12878-1.html,Flat,3400000,GT Road,Islamabad,1,1.3,353.93,1
3120,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_pair_flat_for_sale-15993281-424-1.html,Flat,3100000,PWD Housing Scheme,Islamabad,2,3.0,816.75,2
3121,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_f_flat_is_available__for_rent-15965625-8226-4.html,Flat,25000,DHA Defence,Islamabad,2,3.1,843.98,2
3122,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_2_4_bed_apartment_for_rent_in_askari_tower_2_on_4th_floor_dha_islamabad-15967144-11905-4.html,Flat,50000,DHA Defence,Islamabad,4,13.2,3593.71,4
3123,https://www.zameen.com/Property/islamabad_e_11_1_bed_fully_furnished_beautiful_apartments_for_rent_in_e11-15968178-329-4.html,Flat,36000,E-11,Islamabad,1,3.3,898.43,1
3124,https://www.zameen.com/Property/islamabad_bani_gala_apartment_rent_available_1250_square_feet-15969385-340-4.html,Flat,35000,Bani Gala,Islamabad,2,5.0,1361.25,2
3125,https://www.zameen.com/Property/islamabad_bani_gala_brand_new_apartment_for_rent-15973557-340-4.html,Flat,35000,Bani Gala,Islamabad,2,5.0,1361.25,2
3126,https://www.zameen.com/Property/islamabad_f_8_apartment_is_available_for_rent-15975274-166-4.html,Flat,60000,F-8,Islamabad,0,4.4,1197.9,2
3127,https://www.zameen.com/Property/e_11_2_services_society_amazing_2_bedroom_flat_available_for_rent_in_e11_markaz-15986654-3236-4.html,Flat,35000,E-11,Islamabad,2,4.9,1334.03,2
3128,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_3_bedroom_ground_floor_flat_available_for_rent_in_askari_tower_1_dha_2-15987288-10663-4.html,Flat,45000,DHA Defence,Islamabad,3,10.0,2722.51,3
3129,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_4_bedroom_apartment_available_for_rent_in_askari_tower_islamabad-15988396-10663-4.html,Flat,50000,DHA Defence,Islamabad,5,10.0,2722.51,4
3130,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_4_bedroom_apartment_available_for_rent_in_askari_tower_1_islamabad-15988482-10663-4.html,Flat,50000,DHA Defence,Islamabad,5,10.0,2722.51,4
3131,https://www.zameen.com/Property/islamabad_e_11_property_connect_offers_e_11_1600_square_feet_commercial_flat_available_for_rent-15988961-329-4.html,Flat,55000,E-11,Islamabad,3,7.1,1932.98,3
3132,https://www.zameen.com/Property/islamabad_bahria_town_wallayat_complex_flat_for_rent_bahria_town-15989772-383-4.html,Flat,14000,Bahria Town,Islamabad,1,3.0,816.75,1
3133,https://www.zameen.com/Property/islamabad_f_10_beautiful_3_beds_apartment_for_rent_in_silver_oaks_f_10_islamabad-15990590-162-4.html,Flat,210000,F-10,Islamabad,3,10.9,2967.54,3
3134,https://www.zameen.com/Property/g_11_g_11_3_2_bed_flat_for_rent__at_good_location-15990868-3332-4.html,Flat,22000,G-11,Islamabad,2,4.9,1334.03,2
3135,https://www.zameen.com/Property/dha_defence_phase_1_business_bay_dha_business_bay_apartment_is_available_on_rent-15991845-8422-4.html,Flat,50000,DHA Defence,Islamabad,2,6.1,1660.73,2
3136,https://www.zameen.com/Property/g_11_g_11_3_flat_for_rent-15993282-3332-4.html,Flat,24000,G-11,Islamabad,2,3.1,843.98,2
3137,https://www.zameen.com/Property/g_11_g_11_3_flat_for_rent-15993312-3332-4.html,Flat,22000,G-11,Islamabad,2,3.1,843.98,2
3138,https://www.zameen.com/Property/f_10_silver_oaks_apartments_fully_furnished_flat_for_rent-15995170-11308-4.html,Flat,85000,F-10,Islamabad,0,2.6,707.85,0
3139,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-15999882-10664-1.html,Flat,3800000,G-13,Islamabad,3,9.1,2477.48,3
3140,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-15999883-10664-1.html,Flat,3800000,G-13,Islamabad,3,9.1,2477.48,3
3141,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_is_available_for_sale-16000834-10664-1.html,Flat,1700000,G-13,Islamabad,3,6.0,1633.51,2
3142,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000835-10664-1.html,Flat,4715000,G-13,Islamabad,2,5.1,1388.48,2
3143,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000837-10664-1.html,Flat,4715000,G-13,Islamabad,2,5.1,1388.48,2
3144,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000838-10664-1.html,Flat,5535000,G-13,Islamabad,2,6.0,1633.51,2
3145,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000840-10664-1.html,Flat,7175000,G-13,Islamabad,3,7.8,2123.56,3
3146,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000841-10664-1.html,Flat,8400000,G-13,Islamabad,3,9.1,2477.48,3
3147,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000843-10664-1.html,Flat,5500000,G-13,Islamabad,2,6.0,1633.51,2
3148,https://www.zameen.com/Property/g_13_1_lifestyle_residency_flat_for_sale-16000844-10664-1.html,Flat,5500000,G-13,Islamabad,2,6.0,1633.51,2
3149,https://www.zameen.com/Property/g_13_1_lifestyle_residency_d_type_residential_flat_available_for_urgent_sale_in_g_13_1_life_style_residency-16005789-10664-1.html,Flat,4700000,G-13,Islamabad,2,4.4,1197.9,2
3150,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_b_mpchs_block_b1_2_bed_flat_for_sale_in_sector_b_17_islamabad-16015342-3117-1.html,Flat,2600000,B-17,Islamabad,2,3.3,898.43,2
3151,https://www.zameen.com/Property/islamabad_river_garden_brand_new_752_square_feet_2_bed_apartment_is_available_for_sale_in_river_icon__river_garden_islamabad-16015490-1457-1.html,Flat,5264000,River Garden,Islamabad,2,3.3,898.43,2
3152,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_1040_square_feet_2_bed_apartment_is_available_for_sale_in_jinnah_center__jinnah_garden_islamabad-16015492-1420-1.html,Flat,4500000,FECHS,Islamabad,2,4.6,1252.35,2
3153,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_b_mpchs_b_17_block_b1_well_located_1_bed_flat_for_sale-16016116-3117-1.html,Flat,1800000,B-17,Islamabad,1,1.6,435.6,1
3154,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_b_fresh_booking_islamabad_square_flat_for_sale-16019353-3117-1.html,Flat,4140000,B-17,Islamabad,1,3.1,843.98,1
3155,https://www.zameen.com/Property/islamabad_f_11_flat_for_sale__karakaram_blessing_f_11-16020052-163-1.html,Flat,26500000,F-11,Islamabad,3,11.3,3076.44,3
3156,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_1_bed_flat_available_for_booking-16023846-8399-1.html,Flat,6492000,DHA Defence,Islamabad,1,4.3,1170.68,1
3157,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_block_a_2_bed_flat_for_sale_in_heart_of_b_17_islamabad-16024114-3116-1.html,Flat,7000000,B-17,Islamabad,3,5.0,1361.25,2
3158,https://www.zameen.com/Property/islamabad_i_12_pha_d_type_880_sq_ft_apartment_for_sale-16024300-1418-1.html,Flat,3300000,I-12,Islamabad,2,4.0,1089.0,2
3159,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_2_bed_flat_available_for_sale-16024385-8399-1.html,Flat,10200000,DHA Defence,Islamabad,2,6.1,1660.73,2
3160,https://www.zameen.com/Property/f_10_silver_oaks_apartments_silver_oaks_one_bedroom_fully_furnished_apartment_is_available_for_rent-15995760-11308-4.html,Flat,100000,F-10,Islamabad,1,4.0,1089.0,1
3161,https://www.zameen.com/Property/dha_defence_phase_1_business_bay_dha_brand_new_700_square_feet_2_bed_2_bath_kitchen_lounge_beautiful_flat-15996795-8422-4.html,Flat,22000,DHA Defence,Islamabad,2,3.1,843.98,2
3162,https://www.zameen.com/Property/islamabad_g_15_2_bed_flat_for_rent-15997069-764-4.html,Flat,16000,G-15,Islamabad,2,3.1,843.98,2
3163,https://www.zameen.com/Property/islamabad_g_15_2_bed_flat_for_rent-15997140-764-4.html,Flat,16000,G-15,Islamabad,2,2.9,789.53,2
3164,https://www.zameen.com/Property/islamabad_e_11_e_11_4_apollo_tower_2_bedroom_5th_floor_apartment_for_rent-16009621-329-4.html,Flat,46000,E-11,Islamabad,2,6.6,1796.86,2
