,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
8787,https://www.zameen.com/Property/islamabad_f_7_furnished_upper_portion_for_rent-16474868-165-4.html,Upper Portion,90000,F-7,Islamabad,"F-7, Islamabad, Islamabad Capital",0,1 Kanal,20.0,5445.02,0
8788,https://www.zameen.com/Property/islamabad_bani_gala_upper_portion_is_available_for_rent_in_bani_gala-16474936-340-4.html,Upper Portion,25000,Bani Gala,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",3,8 Marla,8.0,2178.01,2
8789,https://www.zameen.com/Property/islamabad_e_11_e_11_islamabad_upper_portion_available_for_rent-16474985-329-4.html,Upper Portion,38000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,6.7 Marla,6.7,1824.08,2
8790,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_7_5_marla_upper_portion_for_rent-16476370-8245-4.html,Upper Portion,16000,Ghauri Town,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",2,5 Marla,5.0,1361.25,2
8791,https://www.zameen.com/Property/islamabad_f_11_f_11_with_separate_gate_three_bed_portion_for_rent-16477447-163-4.html,Upper Portion,85000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,1 Kanal,20.0,5445.02,3
8792,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_3_2_beds_upper_portion_for_rent-16477725-3393-4.html,Upper Portion,17000,Ghauri Town,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",2,5 Marla,5.0,1361.25,2
8793,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_upper_portion_for_rent-16479757-339-4.html,Upper Portion,45000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5,1 Kanal,20.0,5445.02,3
8794,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_upper_portion_for_rent-16482484-339-4.html,Upper Portion,40000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5,1 Kanal,20.0,5445.02,3
8795,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_upper_portion_for_rent-16482989-339-4.html,Upper Portion,45000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5,1 Kanal,20.0,5445.02,3
8796,https://www.zameen.com/Property/islamabad_g_10_g_10_two_bed_portion_for_rent-16488322-167-4.html,Upper Portion,45000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",2,5.6 Marla,5.6,1524.61,2
