,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
371,https://www.zameen.com/Property/islamabad_f_11_apartment_for_sale-8182499-163-1.html,Flat,18500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,12.4 Marla,12.4,3375.91,3
376,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_2_askari_tower_2_6th_apartment_is_available_for_sale-8209785-11905-1.html,Flat,16500000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,10 Marla,10.0,2722.51,3
379,https://www.zameen.com/Property/g_11_g_11_4_3rd_floor_apartment_for_sale-8218642-3333-1.html,Flat,6400000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",0,4 Marla,4.0,1089.0,0
380,https://www.zameen.com/Property/f_11_f_11_1_4_bedroom_apartment_for_sale-8218853-3282-1.html,Flat,23000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",0,12.4 Marla,12.4,3375.91,4
381,https://www.zameen.com/Property/islamabad_e_11_flat_is_available_for_sale-8219652-329-1.html,Flat,4900000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,3.3 Marla,3.3,898.43,2
382,https://www.zameen.com/Property/islamabad_e_11_1_bed_lounge_flat_for_sale_direct_owner-8219689-329-1.html,Flat,2800000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,1.7 Marla,1.7,462.83,1
383,https://www.zameen.com/Property/islamabad_g_13_lifestyle_residency_g_13_islamabad__e_type_flat__950_sq__ft-8219856-330-1.html,Flat,2000000,G-13,Islamabad,"G-13, Islamabad, Islamabad Capital",0,4.2 Marla,4.2,1143.45,1
387,https://www.zameen.com/Property/islamabad_diplomatic_enclave_diplomatic_enclave_3_bed_room_2nd_floor_corner_flat_for_sale-8228750-429-1.html,Flat,25000000,Diplomatic Enclave,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
388,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_beds_apartment_for_sale_in_dha_islamabad-8228758-9914-1.html,Flat,3600000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,3.6 Marla,3.6,980.1,2
389,https://www.zameen.com/Property/islamabad_diplomatic_enclave_studio_apartment_for_sale_in_diplomatic_enclave-8230957-429-1.html,Flat,10500000,Diplomatic Enclave,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",1,2.2 Marla,2.2,598.95,1
390,https://www.zameen.com/Property/islamabad_e_11_3_bed_luxury_apartment_at_khudadad_heights_iqbal_avenue_e_11-8249383-329-1.html,Flat,8000000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,8.4 Marla,8.4,2286.91,3
401,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_f_flat_at_business_avenue_dha_1-8272319-8226-1.html,Flat,12500000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,8.9 Marla,8.9,2423.03,3
410,https://www.zameen.com/Property/f_11_f_11_markaz_f_11_markaz_flat_for_sale_dubai_tower-8321583-3286-1.html,Flat,18000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,11.6 Marla,11.6,3158.11,3
411,https://www.zameen.com/Property/islamabad_h_13_mehar_apartment_for_sale-8332282-1039-1.html,Flat,9500000,H-13,Islamabad,"H-13, Islamabad, Islamabad Capital",3,7.1 Marla,7.1,1932.98,3
413,https://www.zameen.com/Property/e_11_fortune_empire_apartment_for_sale_at_fortune_empire_margalla_road_e_11_islamabad-8339681-9678-1.html,Flat,11500000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",4,6.6 Marla,6.6,1796.86,2
415,https://www.zameen.com/Property/islamabad_i_11_c_type_flat_for_sale-8340757-706-1.html,Flat,7000000,I-11,Islamabad,"I-11, Islamabad, Islamabad Capital",2,4.7 Marla,4.7,1279.58,2
416,https://www.zameen.com/Property/islamabad_islamabad_expressway_the_palm_residential_apartment_for_sale-8348090-9014-1.html,Flat,4290000,Islamabad Expressway,Islamabad,"Islamabad Expressway, Islamabad, Islamabad Capital",2,2.8 Marla,2.8,762.3,1
422,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_defence_residency_dha_islamabad__flat_for_sale-8361526-339-1.html,Flat,5600000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,7.8 Marla,7.8,2123.56,3
424,https://www.zameen.com/Property/islamabad_korang_town_apartment_korang_town_for_sale-8372079-445-1.html,Flat,2400000,Korang Town,Islamabad,"Korang Town, Islamabad, Islamabad Capital",0,4.4 Marla,4.4,1197.9,2
428,https://www.zameen.com/Property/g_10_g_10_2_pha_flat_for_sale_in_g_10_2_d_type_900_sq_feet-8401247-3325-1.html,Flat,8500000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",3,4 Marla,4.0,1089.0,2
430,https://www.zameen.com/Property/bahria_town_bahria_enclave_flat_at_royal_mall_and_residency-8406736-1705-1.html,Flat,6365000,Bahria Town,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",1,4.2 Marla,4.2,1143.45,1
432,https://www.zameen.com/Property/islamabad_i_12_pha_flat_islamabad_flat_for_sale-8423662-1418-1.html,Flat,1500000,I-12,Islamabad,"I-12, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
434,https://www.zameen.com/Property/islamabad_f_11_one_bed_flat_for_sale_in_al_safa_heights_2-8426067-163-1.html,Flat,7800000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,4 Marla,4.0,1089.0,1
436,https://www.zameen.com/Property/islamabad_the_springs_the_spring_islamabad_2_bed_apartment_at_ground_available_for_sale-8434957-8153-1.html,Flat,8300000,The Springs,Islamabad,"The Springs, Islamabad, Islamabad Capital",2,4.9 Marla,4.9,1334.03,2
440,https://www.zameen.com/Property/islamabad_g_15_corner_fully_furnished_flat_for_sale_in_khyber_3-8462231-764-1.html,Flat,4500000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",0,2 Marla,2.0,544.5,2
447,https://www.zameen.com/Property/islamabad_h_13_meher_apartments_for_sale_in_block_a_sector_h_13_islamabad-8489172-1039-1.html,Flat,8500000,H-13,Islamabad,"H-13, Islamabad, Islamabad Capital",0,6.7 Marla,6.7,1824.08,4
452,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_defense_residency_apartment_flat_for_sale-8498213-9914-1.html,Flat,4900000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,4.9 Marla,4.9,1334.03,2
460,https://www.zameen.com/Property/g_11_g_11_4_flat_for_sale_in_g_11_4_islamabad-8539042-3333-1.html,Flat,8000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,5.1 Marla,5.1,1388.48,2
463,https://www.zameen.com/Property/d_17_paradise_villa_apartments_paradise_villa_apartment_at_d17_islamabad-8571874-11039-1.html,Flat,5000000,D-17,Islamabad,"D-17, Islamabad, Islamabad Capital",3,6.9 Marla,6.9,1878.53,3
464,https://www.zameen.com/Property/islamabad_islamabad_expressway_flat_for_sale-8572041-9014-1.html,Flat,9500000,Islamabad Expressway,Islamabad,"Islamabad Expressway, Islamabad, Islamabad Capital",3,10.7 Marla,10.7,2913.09,3
471,https://www.zameen.com/Property/islamabad_h_13_a_spacious_studio_apartment_available_for_sale-8590736-1039-1.html,Flat,2500000,H-13,Islamabad,"H-13, Islamabad, Islamabad Capital",1,1.6 Marla,1.6,435.6,1
476,https://www.zameen.com/Property/i_11_i_11_1_pha_d_type_gf_flat_for_sale_at_main_double_road-8620654-9878-1.html,Flat,5200000,I-11,Islamabad,"I-11, Islamabad, Islamabad Capital",0,4.2 Marla,4.2,1143.45,2
480,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_flat_is_available_for_sale-8640098-3395-1.html,Flat,3000000,Ghauri Town,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",0,2.9 Marla,2.9,789.53,2
483,https://www.zameen.com/Property/f_8_the_centaurus_the_centaurus_fully_furnished_1_bedroom_apartment_available_for_rent-8166806-8349-4.html,Flat,125000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",1,3.9 Marla,3.9,1061.78,1
484,https://www.zameen.com/Property/f_8_the_centaurus_the_centaurus_fully_furnished_1_bedroom_corner_apartment_available_for_rent-8166844-8349-4.html,Flat,130000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",1,5.1 Marla,5.1,1388.48,1
485,https://www.zameen.com/Property/f_8_the_centaurus_the_centaurus_luxury_full_furnished_apartment_for_rent-8228115-8349-4.html,Flat,150000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",3,9.8 Marla,9.8,2668.06,2
489,https://www.zameen.com/Property/islamabad_e_11_e_11_furnished_flat_available_for_rent-8244311-329-4.html,Flat,45000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
493,https://www.zameen.com/Property/f_11_f_11_markaz_2_bed_apartment_available_for_rent__f_11_markaz-8251472-3286-4.html,Flat,60000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",2,4.9 Marla,4.9,1334.03,2
494,https://www.zameen.com/Property/g_11_g_11_3_g_11_flat_for_rent-8252552-3332-4.html,Flat,30000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,4.9 Marla,4.9,1334.03,3
504,https://www.zameen.com/Property/g_7_g_7_1_pha_apartment_for_rent_g_7_1-8289932-3369-4.html,Flat,55000,G-7,Islamabad,"G-7, Islamabad, Islamabad Capital",0,5.9 Marla,5.9,1606.28,3
506,https://www.zameen.com/Property/g_15_g_15_markaz_g_15_markaz_studio_flat_for_rent_1_room_attach_bath_and_kitchen-8292814-3352-4.html,Flat,11000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",1,0.9 Marla,0.9,245.03,1
510,https://www.zameen.com/Property/g_15_g_15_markaz_g_15_markaz_studio_flat_for_rent-8294647-3352-4.html,Flat,11000,G-15,Islamabad,"G-15, Islamabad, Islamabad Capital",1,2.6 Marla,2.6,707.85,1
515,https://www.zameen.com/Property/f_8_the_centaurus_centaurus_luxury_apartment_with2_bedrooms_proper_corner_margalla_hills_and_city_view-8304585-8349-4.html,Flat,160000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",0,10 Marla,10.0,2722.51,0
521,https://www.zameen.com/Property/f_8_the_centaurus_centaurus_4_bedroom_luxurious_apartment_for_rent_best_living_environment-8313138-8349-4.html,Flat,300000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",0,13.7 Marla,13.7,3729.84,0
527,https://www.zameen.com/Property/islamabad_g_11_g_11_real_pic_101_tower__beautiful_apartment_for_rent_2_bed_marble_flooring-8335545-168-4.html,Flat,40000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",0,5.6 Marla,5.6,1524.61,2
530,https://www.zameen.com/Property/islamabad_f_11_2100_sq_ft_apartment_is_available_for_rent_family_flat_new_park_avenue-8349561-163-4.html,Flat,80000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,9.3 Marla,9.3,2531.93,3
534,https://www.zameen.com/Property/islamabad_e_11_apartment_for_rent_in_e_11-8372689-329-4.html,Flat,30000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",0,3.3 Marla,3.3,898.43,2
537,https://www.zameen.com/Property/f_8_the_centaurus_centaurus_luxury_apartment_3_bedroom_fully_furnished_margalla_hills_facing_corner-8383745-8349-4.html,Flat,235000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",4,11.7 Marla,11.7,3185.34,3
538,https://www.zameen.com/Property/islamabad_e_11_apartment_for_rent_in_e_11-8384554-329-4.html,Flat,30000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",0,3.8 Marla,3.8,1034.55,0
539,https://www.zameen.com/Property/islamabad_e_11_apartment_for_rent_in_e_11-8384591-329-4.html,Flat,25000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",0,3.1 Marla,3.1,843.98,2
545,https://www.zameen.com/Property/islamabad_diplomatic_enclave_karakorram_enclave_2_bed_rooms_fully_furnished_brand_new_apartment_for_rent-8403637-429-4.html,Flat,200000,Diplomatic Enclave,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",3,9 Marla,9.0,2450.26,2
546,https://www.zameen.com/Property/islamabad_7th_avenue_1100_sq_ft_flat_available_for_rent-8418401-3104-4.html,Flat,180000,7th Avenue,Islamabad,"7th Avenue, Islamabad, Islamabad Capital",2,4.9 Marla,4.9,1334.03,0
547,https://www.zameen.com/Property/islamabad_pakistan_town_3rd_floor_flat_apartment_for_rent-8420035-1378-4.html,Flat,7000,Pakistan Town,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",1,0.9 Marla,0.9,245.03,1
549,https://www.zameen.com/Property/islamabad_f_11_one_bed_flat_for_rent_in_al_safa_heights_2-8426096-163-4.html,Flat,35000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,4 Marla,4.0,1089.0,1
551,https://www.zameen.com/Property/g_11_g_11_3_apartment_2_bedroom_with_attach_bath_terrace_and_tv_lounge-8462196-3332-4.html,Flat,25000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",0,4 Marla,4.0,1089.0,2
555,https://www.zameen.com/Property/g_11_g_11_3_c_type_pha_flat_for_rent-8482168-3332-4.html,Flat,30000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",2,4.9 Marla,4.9,1334.03,3
560,https://www.zameen.com/Property/islamabad_f_8_flat_for_rent-8493908-166-4.html,Flat,55000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",0,3.6 Marla,3.6,980.1,0
562,https://www.zameen.com/Property/g_11_g_11_4_studio_flat_for_rent-8499659-3333-4.html,Flat,25000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",1,4.4 Marla,4.4,1197.9,1
563,https://www.zameen.com/Property/g_11_g_11_4_studio_flat_for_rent-8499662-3333-4.html,Flat,30000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",1,4 Marla,4.0,1089.0,1
584,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_flat_available_for_rent_in_pwd-8576062-424-4.html,Flat,11000,PWD Housing Scheme,Islamabad,"PWD Housing Scheme, Islamabad, Islamabad Capital",0,2.4 Marla,2.4,653.4,1
597,https://www.zameen.com/Property/f_11_f_11_markaz_apartment_is_available_for_rent-8643302-3286-4.html,Flat,97000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,11.6 Marla,11.6,3158.11,2
603,https://www.zameen.com/Property/islamabad_highway_capital_icon_2_beds_apartment_available_for_sale_on_3_5_year_installments-8670108-11648-1.html,Flat,10100000,Islamabad Highway,Islamabad,"Islamabad Highway, Islamabad, Islamabad Capital",2,5.3 Marla,5.3,1442.93,2
605,https://www.zameen.com/Property/f_11_f_11_markaz_tariq_heights_apartment_for_sale_in_f_11_islamabad-8674115-3286-1.html,Flat,16000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,10.7 Marla,10.7,2913.09,3
607,https://www.zameen.com/Property/f_11_f_11_1_al_safa_heights_2_flat_is_available_for_sale-8679439-3282-1.html,Flat,14000000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",0,9.4 Marla,9.4,2559.16,2
609,https://www.zameen.com/Property/islamabad_pakistan_town_studio_flat_for_sale-8684938-1378-1.html,Flat,1700000,Pakistan Town,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",0,1 Marla,1.0,272.25,0
613,https://www.zameen.com/Property/g_11_g_11_3_ground_floor_flat_for_sale_with_extra_land_on_front_and_back-8693713-3332-1.html,Flat,11000000,G-11,Islamabad,"G-11, Islamabad, Islamabad Capital",3,4.9 Marla,4.9,1334.03,3
626,https://www.zameen.com/Property/islamabad_capital_enclave_capital_icon_flat_for_sale-8735591-8881-1.html,Flat,3360000,Capital Enclave,Islamabad,"Capital Enclave, Islamabad, Islamabad Capital",2,2.1 Marla,2.1,571.73,1
629,https://www.zameen.com/Property/islamabad_e_11_2_bedrooms_apartment_for_sale-8757972-329-1.html,Flat,5100000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",0,4 Marla,4.0,1089.0,0
630,https://www.zameen.com/Property/islamabad_diplomatic_enclave_2_beds_apartment_for_sale_in_diplomatic_enclave-8761543-429-1.html,Flat,25500000,Diplomatic Enclave,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",2,8 Marla,8.0,2178.01,2
631,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_3_flat_for_sale_in_ghauri_phase_3-8763386-3393-1.html,Flat,2850000,Ghauri Town,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",0,1.6 Marla,1.6,435.6,2
632,https://www.zameen.com/Property/islamabad_islamabad_expressway_flat_is_available_for_sale-8769208-9014-1.html,Flat,22000000,Islamabad Expressway,Islamabad,"Islamabad Expressway, Islamabad, Islamabad Capital",0,12 Marla,12.0,3267.01,4
637,https://www.zameen.com/Property/islamabad_i_8_3_bed_ground_floor_b_type_flat-8804215-174-1.html,Flat,12000000,I-8,Islamabad,"I-8, Islamabad, Islamabad Capital",3,5.7 Marla,5.7,1551.83,3
639,https://www.zameen.com/Property/islamabad_f_11_flat_for_sale-8805483-163-1.html,Flat,13500000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",0,9.6 Marla,9.6,2613.61,2
641,https://www.zameen.com/Property/f_8_the_centaurus_apartment_for_sale-8814575-8349-1.html,Flat,42500000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",4,10 Marla,10.0,2722.51,2
646,https://www.zameen.com/Property/islamabad_pakistan_town_studio_apartment_for_sale_in_pakistan_town-8821356-1378-1.html,Flat,1700000,Pakistan Town,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",0,1.3 Marla,1.3,353.93,1
648,https://www.zameen.com/Property/islamabad_taramrri_al_basit_heights_flat_for_sale-8847579-3500-1.html,Flat,2632000,Taramrri,Islamabad,"Taramrri, Islamabad, Islamabad Capital",2,2.6 Marla,2.6,707.85,2
653,https://www.zameen.com/Property/islamabad_murree_expressway_country_club_apartments_3_bed_luxury_apartment_for_sale-8876356-9681-1.html,Flat,9900000,Islamabad - Murree Expressway,Islamabad,"Islamabad - Murree Expressway, Islamabad, Islamabad Capital",2,10.8 Marla,10.8,2940.31,3
659,https://www.zameen.com/Property/islamabad_e_11_apartment_at_khudadad_heights-8911850-329-1.html,Flat,6900000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",2,8 Marla,8.0,2178.01,2
661,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_askari_tower_1_flat_for_sale-8918551-10663-1.html,Flat,19000000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",5,13 Marla,13.0,3539.26,4
663,https://www.zameen.com/Property/e_11_3_mpchs_islamabad_garden_mpchs__1_bed_apartment_for_sale-8928080-3239-1.html,Flat,4000000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",1,2.7 Marla,2.7,735.08,1
666,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_defence_tower_flat_for_sale-8937309-339-1.html,Flat,4500000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",2,3.9 Marla,3.9,1061.78,3
678,https://www.zameen.com/Property/islamabad_bani_gala_massive_brand_new_luxurious_apartment_in_banigala-9014594-340-1.html,Flat,7000000,Bani Gala,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",0,7.1 Marla,7.1,1932.98,2
689,https://www.zameen.com/Property/i_11_i_11_1_flat_is_available_for_sale-9050495-9878-1.html,Flat,3700000,I-11,Islamabad,"I-11, Islamabad, Islamabad Capital",2,3.3 Marla,3.3,898.43,2
691,https://www.zameen.com/Property/f_10_f_10_markaz_beautiful_flat_for_sale_in_park_tower_reasonable_price-9059904-3280-1.html,Flat,15500000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",0,8.9 Marla,8.9,2423.03,3
696,https://www.zameen.com/Property/f_8_the_centaurus_the_centaurus__flat_for_sale-9064509-8349-1.html,Flat,52500000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",0,11.7 Marla,11.7,3185.34,0
698,https://www.zameen.com/Property/islamabad_gulberg_gulberg_dream_heights_c_type_apartment_for_sale-9069642-1682-1.html,Flat,3050000,Gulberg,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3,4.9 Marla,4.9,1334.03,3
703,https://www.zameen.com/Property/islamabad_river_garden_flat_is_available_for_sale-9071124-1457-1.html,Flat,3050000,River Garden,Islamabad,"River Garden, Islamabad, Islamabad Capital",0,2.7 Marla,2.7,735.08,2
705,https://www.zameen.com/Property/islamabad_e_11_flat_for_sale_in_e_11-9092276-329-1.html,Flat,6000000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,4.6 Marla,4.6,1252.35,3
712,https://www.zameen.com/Property/islamabad_diplomatic_enclave_fully_furnished_studio_apartment_available_for_rent-8673230-429-4.html,Flat,60000,Diplomatic Enclave,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",1,4 Marla,4.0,1089.0,1
713,https://www.zameen.com/Property/f_11_f_11_markaz_tariq_heights_apartment_for_rent_f_11_islamabad-8674602-3286-4.html,Flat,65000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",3,10.7 Marla,10.7,2913.09,3
719,https://www.zameen.com/Property/f_8_the_centaurus_luxury_apartment_for_rent-8696473-8349-4.html,Flat,290000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",5,11.7 Marla,11.7,3185.34,3
720,https://www.zameen.com/Property/islamabad_f_11_studio_apartment_for_rent_al_safa_2-8697136-163-4.html,Flat,35000,F-11,Islamabad,"F-11, Islamabad, Islamabad Capital",1,5.6 Marla,5.6,1524.61,1
731,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_2_army_officer_colony_3_bed_apartment_dha_islamabad_askari_tower_2-8740119-11905-4.html,Flat,33000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,11 Marla,11.0,2994.76,3
