,Price,House_location,baths,beds,total_sqft,kitchens,tv_lounge,store
4833,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4834,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4836,25000000,Bahria Town Rawalpindi,6,5,3539,2,2,1
4838,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4839,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4840,19500000,Bahria Town Rawalpindi,5,5,2450,2,2,1
4841,23500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4843,6200000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4846,6500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4847,21000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4849,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4850,21000000,Bahria Town Rawalpindi,7,7,2722,2,2,1
4854,14000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4856,10800000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4859,5900000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4870,45000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4872,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4875,20500000,Bahria Town Rawalpindi,7,6,2722,2,2,1
4876,10600000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4877,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4880,22500000,Bahria Town Rawalpindi,6,5,2994,2,2,1
4881,15500000,Bahria Town Rawalpindi,6,5,2178,2,2,1
4882,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4883,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4885,10500000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4886,22000000,Bahria Town Rawalpindi,3,3,3811,2,2,1
4889,42500000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4891,11000000,Bahria Town Rawalpindi,5,4,1361,2,2,1
4892,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4893,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4894,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4895,29000000,Bahria Town Rawalpindi,6,5,3811,2,2,1
4897,47000000,Bahria Town Rawalpindi,7,6,5989,2,2,1
4898,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4899,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4902,14500000,Bahria Town Rawalpindi,6,6,1905,2,2,1
4903,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4904,20000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4906,21500000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4907,18500000,Bahria Town Rawalpindi,6,5,2450,2,2,1
4909,11000000,Bahria Town Rawalpindi,3,2,1905,2,2,1
4911,10500000,Bahria Town Rawalpindi,3,4,1361,2,2,1
4912,20000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4914,11500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4916,41000000,Bahria Town Rawalpindi,8,7,5445,2,2,1
4918,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4921,15000000,Bahria Town Rawalpindi,4,3,1905,2,2,1
4923,40000000,Bahria Town Rawalpindi,5,5,4900,2,2,1
4925,20000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4930,15500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4932,22500000,Bahria Town Rawalpindi,5,5,2994,2,2,1
4934,26000000,Bahria Town Rawalpindi,5,5,3267,2,2,1
4935,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4936,42500000,Bahria Town Rawalpindi,5,5,5445,2,2,1
4937,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4947,19500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4949,6500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4953,9000000,Bahria Town Rawalpindi,4,3,1905,2,2,1
4954,43500000,Bahria Town Rawalpindi,6,5,5445,2,2,1
4955,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
4956,23000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4957,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4958,14500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4959,21500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4962,19500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
4963,9500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4966,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4967,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4968,15500000,Bahria Town Rawalpindi,6,5,2178,2,2,1
4970,19500000,Bahria Town Rawalpindi,5,4,2722,2,2,1
4974,22500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
4975,22000000,Bahria Town Rawalpindi,3,3,3811,2,2,1
4976,14200000,Bahria Town Rawalpindi,4,4,1905,2,2,1
4977,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
4978,8500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4979,46500000,Bahria Town Rawalpindi,5,5,5445,2,2,1
4980,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4981,11000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4983,15000000,Bahria Town Rawalpindi,5,5,1905,2,2,1
4985,11500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4986,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4987,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
4989,10500000,Bahria Town Rawalpindi,4,4,1361,2,2,1
4991,13500000,Bahria Town Rawalpindi,4,5,1905,2,2,1
4992,6500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4994,23000000,Bahria Town Rawalpindi,5,6,2722,2,2,1
4995,10500000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4996,6000000,Bahria Town Rawalpindi,2,2,1361,2,2,1
4997,10000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
4998,42500000,Bahria Town Rawalpindi,6,6,5445,2,2,1
5001,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5002,13500000,Bahria Town Rawalpindi,4,4,1905,2,2,1
5004,13500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
5005,10800000,Bahria Town Rawalpindi,3,3,1361,2,2,1
5008,10500000,Bahria Town Rawalpindi,4,4,1361,2,2,1
5011,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
5012,20000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
5014,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5015,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5016,24000000,Bahria Town Rawalpindi,6,5,3267,2,2,1
5018,44000000,Bahria Town Rawalpindi,7,6,5445,2,2,1
5019,9000000,Bahria Town Rawalpindi,4,3,1361,2,2,1
5020,40000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
5021,25500000,Bahria Town Rawalpindi,5,5,3539,2,2,1
5022,20000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
5023,11000000,Bahria Town Rawalpindi,3,3,1361,2,2,1
5024,10900000,Bahria Town Rawalpindi,4,3,1361,2,2,1
5025,47500000,Bahria Town Rawalpindi,8,7,5445,2,2,1
5026,46500000,Bahria Town Rawalpindi,7,6,5445,2,2,1
5029,8600000,Bahria Town Rawalpindi,4,3,1361,2,2,1
5030,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5031,40000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
5032,22500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5033,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5034,9500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
5035,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5036,21000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5037,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5038,23500000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5039,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5040,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
5042,23000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5043,14600000,Bahria Town Rawalpindi,6,5,1905,2,2,1
5044,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
5045,6500000,Bahria Town Rawalpindi,2,2,1361,2,2,1
5046,14500000,Bahria Town Rawalpindi,6,5,1905,2,2,1
5047,22000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
5049,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5051,6000000,Bahria Town Rawalpindi,2,2,1361,2,2,1
5053,21000000,Bahria Town Rawalpindi,5,4,2722,2,2,1
5054,21500000,Bahria Town Rawalpindi,5,5,2722,2,2,1
5056,15000000,Bahria Town Rawalpindi,6,5,1905,2,2,1
5057,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
5058,14000000,Bahria Town Rawalpindi,3,3,1905,2,2,1
5059,46000000,Bahria Town Rawalpindi,6,5,5445,2,2,1
5060,22000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5061,15500000,Bahria Town Rawalpindi,5,5,1905,2,2,1
5062,20000000,Bahria Town Rawalpindi,6,5,2722,2,2,1
5063,22000000,Bahria Town Rawalpindi,5,5,2722,2,2,1
5064,10500000,Bahria Town Rawalpindi,3,3,1361,2,2,1
5065,24500000,Bahria Town Rawalpindi,7,6,3267,2,2,1
5069,22000000,Bahria Town Rawalpindi,4,5,2722,2,2,1
5071,3500000,other,4,6,952,1,1,0
5072,4500000,other,2,2,1089,1,2,0
5074,4800000,other,2,3,816,1,1,0
5075,14000000,other,5,4,2450,2,2,1
5076,8000000,other,2,8,1361,2,2,1
5077,13000000,other,5,4,2450,2,2,1
5080,8500000,Bani Gala,5,5,1361,2,2,1
5081,48000000,Bani Gala,8,8,8167,2,2,1
5082,22500000,Bani Gala,4,3,5172,2,2,1
5083,12500000,Bani Gala,4,4,2722,2,2,1
5087,8500000,Bani Gala,4,4,1633,2,2,1
5088,6100000,Bani Gala,3,3,1143,1,2,0
5089,6500000,Bani Gala,3,4,1225,1,2,0
5093,14500000,Bani Gala,6,6,2722,2,2,1
5094,25000000,Bani Gala,6,6,4356,2,2,1
5095,7500000,Bani Gala,2,2,2722,2,2,1
5096,12000000,Bani Gala,4,4,2178,2,2,1
5098,30000000,Bani Gala,5,5,5445,2,2,1
5099,32500000,Bani Gala,5,5,5445,2,2,1
5101,11000000,Bani Gala,2,2,2722,2,2,1
5102,5500000,Bani Gala,3,2,1633,2,2,1
5104,19000000,Bani Gala,6,6,3267,2,2,1
5105,9000000,Bani Gala,6,5,1633,2,2,1
5106,34000000,Bani Gala,6,5,5445,2,2,1
5107,42500000,Bani Gala,6,6,7623,2,2,1
5112,29000000,Bani Gala,5,5,5445,2,2,1
5115,7500000,Bani Gala,5,5,1361,2,2,1
5117,13000000,Bani Gala,2,2,2722,2,2,1
5118,12500000,Bani Gala,2,2,2722,2,2,1
5120,35000000,Bani Gala,8,7,5989,2,2,1
5122,34000000,Bani Gala,6,6,5445,2,2,1
5123,8500000,Bani Gala,4,4,1361,2,2,1
5128,6500000,Bani Gala,4,3,1361,2,2,1
5129,8500000,Bani Gala,4,4,1361,2,2,1
5131,17500000,Bani Gala,4,4,2831,2,2,1
5132,15000000,Bani Gala,5,4,2722,2,2,1
5134,27000000,Bani Gala,8,8,5445,2,2,1
5135,8500000,Bani Gala,4,4,1361,2,2,1
5136,6000000,Bani Gala,2,2,1633,2,2,1
5140,30000000,Bani Gala,6,6,5445,2,2,1
5141,13000000,Bani Gala,5,4,2722,2,2,1
5142,8500000,Bani Gala,4,4,1361,2,2,1
5143,7200000,Bani Gala,4,4,1361,2,2,1
5145,6500000,Bani Gala,3,3,1361,2,2,1
5146,9500000,Bani Gala,3,3,1905,2,2,1
5147,5500000,Bani Gala,3,2,1361,2,2,1
5150,4500000,Bani Gala,2,2,1225,1,2,0
5151,6500000,Bani Gala,3,3,1361,2,2,1
5154,21000000,Bani Gala,6,6,4083,2,2,1
5156,18000000,Bani Gala,6,5,3267,2,2,1
5157,8500000,Bani Gala,4,4,1361,2,2,1
5163,5800000,Bani Gala,2,2,1633,2,2,1
5165,6500000,Bani Gala,3,3,1361,2,2,1
5167,5000000,Bani Gala,3,2,1361,2,2,1
5169,45000000,Bani Gala,4,4,8167,2,2,1
5170,8500000,Bani Gala,4,4,1361,2,2,1
5171,135000000,Bani Gala,3,3,21780,2,2,1
5172,8500000,Bani Gala,3,3,2178,2,2,1
5173,4200000,Bani Gala,3,3,952,1,1,0
5175,6500000,Bani Gala,3,2,1361,2,2,1
5176,15500000,Bani Gala,6,7,2722,2,2,1
5177,12000000,Bani Gala,3,2,2722,2,2,1
5179,9500000,Bani Gala,4,3,2178,2,2,1
5182,32000000,Bani Gala,6,5,5445,2,2,1
5183,5000000,Bani Gala,3,2,1361,2,2,1
5185,9000000,Bani Gala,3,2,2178,2,2,1
5187,47500000,Bani Gala,7,6,8167,2,2,1
5188,4200000,Bani Gala,3,3,816,1,1,0
5191,7500000,Bani Gala,3,2,1633,2,2,1
5192,5000000,Bani Gala,2,2,816,1,1,0
5194,8000000,Bani Gala,4,4,1361,2,2,1
5195,6000000,Bani Gala,3,2,1361,2,2,1
5196,13000000,Bani Gala,3,4,2722,2,2,1
5197,5500000,Bani Gala,3,2,1361,2,2,1
5198,30000000,Bani Gala,5,5,5445,2,2,1
5200,8600000,Bani Gala,4,3,2178,2,2,1
5201,17000000,Bani Gala,5,4,2722,2,2,1
5202,32500000,Bani Gala,6,6,5445,2,2,1
5203,6700000,Bani Gala,3,2,1361,2,2,1
5204,4800000,Bani Gala,2,2,1361,2,2,1
5205,4900000,Bani Gala,2,2,1361,2,2,1
5206,8000000,Bani Gala,4,4,1361,2,2,1
5207,8100000,Bani Gala,4,4,1361,2,2,1
5208,8200000,Bani Gala,4,4,1361,2,2,1
5209,8300000,Bani Gala,4,4,1361,2,2,1
5210,8400000,Bani Gala,4,4,1361,2,2,1
5211,8500000,Bani Gala,4,4,1361,2,2,1
5212,7800000,Bani Gala,4,4,1361,2,2,1
5213,7900000,Bani Gala,4,4,1361,2,2,1
5217,16500000,Bani Gala,5,5,2722,2,2,1
5219,6000000,Bani Gala,2,2,2178,2,2,1
5220,7800000,Bani Gala,4,4,1361,2,2,1
5221,7500000,Bani Gala,4,4,1361,2,2,1
5222,7500000,Bani Gala,4,4,1361,2,2,1
5223,34500000,Bani Gala,5,5,5445,2,2,1
5224,17000000,Bani Gala,3,3,4083,2,2,1
5225,16000000,Bani Gala,3,3,4083,2,2,1
5226,21000000,Bani Gala,5,5,4083,2,2,1
5227,22000000,Bani Gala,5,5,4083,2,2,1
5228,11000000,Bani Gala,2,2,2722,2,2,1
5229,10000000,Bani Gala,2,2,2722,2,2,1
5232,9500000,Bani Gala,4,3,1905,2,2,1
5234,17000000,Bani Gala,6,5,2722,2,2,1
5238,7900000,Bani Gala,4,4,1361,2,2,1
5239,7900000,Bani Gala,4,4,1361,2,2,1
5240,7800000,Bani Gala,4,4,1361,2,2,1
5241,8400000,Bani Gala,4,4,1361,2,2,1
5242,8300000,Bani Gala,4,4,1361,2,2,1
5243,8200000,Bani Gala,4,4,1361,2,2,1
5244,8100000,Bani Gala,4,4,1361,2,2,1
5245,8000000,Bani Gala,4,4,1361,2,2,1
5246,4900000,Bani Gala,2,2,1361,2,2,1
5247,4800000,Bani Gala,2,2,1361,2,2,1
5248,4700000,Bani Gala,2,2,1361,2,2,1
5249,4600000,Bani Gala,2,2,1361,2,2,1
5250,4500000,Bani Gala,2,2,1361,2,2,1
5260,6000000,Bani Gala,2,2,2178,2,2,1
5261,7800000,Bani Gala,4,4,1361,2,2,1
5262,7500000,Bani Gala,4,4,1361,2,2,1
5263,7500000,Bani Gala,4,4,1361,2,2,1
5264,34500000,Bani Gala,5,5,5445,2,2,1
5266,6500000,Bani Gala,2,2,2722,2,2,1
5267,23000000,Bani Gala,7,6,4083,2,2,1
5268,4500000,Bani Gala,2,2,1361,2,2,1
5269,8500000,Bani Gala,3,2,2178,2,2,1
5270,45000000,Bani Gala,6,7,8167,2,2,1
5283,43000000,Bani Gala,7,6,8167,2,2,1
5284,5700000,Bani Gala,3,2,1361,2,2,1
5289,6200000,Bani Gala,3,2,1905,2,2,1
5291,25000000,Bani Gala,7,7,4083,2,2,1
5293,12000000,Bhara kahu,4,4,2178,2,2,1
5294,3000000,Bhara kahu,2,2,1089,1,2,0
5295,1800000,Bhara kahu,2,2,680,1,1,0
5296,37500000,Bhara kahu,5,4,10890,2,2,1
5298,6500000,Bhara kahu,2,3,1361,2,2,1
5299,7600000,Bhara kahu,4,3,1905,2,2,1
5300,4500000,Bhara kahu,3,2,1633,2,2,1
5302,14000000,Bhara kahu,6,6,2722,2,2,1
5303,5800000,Bhara kahu,3,2,1905,2,2,1
5306,7000000,Bhara kahu,6,5,1361,2,2,1
5311,45000000,Bhara kahu,5,4,10890,2,2,1
5313,7000000,Bhara kahu,5,4,1361,2,2,1
5314,7000000,Bhara kahu,4,6,1361,2,2,1
5316,12000000,Bhara kahu,5,5,2178,2,2,1
5318,3200000,Bhara kahu,2,3,816,1,1,0
5319,7800000,Bhara kahu,4,4,1905,2,2,1
5320,7000000,Bhara kahu,5,5,1633,2,2,1
5321,3800000,Bhara kahu,2,3,1089,1,2,0
5322,12500000,Bhara kahu,3,5,2450,2,2,1
5323,4500000,Bhara kahu,3,2,1361,2,2,1
5327,29000000,Bhara kahu,4,4,6534,2,2,1
5328,7000000,Bhara kahu,4,4,1633,2,2,1
5331,14500000,Bhara kahu,6,6,2722,2,2,1
5333,6200000,Bhara kahu,4,4,1633,2,2,1
5340,4000000,Bhara kahu,4,4,816,1,1,0
5342,9000000,Bhara kahu,3,2,2178,2,2,1
5343,5000000,Bhara kahu,3,2,1089,1,2,0
5345,8000000,Bhara kahu,5,6,1633,2,2,1
5348,4500000,Bhara kahu,3,2,1633,2,2,1
5349,4200000,Bhara kahu,2,3,816,1,1,0
5350,13000000,Bhara kahu,6,7,2722,2,2,1
5351,12400000,Bhara kahu,4,4,2722,2,2,1
5355,2100000,Bhara kahu,2,2,816,1,1,0
5356,6000000,Bhara kahu,5,6,1089,1,2,0
5358,6600000,Bhara kahu,6,6,1361,2,2,1
5360,6000000,Bhara kahu,3,2,1633,2,2,1
5368,8000000,Bhara kahu,5,5,1633,2,2,1
5369,6000000,Bhara kahu,5,5,1089,1,2,0
5370,15000000,Bhara kahu,6,5,2722,2,2,1
5371,37500000,Bhara kahu,6,8,10890,2,2,1
5373,4500000,Bhara kahu,3,2,1361,2,2,1
5374,4500000,Bhara kahu,3,2,1361,2,2,1
5375,4500000,Bhara kahu,2,2,952,1,1,0
5376,11200000,Bhara kahu,3,3,2722,2,2,1
5377,6500000,Bhara kahu,3,2,1361,2,2,1
5378,4700000,Bhara kahu,3,3,1361,2,2,1
5379,11000000,Bhara kahu,5,4,2178,2,2,1
5380,11000000,Bhara kahu,8,8,2722,2,2,1
5381,8000000,Bhara kahu,3,3,2178,2,2,1
5382,8600000,Bhara kahu,3,3,2178,2,2,1
5383,15000000,Bhara kahu,7,7,2994,2,2,1
5385,4500000,Bhara kahu,4,4,816,1,1,0
5386,3300000,Bhara kahu,2,2,1089,1,2,0
5388,4200000,Bhara kahu,4,4,816,1,1,0
5389,7000000,Bhara kahu,4,6,1361,2,2,1
5392,7000000,Bhara kahu,3,3,1361,2,2,1
5393,4000000,Bhara kahu,3,4,952,1,1,0
5394,11500000,Bhara kahu,5,5,2178,2,2,1
5397,4500000,Bhara kahu,3,3,1089,1,2,0
5398,4500000,Bhara kahu,3,3,1225,1,2,0
5400,3900000,Bhara kahu,4,4,816,1,1,0
5402,27000000,Bhara kahu,4,4,5445,2,2,1
5404,8500000,Bhara kahu,3,4,2178,2,2,1
5405,11000000,Bhara kahu,3,4,2722,2,2,1
5406,6500000,Bhara kahu,5,6,1361,2,2,1
5407,15000000,Bhara kahu,4,4,3076,2,2,1
5410,9500000,Bhara kahu,4,4,1905,2,2,1
5411,4100000,Bhara kahu,2,2,1225,1,2,0
5412,12500000,Bhara kahu,6,6,2178,2,2,1
5416,8000000,Bhara kahu,4,3,1905,2,2,1
5417,15000000,Bhara kahu,3,4,2722,2,2,1
5418,5500000,Bhara kahu,7,6,1197,1,2,0
5419,15000000,Bhara kahu,4,3,4356,2,2,1
5420,4500000,Bhara kahu,2,2,1361,2,2,1
5421,3500000,Bhara kahu,2,2,1089,1,2,0
5424,5500000,Bhara kahu,2,2,1633,2,2,1
5425,5000000,Bhara kahu,2,2,1633,2,2,1
5426,4500000,Bhara kahu,2,2,1633,2,2,1
5427,5500000,Bhara kahu,4,4,1361,2,2,1
5428,6000000,Bhara kahu,4,4,1361,2,2,1
5429,5000000,Bhara kahu,4,4,1361,2,2,1
5430,5500000,Bhara kahu,2,2,1089,1,2,0
5431,5000000,Bhara kahu,2,2,1633,2,2,1
5432,4000000,Bhara kahu,2,2,1089,1,2,0
5433,3800000,Bhara kahu,2,2,1089,1,2,0
5434,3600000,Bhara kahu,2,2,1089,1,2,0
5435,4200000,Bhara kahu,2,2,1089,1,2,0
5436,4000000,Bhara kahu,2,2,1089,1,2,0
5437,4500000,Bhara kahu,2,2,1089,1,2,0
5438,4500000,Bhara kahu,2,2,1633,2,2,1
5439,8200000,Bhara kahu,4,4,1905,2,2,1
5440,5500000,Bhara kahu,3,4,1361,2,2,1
5441,7000000,Bhara kahu,4,4,1905,2,2,1
5442,5000000,Bhara kahu,3,2,1633,2,2,1
5444,9000000,Bhara kahu,8,8,1633,2,2,1
5446,5500000,Bhara kahu,2,2,1497,2,2,1
5448,3900000,Bhara kahu,3,4,816,1,1,0
5449,4000000,Bhara kahu,2,2,1361,2,2,1
5450,4100000,Bhara kahu,3,2,1633,2,2,1
5451,2600000,Bhara kahu,2,2,544,1,1,0
5452,3300000,Bhara kahu,2,2,1089,1,2,0
5453,3700000,Bhara kahu,3,4,816,1,1,0
5454,3500000,Bhara kahu,3,4,816,1,1,0
5455,4800000,Bhara kahu,2,3,1225,1,2,0
5456,4500000,Bhara kahu,3,2,1497,2,2,1
5457,6500000,Bhara kahu,3,3,1633,2,2,1
5458,27000000,Bhara kahu,5,5,5445,2,2,1
5463,5800000,Bhara kahu,5,5,1225,1,2,0
5466,6500000,Bhara kahu,4,4,1361,2,2,1
5467,5500000,Bhara kahu,2,2,1497,2,2,1
5468,3500000,Bhara kahu,2,2,816,1,1,0
5469,9000000,Bhara kahu,4,4,1633,2,2,1
5470,9500000,Bhara kahu,5,4,2722,2,2,1
5471,2400000,Bhara kahu,2,2,680,1,1,0
5472,13500000,Bhara kahu,7,6,2722,2,2,1
5473,6500000,Bhara kahu,3,3,1633,2,2,1
5474,27000000,Bhara kahu,5,5,5445,2,2,1
5478,5800000,Bhara kahu,5,5,1225,1,2,0
5483,6700000,Bhara kahu,3,2,1633,2,2,1
5485,11500000,Bhara kahu,5,4,2178,2,2,1
5486,13500000,Bhara kahu,5,4,2722,2,2,1
5487,18500000,other,4,4,1905,2,2,1
5489,14000000,other,4,4,1089,1,2,0
5499,5200000,other,5,6,1361,2,2,1
5500,5500000,other,5,6,1361,2,2,1
5502,3200000,other,2,4,952,1,1,0
5503,8500000,other,4,4,1361,2,2,1
5507,18000000,other,6,6,2722,2,2,1
5508,15000000,other,6,5,1905,2,2,1
5509,14500000,other,5,5,1905,2,2,1
5510,9900000,other,4,6,1361,2,2,1
5512,4500000,Burma Town,3,2,1089,1,2,0
5514,5000000,Burma Town,3,2,1633,2,2,1
5516,4200000,Burma Town,2,2,952,1,1,0
5517,4500000,Burma Town,3,2,1089,1,2,0
5518,4900000,Burma Town,4,3,1089,1,2,0
5519,4800000,Burma Town,3,2,1361,2,2,1
5520,3400000,Burma Town,2,2,816,1,1,0
5521,5500000,Burma Town,3,2,1361,2,2,1
5522,2800000,Burma Town,2,2,680,1,1,0
5523,5500000,Burma Town,3,3,1361,2,2,1
5524,3100000,Burma Town,2,2,816,1,1,0
5525,3000000,Burma Town,2,4,680,1,1,0
5530,9500000,Burma Town,6,8,2178,2,2,1
5533,3700000,Burma Town,2,2,816,1,1,0
5537,3600000,Burma Town,2,2,816,1,1,0
5538,2800000,Burma Town,2,3,680,1,1,0
5539,3300000,Burma Town,2,2,816,1,1,0
5540,1900000,Burma Town,2,2,816,1,1,0
5541,4500000,Burma Town,2,2,1197,1,2,0
5544,8000000,Burma Town,3,2,1633,2,2,1
5546,4500000,Burma Town,3,3,952,1,1,0
5547,4600000,Burma Town,3,2,1334,1,2,0
5548,6000000,Burma Town,2,2,1361,2,2,1
5549,3800000,Burma Town,3,3,816,1,1,0
5551,8000000,other,3,3,2722,2,2,1
5552,9500000,other,4,3,2722,2,2,1
5555,8000000,other,4,4,1524,2,2,1
5556,8000000,other,4,4,1524,2,2,1
5557,17000000,CBR Town,4,4,2994,2,2,1
5560,13700000,CBR Town,2,2,1905,2,2,1
5562,14000000,CBR Town,4,4,1905,2,2,1
5566,14000000,CBR Town,6,6,1905,2,2,1
5567,14000000,CBR Town,6,6,1905,2,2,1
5568,24000000,CBR Town,6,6,3267,2,2,1
5569,14500000,CBR Town,7,6,1905,2,2,1
5570,26000000,CBR Town,6,6,3267,2,2,1
5571,24000000,CBR Town,7,7,3267,2,2,1
5573,14500000,CBR Town,7,6,1905,2,2,1
5574,8500000,CBR Town,3,3,1361,2,2,1
5576,14000000,CBR Town,6,5,1905,2,2,1
5577,14500000,CBR Town,6,5,1905,2,2,1
5581,9500000,CBR Town,3,4,1905,2,2,1
5582,12200000,CBR Town,2,2,2531,2,2,1
5583,14000000,CBR Town,6,5,1905,2,2,1
5584,15000000,CBR Town,6,5,1905,2,2,1
5585,19000000,CBR Town,4,4,3865,2,2,1
5587,14500000,CBR Town,7,6,1905,2,2,1
5588,14900000,CBR Town,4,5,2178,2,2,1
5590,24000000,CBR Town,6,6,3267,2,2,1
5591,25000000,CBR Town,6,6,3267,2,2,1
5594,16500000,CBR Town,7,6,2286,2,2,1
5596,13500000,CBR Town,5,5,1905,2,2,1
5600,26000000,CBR Town,8,7,3267,2,2,1
5601,14500000,CBR Town,6,5,1905,2,2,1
5602,24000000,CBR Town,8,7,3267,2,2,1
5603,14500000,CBR Town,6,5,1905,2,2,1
5604,14000000,CBR Town,6,5,1905,2,2,1
5605,11000000,CBR Town,3,2,1905,2,2,1
5614,23500000,CBR Town,6,6,3267,2,2,1
5615,13500000,CBR Town,5,4,2450,2,2,1
5616,24000000,CBR Town,7,7,3267,2,2,1
5621,15000000,CBR Town,5,5,1905,2,2,1
5623,15000000,CBR Town,5,4,2178,2,2,1
5624,14500000,CBR Town,6,5,1905,2,2,1
5626,26000000,CBR Town,6,6,3267,2,2,1
5629,15000000,CBR Town,6,5,1905,2,2,1
5631,16000000,CBR Town,6,5,1905,2,2,1
5632,14500000,CBR Town,4,5,1905,2,2,1
5634,15000000,CBR Town,4,4,2178,2,2,1
5636,15000000,CBR Town,6,5,2178,2,2,1
5637,15000000,CBR Town,6,5,2178,2,2,1
5638,14000000,CBR Town,5,4,2178,2,2,1
5647,15000000,CBR Town,6,5,2178,2,2,1
5649,26000000,CBR Town,7,6,3267,2,2,1
5653,15500000,CBR Town,6,5,1905,2,2,1
5664,16000000,CBR Town,6,5,2178,2,2,1
5665,15500000,CBR Town,6,5,2178,2,2,1
5666,12500000,CBR Town,4,4,1905,2,2,1
5667,11000000,CBR Town,4,4,1905,2,2,1
5669,15000000,CBR Town,3,3,2178,2,2,1
