,Price,House_location,baths,beds,area
1947,56500000,F-8,4,3,3185
1948,40000000,F-8,2,2,2450
1949,20500000,F-8,1,1,1034
1950,32500000,F-8,3,2,1388
1951,32500000,F-8,3,2,1388
1952,32500000,F-8,3,2,1388
1953,31500000,F-8,2,2,1824
1954,47500000,F-8,3,2,2722
1955,20500000,F-8,1,1,1034
1956,20500000,F-8,1,1,1034
1957,4900000,FECHS,2,2,1252
1958,3000000,FECHS,1,1,762
1959,4400000,FECHS,2,2,1143
1960,4500000,FECHS,2,2,1252
1961,2400000,FECHS,1,1,571
1962,4400000,FECHS,2,2,1143
1963,3000000,FECHS,2,2,735
1964,4500000,FECHS,2,2,1252
1965,3100000,FECHS,2,2,789
1966,4200000,FECHS,2,2,1143
1967,2900000,FECHS,2,2,789
1968,8500000,G-10,3,2,1089
1969,7950000,G-10,2,2,1170
1970,8500000,G-10,2,2,1116
1971,7000000,G-10,2,2,1089
1972,8000000,G-10,2,2,1089
1973,8000000,G-10,2,2,1089
1974,7500000,G-10,2,2,1089
1975,8000000,G-10,2,2,1089
1976,6200000,G-10,2,2,1089
1977,7000000,G-10,2,2,1089
1978,5500000,G-10,1,2,735
1979,6700000,G-10,2,2,1089
1980,8500000,G-10,2,2,1089
1981,6800000,G-10,2,2,1089
1982,6500000,G-10,2,2,1089
1983,7000000,G-10,2,2,1089
1984,6200000,G-10,2,2,1089
1985,6750000,G-10,2,2,1089
1986,8000000,G-11,2,2,1824
1987,7000000,G-11,1,2,1089
1988,10500000,G-11,3,3,1334
1989,8500000,G-11,3,3,1334
1990,9500000,G-11,2,2,1089
1991,8000000,G-11,2,2,1388
1992,11000000,G-11,3,3,1334
1993,15200000,G-11,2,2,1960
1994,15600000,G-11,3,3,1960
1995,24500000,G-11,3,3,2559
1996,4800000,G-11,2,2,843
1997,14000000,G-11,2,2,1932
1998,23500000,G-11,3,3,3158
1999,9000000,G-11,2,3,1334
2000,21000000,G-11,3,3,2613
2001,6500000,G-11,2,2,816
2002,22500000,G-11,3,3,2613
2003,21500000,G-11,3,3,2613
2004,7100000,G-11,2,2,1089
2005,7600000,G-11,2,3,1334
2006,5200000,G-11,2,2,843
2007,12000000,G-11,2,2,1878
2008,7200000,G-11,2,3,1089
2009,21000000,G-11,3,3,2531
2010,8000000,G-11,1,1,1089
2011,7500000,G-11,2,2,1252
2012,5300000,G-11,2,2,843
2013,16600000,G-11,2,2,1960
2014,10000000,G-11,3,3,1878
2015,23000000,G-11,3,3,2668
2016,5600000,G-11,2,2,898
2017,10000000,G-11,2,3,1334
2018,22500000,G-11,3,3,2423
2019,8300000,G-11,2,2,1089
2020,16000000,G-11,3,3,2178
2021,5600000,G-11,2,2,898
2022,18600000,G-11,3,2,2150
2023,16000000,G-11,2,2,1960
2024,7500000,G-11,2,2,1089
2025,5200000,G-11,2,2,843
2026,9000000,G-11,2,2,1279
2027,10000000,G-11,2,2,1252
2028,15600000,G-11,2,2,1932
2029,14000000,G-11,3,3,2069
2030,7200000,G-11,2,2,1197
2031,9000000,G-11,2,2,1252
2032,6000000,G-11,1,2,843
2033,7800000,G-11,1,2,1007
2034,9500000,G-11,2,2,1252
2035,7600000,G-11,2,2,1089
2036,6200000,G-11,2,2,843
2037,16600000,G-11,2,2,1960
2038,12000000,G-11,3,3,1334
2039,6200000,G-11,2,2,898
2040,8300000,G-11,2,2,1252
2041,4500000,G-11,2,2,843
2042,23000000,G-11,3,3,2722
2043,5700000,G-11,2,2,898
2044,7000000,G-11,2,2,1061
2045,6500000,G-11,2,2,843
2046,9000000,G-11,2,2,1878
2047,11000000,G-11,2,3,1334
2048,5500000,G-11,2,2,898
2049,14000000,G-11,3,3,2069
2050,5500000,G-11,2,2,1116
2051,16800000,G-11,2,2,2041
2052,4500000,G-11,2,2,843
2053,8900000,G-11,2,2,1252
2054,20500000,G-11,3,3,2423
2055,11000000,G-11,2,2,1089
2056,7800000,G-11,2,2,1089
2057,13200000,G-11,2,2,1932
2058,5200000,G-11,2,2,898
2059,6000000,G-11,2,2,1089
2060,6500000,G-11,1,2,843
2061,10000000,G-11,2,2,1824
2062,6000000,G-11,1,2,843
2063,10900000,G-11,2,2,1987
2064,22500000,G-11,3,3,2613
2065,15500000,G-11,2,2,1932
2066,4800000,G-11,2,2,898
2067,4500000,G-11,2,2,843
2068,5000000,G-11,1,2,843
2069,5300000,G-11,2,2,843
2070,5500000,G-11,1,2,843
2071,6500000,G-11,1,2,843
2072,5800000,G-11,2,2,843
2073,5200000,G-11,2,2,843
2074,6500000,G-11,2,2,843
2075,6250000,G-11,2,2,843
2076,7000000,G-11,2,2,1089
2077,8000000,G-11,2,2,1824
2078,9000000,G-11,2,2,1334
2079,9800000,G-11,2,2,1334
2080,10800000,G-11,2,2,1252
2081,5500000,G-11,2,2,843
2082,15900000,G-11,2,2,1960
2083,22000000,G-11,3,3,2368
2084,11000000,G-11,3,3,1334
2085,14200000,G-11,2,2,1742
2086,14900000,G-11,2,2,1742
2087,15600000,G-11,2,2,1769
2088,15700000,G-11,2,2,1769
2089,16100000,G-11,2,2,1960
2090,16900000,G-11,2,2,1960
2091,17800000,G-11,2,2,2014
2092,17800000,G-11,3,3,2150
2093,19200000,G-11,3,3,2150
2094,22000000,G-11,3,3,2613
2095,24000000,G-11,3,3,2640
2096,17000000,G-11,2,2,1987
2097,16600000,G-11,2,2,1960
2098,25500000,G-11,3,4,2559
2099,14000000,G-11,3,3,2069
2100,14000000,G-11,3,3,2069
2101,6500000,G-11,2,2,843
2102,15000000,G-11,2,2,1905
2103,11500000,G-11,3,3,1334
2104,8400000,G-11,2,2,1089
2105,7000000,G-11,1,1,544
2106,22500000,G-11,3,3,2368
2107,8500000,G-11,2,2,1143
2108,8000000,G-11,2,3,1905
2109,7400000,G-11,2,2,1089
2110,7500000,G-11,2,2,1279
2111,6500000,G-11,2,2,843
2112,11000000,G-11,3,3,1442
2113,14000000,G-11,3,3,2069
2114,6700000,G-11,2,2,816
2115,16000000,G-11,2,2,1960
2116,22000000,G-11,3,3,2368
2117,22800000,G-11,3,3,2368
2118,16300000,G-11,2,2,1960
2119,16100000,G-11,2,2,1960
2120,6500000,G-11,2,2,816
2121,13500000,G-11,2,2,1579
2122,12400000,G-11,2,2,1932
2123,7500000,G-11,2,2,1089
2124,7500000,G-11,2,2,1089
2125,7600000,G-11,2,2,1089
2126,22300000,G-11,3,3,2368
2127,16200000,G-11,2,2,1960
2128,15900000,G-11,2,2,1960
2129,25500000,G-11,4,4,2559
2130,15200000,G-11,2,2,1932
2131,14000000,G-11,2,2,1633
2132,16300000,G-11,2,2,1960
2133,13500000,G-11,2,2,1579
2134,9700000,G-11,2,2,1334
2135,21600000,G-11,3,3,2368
2136,24200000,G-11,3,3,2423
2137,22000000,G-11,3,3,2423
2138,9500000,G-11,2,3,1905
2139,14100000,G-11,2,2,1633
2140,12400000,G-11,2,2,1932
2141,12900000,G-11,2,2,1932
2142,10000000,G-11,2,3,1334
2143,18000000,G-11,2,2,2041
2144,21900000,G-11,3,3,2368
2145,14400000,G-11,2,2,1932
2146,16500000,G-11,2,2,1960
2147,7600000,G-11,2,3,1334
2148,5400000,G-11,2,2,843
2149,22100000,G-11,3,3,2423
2150,24300000,G-11,3,3,2423
2151,16200000,G-11,2,2,1960
2152,16300000,G-11,2,2,1960
2153,5300000,G-11,1,1,517
2154,4800000,G-11,1,1,517
2155,25300000,G-11,4,4,2559
2156,22300000,G-11,3,3,2368
2157,13500000,G-11,2,2,1579
2158,9500000,G-11,2,3,1334
2159,7800000,G-11,2,2,1089
2160,16300000,G-11,2,2,1960
2161,21600000,G-11,3,3,2368
2162,21900000,G-11,3,3,2423
2163,16300000,G-11,2,2,1960
2164,12000000,G-11,2,3,1334
2165,12000000,G-11,3,3,1334
2166,8500000,G-11,2,3,1388
2167,5600000,G-11,2,2,843
2168,11000000,G-11,3,3,1334
2169,9500000,G-11,2,3,1334
2170,11200000,G-11,3,3,1334
2171,14500000,G-11,2,2,1932
2172,8300000,G-11,2,2,1089
2173,5000000,G-11,2,2,871
2174,7500000,G-11,2,2,1089
2175,13600000,G-11,2,2,1579
2176,14200000,G-11,2,2,1633
2177,14000000,G-11,3,3,2069
2178,14000000,G-11,3,3,2069
2179,16400000,G-11,2,2,1960
2180,18000000,G-11,2,2,2041
2181,9300000,G-11,1,2,1089
2182,21700000,G-11,3,3,2368
2183,24400000,G-11,3,3,2423
2184,25400000,G-11,4,4,2559
2185,22300000,G-11,3,3,2423
2186,5800000,G-11,2,2,898
2187,8500000,G-11,2,2,1089
2188,16600000,G-11,2,2,1960
2189,16500000,G-11,2,2,1960
2190,16300000,G-11,2,2,1960
2191,23000000,G-11,3,3,2368
2192,22500000,G-11,3,3,2368
2193,12500000,G-11,2,2,1905
2194,13000000,G-11,2,2,1905
2195,14500000,G-11,2,2,1932
2196,15000000,G-11,2,2,1905
2197,14000000,G-11,3,3,2069
2198,14000000,G-11,3,3,2069
2199,14000000,G-11,3,3,2069
2200,5000000,G-11,2,2,843
2201,9000000,G-11,2,2,1334
2202,7000000,G-11,2,3,1334
2203,7000000,G-11,2,3,1334
2204,7000000,G-11,2,3,1334
2205,7000000,G-11,2,3,1334
2206,6000000,G-11,2,2,843
2207,5300000,G-11,2,2,843
2208,8500000,G-11,2,3,1334
2209,12000000,G-11,2,3,1334
2210,15500000,G-11,3,3,3267
2211,5500000,G-11,2,2,1116
2212,50000000,G-11,2,2,8167
2213,6300000,G-11,2,2,1034
2214,14200000,G-11,2,2,1742
2215,5500000,G-11,2,2,898
2216,9500000,G-11,2,3,1334
2217,5000000,G-11,2,2,843
2218,14500000,G-11,2,2,1932
2219,4500000,G-11,2,2,843
2220,7000000,G-11,2,2,1034
2221,7000000,G-11,2,3,1334
2222,11000000,G-11,2,2,1252
2223,8500000,G-11,2,2,1225
2224,6800000,G-11,2,2,843
2225,6800000,G-11,2,2,843
2226,6500000,G-11,2,2,843
2227,6500000,G-11,2,2,843
2228,5700000,G-11,2,2,843
2229,6000000,G-11,2,2,843
2230,8000000,G-11,2,2,1089
2231,7800000,G-11,2,2,1089
2232,7500000,G-11,2,2,1089
2233,7000000,G-11,2,2,1089
2234,7000000,G-11,2,2,1089
2235,11500000,G-11,2,3,1334
2236,10000000,G-11,2,3,1334
2237,9500000,G-11,2,3,1334
2238,9000000,G-11,2,3,1334
2239,5500000,G-11,2,2,898
2240,13500000,G-11,2,3,1334
2241,9500000,G-11,2,3,1089
2242,8500000,G-11,3,3,1579
2243,14500000,G-11,2,2,1932
2244,13500000,G-11,2,2,1932
2245,12500000,G-11,2,2,1932
2246,13500000,G-11,2,2,1987
2247,16500000,G-11,2,2,1960
2248,16500000,G-11,2,2,1960
2249,23000000,G-11,3,3,2368
2250,24000000,G-11,3,3,2531
2251,8500000,G-11,3,3,1334
2252,14500000,G-11,3,2,1932
2253,11000000,G-11,2,2,1252
2254,11000000,G-11,2,2,1252
2255,7000000,G-11,2,3,1334
2256,7000000,G-11,2,3,1334
2257,7000000,G-11,2,2,1089
2258,7000000,G-11,2,2,1089
2259,7800000,G-11,2,2,1089
2260,11500000,G-11,2,3,1334
2261,9500000,G-11,2,3,1334
2262,9000000,G-11,2,3,1334
2263,5700000,G-11,2,2,843
2264,8000000,G-11,2,2,1089
2265,6500000,G-11,2,2,843
2266,7500000,G-11,2,2,1089
2267,6000000,G-11,2,2,843
2268,6500000,G-11,2,2,843
2269,6800000,G-11,2,2,843
2270,14200000,G-11,2,2,1742
2271,24000000,G-11,3,3,2531
2272,8500000,G-11,2,3,1334
2273,5000000,G-11,2,2,1089
2274,5300000,G-11,2,2,843
2275,6000000,G-11,2,2,843
2276,14500000,G-11,2,2,1932
2277,9500000,G-11,2,3,1334
2278,3900000,G-13,2,1,1143
2279,8405000,G-13,3,3,2477
2280,5535000,G-13,2,2,1633
2281,11800000,G-13,3,3,2477
2282,5410000,G-13,2,2,1361
2283,6800000,G-13,2,2,1633
2284,5335000,G-13,2,2,1633
2285,5535000,G-13,2,2,1633
2286,12600000,G-13,3,3,2477
2287,5200000,G-13,2,2,1633
2288,6200000,G-13,2,2,1388
2289,4715000,G-13,2,2,1388
2290,8200000,G-13,3,3,2477
2291,7000000,G-13,3,3,2123
2292,5400000,G-13,2,2,1633
2293,4600000,G-13,2,2,1388
2294,3800000,G-13,1,1,1143
2295,5500000,G-13,2,2,1633
2296,5535000,G-13,2,2,1633
2297,4715000,G-13,2,2,1388
2298,4715000,G-13,2,2,1388
2299,5535000,G-13,2,2,1633
2300,7175000,G-13,3,3,2123
2301,8400000,G-13,3,3,2477
2302,5500000,G-13,2,2,1633
2303,5500000,G-13,2,2,1633
2304,4700000,G-13,2,2,1197
2305,4380000,G-13,2,2,1388
2306,5500000,G-13,2,2,1633
2307,8405000,G-13,3,3,2477
2308,5500000,G-13,2,2,1633
2309,4715000,G-13,2,2,1388
2310,4715000,G-13,2,2,1388
2311,5535000,G-13,2,2,1633
2312,8400000,G-13,3,3,2477
2313,4715000,G-13,2,2,1388
2314,4715000,G-13,2,2,1388
2315,5535000,G-13,2,2,1633
2316,7175000,G-13,3,3,2123
2317,7175000,G-13,3,3,2123
2318,8400000,G-13,3,3,2477
2319,5500000,G-13,2,2,1633
2320,3800000,G-13,2,1,1143
2321,7892000,G-13,3,3,2477
2322,7000000,G-13,3,3,2123
2323,7000000,G-13,3,3,2123
2324,7235000,G-13,2,2,1633
2325,5920000,G-13,2,2,1388
2326,4715000,G-13,2,2,1388
2327,5535000,G-13,2,2,1633
2328,4715000,G-13,2,2,1388
2329,4715000,G-13,2,2,1388
2330,7175000,G-13,3,3,2123
2331,7175000,G-13,3,3,2123
2332,7175000,G-13,3,3,2123
2333,8400000,G-13,3,3,2477
2334,8400000,G-13,3,3,2477
2335,5500000,G-13,2,2,1633
2336,7000000,G-13,3,3,2123
2337,3800000,G-13,1,1,1143
2338,4600000,G-13,2,2,1388
2339,6800000,G-13,3,3,2477
2340,4250000,G-13,1,1,1143
2341,10100000,G-13,3,3,2477
2342,8400000,G-13,3,3,2477
2343,8400000,G-13,3,3,2477
2344,7175000,G-13,3,3,2123
2345,5535000,G-13,2,2,1633
2346,4715000,G-13,2,2,1388
2347,5500000,G-13,2,2,1633
2348,5500000,G-13,2,2,1633
2349,7000000,G-13,4,3,2123
2350,3900000,G-13,1,1,1143
2351,4050000,G-15,1,1,762
2352,10500000,G-15,4,4,2831
2353,3800000,G-15,2,2,1034
2354,12800000,G-15,3,3,2314
2355,3600000,G-15,2,2,843
2356,4100000,G-15,2,2,789
2357,5800000,G-15,2,2,898
2358,6600000,G-15,2,2,1089
2359,4900000,G-15,1,1,762
2360,9200000,G-15,3,3,2423
2361,13200000,G-15,3,3,2314
2362,4000000,G-15,1,1,1007
2363,5200000,G-15,3,3,843
2364,2700000,G-15,2,2,735
2365,4000000,G-15,1,1,1007
2366,8500000,G-15,2,2,1497
2367,10000000,G-15,3,3,2314
2368,6600000,G-15,2,2,1497
2369,6000000,G-15,1,1,1007
2370,6000000,G-15,1,1,1034
2371,13000000,G-15,3,3,2314
2372,20000000,G-15,4,4,4519
2373,10000000,G-15,3,3,2314
2374,6600000,G-15,2,2,1497
2375,4200000,G-15,1,1,1007
2376,8500000,G-15,2,2,1606
2377,8000000,G-15,2,2,1388
2378,8000000,G-15,2,2,1388
2379,5000000,G-15,3,3,1197
2380,2700000,G-15,2,2,735
2381,6000000,G-15,3,3,1334
2382,5000000,G-15,3,3,1197
2383,8800000,G-15,2,2,1497
2384,10000000,G-15,2,2,1524
2385,20000000,G-15,4,4,4519
2386,8800000,G-15,2,2,1497
2387,11500000,G-15,4,4,2722
2388,9500000,G-15,2,2,1524
2389,15000000,G-15,3,3,2314
2390,3500000,G-15,2,3,598
2391,3000000,G-15,2,2,789
2392,3000000,G-15,2,2,789
2393,5000000,G-15,1,1,762
2394,4000000,G-15,2,2,898
2395,7500000,G-15,2,2,1306
2396,3600000,G-15,2,2,843
2397,13200000,G-15,3,3,2314
2398,7500000,G-15,2,3,1197
2399,8500000,G-15,2,2,1306
2400,7500000,G-15,3,3,1143
2401,3200000,G-15,1,2,707
2402,8500000,G-15,2,2,1306
2403,8500000,G-15,2,2,1306
2404,4000000,G-15,1,1,626
2405,4400000,G-15,3,3,980
2406,3100000,G-15,2,2,843
2407,8500000,G-15,2,2,1497
2408,4900000,G-15,1,1,762
2409,6600000,G-15,2,2,1089
2410,4900000,G-15,1,1,762
2411,7500000,G-15,2,2,1361
2412,6600000,G-15,2,2,1089
2413,20000000,G-15,4,4,4519
2414,7500000,G-15,2,2,1306
2415,3000000,G-15,2,2,789
2416,8000000,G-15,3,3,1388
2417,7500000,G-15,2,2,1143
2418,8500000,G-15,2,2,1497
2419,20000000,G-15,4,4,4519
2420,12000000,G-15,3,3,2314
2421,7500000,G-15,2,2,1306
2422,8500000,G-15,2,2,1497
2423,4900000,G-15,1,1,762
2424,10000000,G-15,3,3,1878
2425,5000000,G-15,1,1,762
2426,4000000,G-15,2,2,925
2427,3000000,G-15,2,2,789
2428,8200000,G-15,2,2,1306
2429,14000000,G-15,3,3,2341
2430,7500000,G-15,2,2,1306
2431,8500000,G-15,2,2,1497
2432,6600000,G-15,2,2,1089
2433,4900000,G-15,1,1,762
2434,7500000,G-15,2,2,1306
2435,10000000,G-15,3,3,1878
2436,10000000,G-15,3,3,1878
2437,10000000,G-15,3,3,1878
2438,10000000,G-15,3,3,1878
2439,10000000,G-15,3,3,1878
2440,10000000,G-15,3,3,1878
2441,10000000,G-15,3,3,1878
2442,10000000,G-15,3,3,1878
2443,10000000,G-15,3,3,1878
2444,10000000,G-15,3,3,1878
2445,12000000,G-15,3,3,2314
2446,12000000,G-15,3,3,2314
2447,12000000,G-15,3,3,2314
2448,12000000,G-15,3,3,2314
2449,6600000,G-15,2,2,1497
2450,6600000,G-15,2,2,1497
2451,6600000,G-15,2,2,1497
2452,6600000,G-15,2,2,1497
2453,6600000,G-15,2,2,1497
2454,8200000,G-15,2,2,1306
2455,14000000,G-15,3,3,2341
2456,20000000,G-15,4,4,4356
2457,4000000,G-15,1,1,762
2458,10500000,G-15,3,3,1878
2459,8500000,G-15,2,2,1334
2460,4200000,G-15,1,1,680
2461,8200000,G-15,2,2,1306
2462,14000000,G-15,3,3,2341
2463,20000000,G-15,4,4,4356
2464,5000000,G-15,1,1,762
2465,5000000,G-15,2,2,925
2466,4000000,G-15,2,2,789
2467,8000000,G-15,3,3,1388
2468,2000000,G-15,1,1,326
2469,5000000,G-15,3,3,1197
2470,3000000,G-15,2,2,816
2471,2500000,G-15,1,1,435
2472,4000000,G-15,1,1,626
2473,4000000,G-15,1,1,626
2474,4000000,G-15,1,1,626
2475,4000000,G-15,1,1,626
2476,4000000,G-15,1,1,626
2477,4000000,G-15,1,1,626
2478,4200000,G-15,1,1,680
2479,4200000,G-15,1,1,680
2480,4200000,G-15,1,1,680
2481,4200000,G-15,1,1,680
2482,5000000,G-15,1,1,762
2483,5000000,G-15,1,1,762
2484,5000000,G-15,1,1,762
2485,20500000,G-15,4,4,4519
2486,20500000,G-15,4,4,4519
2487,5000000,G-15,1,1,762
2488,6200000,G-15,1,1,1007
2489,6200000,G-15,1,1,1007
2490,6200000,G-15,1,1,1007
2491,6200000,G-15,1,1,1007
2492,6600000,G-15,2,2,1089
2493,6600000,G-15,2,2,1089
2494,6600000,G-15,2,2,1089
2495,6600000,G-15,2,2,1089
2496,7700000,G-15,2,2,1306
2497,7700000,G-15,2,2,1306
2498,20500000,G-15,4,4,4519
2499,7700000,G-15,2,2,1306
2500,7700000,G-15,2,2,1306
2501,8100000,G-15,2,2,1388
2502,8100000,G-15,2,2,1388
2503,8100000,G-15,2,2,1388
2504,8100000,G-15,2,2,1388
2505,8600000,G-15,2,2,1497
2506,8600000,G-15,2,2,1497
2507,20500000,G-15,4,4,4519
2508,8600000,G-15,2,2,1497
2509,8600000,G-15,2,2,1497
2510,10200000,G-15,3,3,1878
2511,10200000,G-15,3,3,1878
2512,10200000,G-15,3,3,2314
2513,10200000,G-15,3,3,2314
2514,3500000,G-15,2,2,735
2515,8200000,G-15,2,2,1306
2516,14000000,G-15,3,3,2341
2517,20000000,G-15,4,4,4356
2518,5000000,G-15,1,1,762
2519,3000000,G-15,2,2,789
2520,14000000,G-15,3,3,2368
2521,20000000,G-15,4,4,4356
2522,5000000,G-15,1,1,762
2523,8200000,G-15,2,2,1524
2524,9000000,G-15,2,2,1524
2525,8500000,G-15,2,2,1497
2526,8200000,G-15,2,2,1388
2527,20000000,G-15,3,3,4519
2528,8200000,G-15,2,2,1388
2529,8500000,G-15,2,2,1497
2530,8500000,G-15,2,2,1497
2531,8200000,G-15,2,2,1497
2532,8500000,G-15,2,2,1306
2533,6600000,G-15,2,2,1089
2534,6600000,G-15,2,2,1089
2535,8500000,G-15,2,2,1306
2536,8200000,G-15,2,2,1388
2537,4000000,G-15,1,1,626
2538,4000000,G-15,1,1,626
2539,8200000,G-15,2,2,1388
2540,8200000,G-15,2,2,1388
2541,4500000,G-15,1,1,762
2542,4500000,G-15,1,1,762
2543,4300000,G-15,1,1,680
2544,8500000,G-15,3,3,1905
2545,8500000,G-15,3,3,1905
2546,20000000,G-15,3,3,4519
2547,20000000,G-15,3,3,4519
2548,20000000,G-15,3,3,4519
2549,2600000,G-15,2,2,598
2550,4500000,G-15,3,3,898
2551,2500000,G-15,2,2,408
2552,14000000,G-15,3,3,2368
2553,20000000,G-15,4,4,4356
2554,5000000,G-15,1,1,762
2555,8200000,G-15,2,2,1524
2556,2300000,G-15,1,1,435
2557,37500000,other,3,3,2178
2558,12500000,other,2,3,1579
2559,13000000,other,3,3,1633
2560,6400000,other,1,1,1007
2561,11000000,other,2,3,1633
2562,12500000,other,3,3,1633
2563,6800000,G-8,2,2,980
2564,7100000,G-8,3,2,1497
2565,8500000,G-8,3,2,1932
2566,8500000,G-8,3,3,1442
2567,8500000,G-8,3,3,1442
2568,8500000,G-8,3,3,1442
2569,8500000,G-8,3,3,2069
2570,8500000,G-8,3,3,1442
2571,6500000,other,1,1,598
2572,18000000,other,3,3,1742
2573,3485000,GT Road,2,1,517
2574,2400000,GT Road,1,1,735
2575,10000000,GT Road,3,3,2477
2576,4720000,GT Road,2,2,1143
2577,7500000,GT Road,3,3,1687
2578,7070000,GT Road,3,3,1633
2579,3900000,GT Road,2,2,1089
2580,4100000,GT Road,1,1,680
2581,3400000,GT Road,1,1,490
2582,5000000,GT Road,2,2,1143
2583,4100000,GT Road,3,3,1687
2584,4100000,GT Road,3,3,1687
2585,3900000,GT Road,2,2,1089
2586,5200000,GT Road,1,1,1089
2587,4500000,Ghauri Town,2,2,843
2588,2800000,Ghauri Town,1,1,544
2589,6000000,Ghauri Town,2,2,1089
2590,2000000,Ghauri Town,1,1,653
2591,2750000,Ghauri Town,1,1,517
2592,3500000,Ghauri Town,1,1,544
2593,4700000,Ghauri Town,2,2,1034
2594,12500000,Gulberg,2,2,1878
2595,7800000,Gulberg,2,3,1334
2596,3800000,Gulberg,1,1,735
2597,7000000,Gulberg,2,2,1034
2598,5350000,Gulberg,2,2,925
2599,4000000,Gulberg,1,1,816
2600,8000000,Gulberg,3,3,1497
2601,17800000,Gulberg,2,2,2259
2602,9500000,Gulberg,3,3,1361
2603,4680000,Gulberg,2,2,980
2604,5576000,Gulberg,1,1,843
2605,4680000,Gulberg,2,2,980
2606,4680000,Gulberg,2,2,980
2607,3825000,Gulberg,1,1,544
2608,4600000,Gulberg,2,2,980
2609,4320000,Gulberg,1,1,653
2610,6273000,Gulberg,1,1,843
2611,5300000,Gulberg,1,1,925
2612,6300000,Gulberg,2,2,925
2613,11400000,Gulberg,2,2,1715
2614,11900000,Gulberg,2,2,1796
2615,4320000,Gulberg,1,1,653
2616,10300000,Gulberg,2,2,1633
2617,10300000,Gulberg,2,2,1633
2618,3825000,Gulberg,1,1,544
2619,7800000,Gulberg,3,3,1497
2620,6500000,Gulberg,2,2,1007
2621,4100000,Gulberg,1,1,735
2622,3900000,Gulberg,1,1,707
2623,15000000,Gulberg,2,2,2069
2624,6400000,Gulberg,1,1,980
2625,5448000,Gulberg,1,1,762
2626,10900000,Gulberg,2,2,1633
2627,5400000,Gulberg,2,2,898
2628,6500000,Gulberg,2,2,980
2629,3638000,Gulberg,1,1,707
2630,3548000,Gulberg,1,1,571
2631,3250000,Gulberg,1,1,653
2632,3600000,Gulberg,1,1,735
2633,14900000,Gulberg,2,2,1878
2634,18500000,Gulberg,2,2,2341
2635,9600000,Gulberg,2,2,1170
2636,3045000,Gulberg,1,1,517
2637,3626000,Gulberg,1,1,626
2638,3892000,Gulberg,1,1,735
2639,4600000,Gulberg,1,1,653
2640,6400000,Gulberg,2,2,925
2641,4500000,Gulberg,1,1,653
2642,4300000,Gulberg,2,2,680
2643,3700000,Gulberg,1,1,598
2644,2800000,Gulberg,1,1,462
2645,5950000,Gulberg,2,2,925
2646,7100000,Gulberg,2,2,1116
2647,4750000,Gulberg,1,1,735
2648,6500000,Gulberg,2,2,1007
2649,8050000,Gulberg,2,2,1252
2650,5950000,Gulberg,2,2,925
2651,4050000,Gulberg,1,1,653
2652,3900000,Gulberg,1,1,626
2653,2565000,Gulberg,1,1,408
2654,6500000,Gulberg,2,2,1007
2655,3758000,Gulberg,1,1,598
2656,6650000,Gulberg,2,2,1034
2657,7500000,Gulberg,2,2,1170
2658,3800000,Gulberg,1,1,598
2659,4751000,Gulberg,1,1,735
2660,6600000,Gulberg,2,2,1034
2661,3817000,Gulberg,1,1,626
2662,4005000,Gulberg,1,1,653
2663,6500000,Gulberg,2,2,1007
2664,6650000,Gulberg,2,2,1034
2665,3945000,Gulberg,1,1,626
2666,3690000,Gulberg,1,1,598
2667,4050000,Gulberg,1,1,653
2668,3900000,Gulberg,1,1,626
2669,8000000,Gulberg,2,2,980
2670,6500000,Gulberg,2,2,980
2671,4500000,Gulberg,1,1,735
2672,6500000,Gulberg,2,2,980
2673,8500000,Gulberg,3,3,1470
2674,2950000,Gulberg,1,1,517
2675,3045000,Gulberg,1,1,517
2676,3045000,Gulberg,1,1,517
2677,6622000,Gulberg,2,2,1143
2678,6622000,Gulberg,2,2,1143
2679,12000000,Gulberg,3,3,1633
2680,3045000,Gulberg,1,1,517
2681,4100000,Gulberg,1,1,680
2682,4500000,Gulberg,1,1,626
2683,3311000,Gulberg,1,1,571
2684,2085000,Gulberg,1,1,326
2685,8242000,Gulberg,3,3,1334
2686,2085000,Gulberg,1,1,326
2687,4320000,Gulberg,1,1,653
2688,4751000,Gulberg,1,1,735
2689,6540000,Gulberg,2,2,1061
2690,2085000,Gulberg,1,1,326
2691,8888000,Gulberg,3,3,1442
2692,7669000,Gulberg,2,2,1197
2693,7677000,Gulberg,2,2,1197
2694,7300000,Gulberg,3,3,1497
2695,3499000,Gulberg,1,1,544
2696,4320000,Gulberg,1,1,653
2697,2600000,Gulberg,1,1,435
2698,4000000,Gulberg,1,1,490
2699,3800000,Gulberg,1,1,517
2700,7000000,Gulberg,2,2,1089
2701,4080000,Gulberg,1,1,653
2702,8003000,Gulberg,2,2,1170
2703,5430000,Gulberg,2,2,871
2704,6540000,Gulberg,2,2,1061
2705,8242000,Gulberg,3,3,1334
2706,8888000,Gulberg,3,3,1442
2707,4200000,Gulberg,1,1,680
2708,8888000,Gulberg,3,3,1442
2709,3750000,Gulberg,1,1,598
2710,2085000,Gulberg,1,1,326
2711,7000000,Gulberg,3,3,1334
2712,7000000,Gulberg,3,3,1334
2713,2085000,Gulberg,1,1,326
2714,3750000,Gulberg,1,1,598
2715,3840000,Gulberg,1,1,626
2716,4117000,Gulberg,1,1,653
2717,4200000,Gulberg,1,1,680
2718,3960000,Gulberg,1,1,626
2719,5430000,Gulberg,2,2,871
