,Price,House_location,baths,beds,area
634,3800000,Bahria Town Rawalpindi,2,2,735
635,4000000,Bahria Town Rawalpindi,1,2,1361
636,15000000,Bahria Town Rawalpindi,2,2,1987
637,6500000,Bahria Town Rawalpindi,2,3,816
638,2700000,Bahria Town Rawalpindi,2,2,762
639,2500000,Bahria Town Rawalpindi,1,1,490
640,2000000,Bahria Town Rawalpindi,1,2,789
641,15000000,Bahria Town Rawalpindi,4,4,2286
642,5300000,Bahria Town Rawalpindi,1,1,816
643,3470000,Bahria Town Rawalpindi,1,1,544
644,7700000,Bahria Town Rawalpindi,1,1,653
645,6500000,Bahria Town Rawalpindi,2,2,1279
646,4988000,Bahria Town Rawalpindi,2,2,816
647,3800000,Bahria Town Rawalpindi,1,1,598
648,7400000,Bahria Town Rawalpindi,2,2,1334
649,2400000,Bahria Town Rawalpindi,1,1,435
650,2400000,Bahria Town Rawalpindi,2,2,816
651,8000000,Bahria Town Rawalpindi,3,3,1633
652,8000000,Bahria Town Rawalpindi,2,2,1579
653,5000000,Bahria Town Rawalpindi,2,2,1143
654,3600000,Bahria Town Rawalpindi,1,2,1089
655,3100000,Bahria Town Rawalpindi,1,2,952
656,4700000,Bahria Town Rawalpindi,1,2,816
657,3545000,Bahria Town Rawalpindi,1,1,871
658,4500000,Bahria Town Rawalpindi,2,2,980
659,8500000,Bahria Town Rawalpindi,2,1,980
660,10800000,Bahria Town Rawalpindi,2,2,1551
661,4400000,Bahria Town Rawalpindi,2,2,980
662,2100000,Bahria Town Rawalpindi,1,2,952
663,3200000,Bahria Town Rawalpindi,2,2,789
664,7000000,Bahria Town Rawalpindi,3,3,1279
665,3000000,Bahria Town Rawalpindi,1,1,626
666,6800000,Bahria Town Rawalpindi,2,2,1442
667,3100000,Bahria Town Rawalpindi,1,1,707
668,4500000,Bahria Town Rawalpindi,2,3,1361
669,5500000,Bahria Town Rawalpindi,2,2,1225
670,3000000,Bahria Town Rawalpindi,1,1,544
671,4500000,Bahria Town Rawalpindi,2,2,980
672,3250000,Bahria Town Rawalpindi,1,1,626
673,7000000,Bahria Town Rawalpindi,2,2,1143
674,4000000,Bahria Town Rawalpindi,2,2,789
675,5700000,Bahria Town Rawalpindi,2,2,1306
676,3300000,Bahria Town Rawalpindi,2,2,816
677,3300000,Bahria Town Rawalpindi,2,2,816
678,3600000,Bahria Town Rawalpindi,1,2,1361
679,5200000,Bahria Town Rawalpindi,1,1,680
680,6200000,Bahria Town Rawalpindi,2,2,1143
681,8250000,Bahria Town Rawalpindi,2,2,1334
682,4200000,Bahria Town Rawalpindi,1,1,571
683,4500000,Bahria Town Rawalpindi,1,1,816
684,5250000,Bahria Town Rawalpindi,1,1,843
685,8800000,Bahria Town Rawalpindi,2,1,1034
686,3437000,Bahria Town Rawalpindi,1,1,626
687,3437000,Bahria Town Rawalpindi,1,1,626
688,7100000,Bahria Town Rawalpindi,2,1,980
689,4500000,Bahria Town Rawalpindi,1,1,707
690,3800000,Bahria Town Rawalpindi,1,1,571
691,5000000,Bahria Town Rawalpindi,2,2,952
692,6000000,Bahria Town Rawalpindi,2,2,1197
693,13000000,Bahria Town Rawalpindi,2,2,1633
694,7600000,Bahria Town Rawalpindi,2,1,980
695,3500000,Bahria Town Rawalpindi,1,1,735
696,13500000,Bahria Town Rawalpindi,3,2,1524
697,4200000,Bahria Town Rawalpindi,1,1,843
698,2400000,Bahria Town Rawalpindi,1,2,952
699,10300000,Bahria Town Rawalpindi,2,2,1660
700,6500000,Bahria Town Rawalpindi,2,1,980
701,9500000,Bahria Town Rawalpindi,2,1,1116
702,10000000,Bahria Town Rawalpindi,2,2,1932
703,2600000,Bahria Town Rawalpindi,1,2,952
704,2100000,Bahria Town Rawalpindi,1,1,544
705,2750000,Bahria Town Rawalpindi,2,2,1089
706,6500000,Bahria Town Rawalpindi,2,2,1197
707,3500000,Bahria Town Rawalpindi,2,1,735
708,2700000,Bahria Town Rawalpindi,1,2,816
709,4000000,Bahria Town Rawalpindi,1,1,789
710,3250000,Bahria Town Rawalpindi,1,2,952
711,4900000,Bahria Town Rawalpindi,2,2,1197
712,2699000,Bahria Town Rawalpindi,2,2,898
713,5400000,Bahria Town Rawalpindi,2,2,1334
714,10300000,Bahria Town Rawalpindi,3,3,1660
715,3600000,Bahria Town Rawalpindi,1,2,1089
716,2100000,Bahria Town Rawalpindi,1,1,544
717,2350000,Bahria Town Rawalpindi,1,2,952
718,6500000,Bahria Town Rawalpindi,2,1,980
719,2800000,Bahria Town Rawalpindi,2,2,980
720,2500000,Bahria Town Rawalpindi,1,2,952
721,3300000,Bahria Town Rawalpindi,2,2,843
722,4300000,Bahria Town Rawalpindi,2,2,1197
723,3300000,Bahria Town Rawalpindi,2,2,735
724,3000000,Bahria Town Rawalpindi,1,2,952
725,4800000,Bahria Town Rawalpindi,2,2,1279
726,2200000,Bahria Town Rawalpindi,1,1,435
727,3700000,Bahria Town Rawalpindi,2,2,898
728,7000000,Bahria Town Rawalpindi,2,1,980
729,2200000,Bahria Town Rawalpindi,1,1,571
730,6000000,Bahria Town Rawalpindi,2,2,1143
731,2850000,Bahria Town Rawalpindi,1,2,980
732,11000000,Bahria Town Rawalpindi,2,2,1932
733,12500000,Bahria Town Rawalpindi,2,2,1524
734,3150000,Bahria Town Rawalpindi,1,1,735
735,7300000,Bahria Town Rawalpindi,2,1,1034
736,9500000,Bahria Town Rawalpindi,2,3,1361
737,5800000,Bahria Town Rawalpindi,2,2,843
738,4500000,Bahria Town Rawalpindi,2,2,1089
739,3200000,Bahria Town Rawalpindi,1,1,517
740,3800000,Bahria Town Rawalpindi,1,1,571
741,3500000,Bahria Town Rawalpindi,1,1,871
742,8500000,Bahria Town Rawalpindi,3,3,1932
743,5700000,Bahria Town Rawalpindi,2,2,1279
744,3000000,Bahria Town Rawalpindi,1,1,735
745,2300000,Bahria Town Rawalpindi,1,2,952
746,5500000,Bahria Town Rawalpindi,2,2,1116
747,17500000,Bahria Town Rawalpindi,4,4,2831
748,10300000,Bahria Town Rawalpindi,3,3,1660
749,8790000,Bahria Town Rawalpindi,2,2,1415
750,4583000,Bahria Town Rawalpindi,1,1,735
751,2400000,Bahria Town Rawalpindi,1,2,925
752,6000000,Bahria Town Rawalpindi,3,2,871
753,13500000,Bahria Town Rawalpindi,2,2,1742
754,5500000,Bahria Town Rawalpindi,2,2,898
755,4500000,Bahria Town Rawalpindi,1,1,653
756,6500000,Bahria Town Rawalpindi,2,1,1034
757,3795000,Bahria Town Rawalpindi,1,1,598
758,4500000,Bahria Town Rawalpindi,2,2,1089
759,6500000,Bahria Town Rawalpindi,1,1,871
760,2100000,Bahria Town Rawalpindi,1,2,952
761,10500000,Bahria Town Rawalpindi,2,2,1524
762,5000000,Bahria Town Rawalpindi,1,1,1116
763,5000000,Bahria Town Rawalpindi,2,2,1034
764,7080000,Bahria Town Rawalpindi,2,2,1579
765,9600000,Bahria Town Rawalpindi,2,2,1089
766,2800000,Bahria Town Rawalpindi,2,2,762
767,13500000,Bahria Town Rawalpindi,2,2,1524
768,2800000,Bahria Town Rawalpindi,1,2,980
769,7000000,Bahria Town Rawalpindi,2,2,1524
770,2400000,Bahria Town Rawalpindi,1,2,952
771,3500000,Bahria Town Rawalpindi,2,2,789
772,2200000,Bahria Town Rawalpindi,1,1,435
773,15000000,Bahria Town Rawalpindi,3,2,1579
774,4000000,Bahria Town Rawalpindi,1,1,680
775,3400000,Bahria Town Rawalpindi,1,2,980
776,2400000,Bahria Town Rawalpindi,1,2,952
777,3450000,Bahria Town Rawalpindi,1,1,653
778,4200000,Bahria Town Rawalpindi,2,2,789
779,13000000,Bahria Town Rawalpindi,2,2,1442
780,9700000,Bahria Town Rawalpindi,2,2,1633
781,11700000,Bahria Town Rawalpindi,3,3,2069
782,9700000,Bahria Town Rawalpindi,2,2,1579
783,6800000,Bahria Town Rawalpindi,2,1,1089
784,9200000,Bahria Town Rawalpindi,2,2,1551
785,5000000,Bahria Town Rawalpindi,2,2,1089
786,5500000,Bahria Town Rawalpindi,2,2,1089
787,3350000,Bahria Town Rawalpindi,1,1,653
788,7080000,Bahria Town Rawalpindi,2,2,1089
789,2300000,Bahria Town Rawalpindi,2,2,952
790,9500000,Bahria Town Rawalpindi,2,1,1116
791,2200000,Bahria Town Rawalpindi,1,1,544
792,3750000,Bahria Town Rawalpindi,1,1,735
793,5000000,Bahria Town Rawalpindi,2,2,980
794,7500000,Bahria Town Rawalpindi,1,1,980
795,2700000,Bahria Town Rawalpindi,2,2,1061
796,3350000,Bahria Town Rawalpindi,1,1,626
797,7000000,Bahria Town Rawalpindi,2,2,1579
798,8000000,Bahria Town Rawalpindi,1,1,898
799,2500000,Bahria Town Rawalpindi,1,2,952
800,13500000,Bahria Town Rawalpindi,2,2,1089
801,2700000,Bahria Town Rawalpindi,2,2,1034
802,4200000,Bahria Town Rawalpindi,1,2,1361
803,7080000,Bahria Town Rawalpindi,2,2,1143
804,9700000,Bahria Town Rawalpindi,2,2,1089
805,2400000,Bahria Town Rawalpindi,1,1,789
806,4500000,Bahria Town Rawalpindi,2,2,980
807,8200000,Bahria Town Rawalpindi,1,1,816
808,6500000,Bahria Town Rawalpindi,2,2,1252
809,3480000,Bahria Town Rawalpindi,1,1,653
810,5000000,Bahria Town Rawalpindi,2,2,898
811,3746000,Bahria Town Rawalpindi,1,1,653
812,3731000,Bahria Town Rawalpindi,1,1,653
813,3480000,Bahria Town Rawalpindi,1,1,653
814,5000000,Bahria Town Rawalpindi,2,2,898
815,3746000,Bahria Town Rawalpindi,1,1,653
816,3480000,Bahria Town Rawalpindi,1,1,653
817,2400000,Bahria Town Rawalpindi,1,1,789
818,4500000,Bahria Town Rawalpindi,1,2,1361
819,3500000,Bahria Town Rawalpindi,2,1,735
820,5500000,Bahria Town Rawalpindi,2,2,789
821,6700000,Bahria Town Rawalpindi,1,1,1034
822,2700000,Bahria Town Rawalpindi,1,2,952
823,2500000,Bahria Town Rawalpindi,1,2,952
824,3500000,Bahria Town Rawalpindi,1,2,653
825,9500000,Bahria Town Rawalpindi,2,2,1442
826,5000000,Bahria Town Rawalpindi,2,2,1279
827,2300000,Bahria Town Rawalpindi,1,2,1361
828,11000000,Bahria Town Rawalpindi,2,2,1824
829,2600000,Bahria Town Rawalpindi,1,2,1089
830,7080000,Bahria Town Rawalpindi,2,2,1089
831,6500000,Bahria Town Rawalpindi,2,2,1089
832,5500000,Bahria Town Rawalpindi,2,2,952
833,5500000,Bahria Town Rawalpindi,2,2,843
834,3800000,Bahria Town Rawalpindi,1,1,571
835,5200000,Bahria Town Rawalpindi,1,1,707
836,4300000,Bahria Town Rawalpindi,1,1,598
837,13500000,Bahria Town Rawalpindi,2,2,1442
838,3800000,Bahria Town Rawalpindi,1,1,598
839,7200000,Bahria Town Rawalpindi,2,1,980
840,3500000,Bahria Town Rawalpindi,1,1,598
841,12000000,Bahria Town Rawalpindi,2,2,1633
842,6800000,Bahria Town Rawalpindi,1,1,598
843,3300000,Bahria Town Rawalpindi,1,1,598
844,13500000,Bahria Town Rawalpindi,3,2,1524
845,1800000,Bahria Town Rawalpindi,2,1,980
846,7080000,Bahria Town Rawalpindi,2,2,1143
847,9500000,Bahria Town Rawalpindi,2,1,1116
848,2900000,Bahria Town Rawalpindi,1,2,1361
849,2900000,Bahria Town Rawalpindi,1,2,1361
850,6500000,Bahria Town Rawalpindi,2,2,1089
851,3500000,Bahria Town Rawalpindi,1,1,735
852,6200000,Bahria Town Rawalpindi,2,2,1143
853,3700000,Bahria Town Rawalpindi,2,2,980
854,5000000,Bahria Town Rawalpindi,2,2,843
855,3800000,Bahria Town Rawalpindi,1,1,871
856,4000000,Bahria Town Rawalpindi,2,2,980
857,5000000,Bahria Town Rawalpindi,2,2,1279
858,4000000,Bahria Town Rawalpindi,2,2,980
859,11800000,Bahria Town Rawalpindi,3,3,1905
860,2000000,Bahria Town Rawalpindi,1,1,435
861,4300000,Bahria Town Rawalpindi,1,2,1361
862,3000000,Bahria Town Rawalpindi,1,1,435
863,6000000,Bahria Town Rawalpindi,2,2,1279
864,8000000,Bahria Town Rawalpindi,3,3,1905
865,5000000,Bahria Town Rawalpindi,2,2,1279
866,4500000,Bahria Town Rawalpindi,2,2,980
867,4500000,Bahria Town Rawalpindi,1,1,626
868,2400000,Bahria Town Rawalpindi,1,1,544
869,2700000,Bahria Town Rawalpindi,1,2,1361
870,2100000,Bahria Town Rawalpindi,1,2,952
871,3100000,Bahria Town Rawalpindi,1,2,952
872,6000000,Bahria Town Rawalpindi,2,1,1061
873,3334000,Bahria Town Rawalpindi,1,1,626
874,6539000,Bahria Town Rawalpindi,2,2,1225
875,3500000,Bahria Town Rawalpindi,2,2,9256
876,4000000,Bahria Town Rawalpindi,1,2,816
877,16500000,Bahria Town Rawalpindi,2,2,2178
878,4500000,Bahria Town Rawalpindi,1,1,544
879,6500000,Bahria Town Rawalpindi,2,2,1306
880,3300000,Bahria Town Rawalpindi,1,1,598
881,7080000,Bahria Town Rawalpindi,2,2,1143
882,2800000,Bahria Town Rawalpindi,1,2,952
883,5800000,Bahria Town Rawalpindi,2,2,789
884,3200000,Bahria Town Rawalpindi,1,3,1361
885,3700000,Bahria Town Rawalpindi,2,2,816
886,2200000,Bahria Town Rawalpindi,1,1,544
887,4000000,Bahria Town Rawalpindi,2,2,980
888,4000000,Bahria Town Rawalpindi,1,1,598
889,3800000,Bahria Town Rawalpindi,1,1,598
890,4300000,Bahria Town Rawalpindi,1,2,1361
891,7000000,Bahria Town Rawalpindi,2,1,980
892,2950000,Bahria Town Rawalpindi,1,2,816
893,5000000,Bahria Town Rawalpindi,2,2,952
894,7000000,Bahria Town Rawalpindi,2,1,1143
895,5800000,Bahria Town Rawalpindi,2,2,1524
896,4500000,Bahria Town Rawalpindi,1,1,653
897,3600000,Bahria Town Rawalpindi,1,1,816
898,3500000,Bahria Town Rawalpindi,2,2,1089
899,1800000,Bahria Town Rawalpindi,1,1,544
900,3500000,Bahria Town Rawalpindi,2,2,1089
901,3200000,Bahria Town Rawalpindi,1,1,435
902,3200000,Bahria Town Rawalpindi,1,1,762
903,3300000,Bahria Town Rawalpindi,1,1,598
904,5500000,Bahria Town Rawalpindi,2,2,1143
905,3900000,Bahria Town Rawalpindi,1,1,898
906,9900000,Bahria Town Rawalpindi,4,4,2014
907,3480000,Bahria Town Rawalpindi,1,1,653
908,5000000,Bahria Town Rawalpindi,2,2,898
909,3746000,Bahria Town Rawalpindi,1,1,653
910,3731000,Bahria Town Rawalpindi,1,1,653
911,3480000,Bahria Town Rawalpindi,1,1,653
912,5000000,Bahria Town Rawalpindi,2,2,898
913,3746000,Bahria Town Rawalpindi,1,1,653
914,3480000,Bahria Town Rawalpindi,1,1,653
915,4500000,Bahria Town Rawalpindi,1,1,680
916,3400000,Bahria Town Rawalpindi,2,2,1197
917,8500000,Bahria Town Rawalpindi,3,2,1687
918,3500000,Bahria Town Rawalpindi,1,1,626
919,5000000,Bahria Town Rawalpindi,2,2,980
920,6000000,Bahria Town Rawalpindi,2,2,1306
921,3200000,Bahria Town Rawalpindi,1,1,490
922,4200000,Bahria Town Rawalpindi,1,2,1361
923,6400000,Bahria Town Rawalpindi,2,1,980
924,2750000,Bahria Town Rawalpindi,1,2,1442
925,2300000,Bahria Town Rawalpindi,1,2,1442
926,3150000,Bahria Town Rawalpindi,1,2,1442
927,3800000,Bahria Town Rawalpindi,1,2,1442
928,3650000,Bahria Town Rawalpindi,2,2,1034
929,717000,Bahria Town Rawalpindi,1,1,598
930,717000,Bahria Town Rawalpindi,1,1,598
931,14000000,Bahria Town Rawalpindi,2,2,1442
932,2200000,Bahria Town Rawalpindi,1,2,598
933,4500000,Bahria Town Rawalpindi,2,2,1089
934,2200000,Bahria Town Rawalpindi,1,2,980
935,7000000,Bahria Town Rawalpindi,2,1,1089
936,1300000,Bahria Town Rawalpindi,2,2,1116
937,665000,Bahria Town Rawalpindi,1,1,598
938,576000,Bahria Town Rawalpindi,1,1,490
939,1800000,Bahria Town Rawalpindi,1,1,544
940,3500000,Bahria Town Rawalpindi,2,2,1089
941,4500000,Bahria Town Rawalpindi,1,2,1361
942,4200000,Bahria Town Rawalpindi,1,2,1361
943,2300000,Bahria Town Rawalpindi,1,2,1361
944,3300000,Bahria Town Rawalpindi,1,2,1361
945,2900000,Bahria Town Rawalpindi,1,2,1361
946,3300000,Bahria Town Rawalpindi,1,2,1361
947,2900000,Bahria Town Rawalpindi,1,2,1361
948,4000000,Bahria Town Rawalpindi,1,1,843
949,1979000,Bahria Town Rawalpindi,3,3,1715
950,5800000,Bahria Town Rawalpindi,2,2,1334
951,5000000,Bahria Town Rawalpindi,2,2,1170
952,1000000,Bahria Town Rawalpindi,1,1,816
953,17500000,Bahria Town Rawalpindi,4,4,2831
954,717000,Bahria Town Rawalpindi,1,1,598
955,8800000,Bahria Town Rawalpindi,2,2,1415
956,6800000,Bahria Town Rawalpindi,2,1,1197
957,15000000,Bahria Town Rawalpindi,2,2,2069
958,5200000,Bahria Town Rawalpindi,2,2,1034
959,5800000,Bahria Town Rawalpindi,2,2,1497
960,2500000,Bahria Town Rawalpindi,1,1,462
961,9500000,Bahria Town Rawalpindi,2,1,1116
962,6000000,Bahria Town Rawalpindi,2,2,980
963,7000000,Bahria Town Rawalpindi,2,2,1143
964,8000000,Bahria Town Rawalpindi,3,3,1687
965,400000,Bahria Town Rawalpindi,1,1,843
966,5000000,Bahria Town Rawalpindi,2,2,1279
967,7080000,Bahria Town Rawalpindi,2,2,1143
968,7080000,Bahria Town Rawalpindi,2,2,1143
969,3200000,Bahria Town Rawalpindi,1,2,1143
970,14000000,Bahria Town Rawalpindi,2,2,1442
971,3200000,Bahria Town Rawalpindi,1,2,1143
972,7400000,Bahria Town Rawalpindi,2,2,735
973,1800000,Bahria Town Rawalpindi,2,1,980
974,4000000,Bahria Town Rawalpindi,2,1,598
975,2300000,Bahria Town Rawalpindi,1,1,490
976,8500000,Bahria Town Rawalpindi,2,3,1715
977,717000,Bahria Town Rawalpindi,1,1,598
978,4000000,Bahria Town Rawalpindi,2,2,762
979,1979000,Bahria Town Rawalpindi,3,3,1715
980,5000000,Bahria Town Rawalpindi,1,1,762
981,717000,Bahria Town Rawalpindi,1,1,598
982,4000000,Bahria Town Rawalpindi,1,1,843
983,1800000,Bahria Town Rawalpindi,1,1,544
984,3500000,Bahria Town Rawalpindi,2,2,1089
985,2500000,Bahria Town Rawalpindi,2,2,816
986,5000000,Bahria Town Rawalpindi,1,2,952
987,5100000,Bahria Town Rawalpindi,2,2,1361
988,2900000,Bahria Town Rawalpindi,1,2,1361
989,2900000,Bahria Town Rawalpindi,1,2,1361
990,1247000,Bahria Town Rawalpindi,2,2,1116
991,665000,Bahria Town Rawalpindi,1,1,598
992,1300000,Bahria Town Rawalpindi,2,2,1116
993,7500000,Bahria Town Rawalpindi,2,2,1442
994,717000,Bahria Town Rawalpindi,1,1,598
995,6200000,Bahria Town Rawalpindi,2,2,1143
996,3300000,Bahria Town Rawalpindi,1,1,653
997,9300000,Bahria Town Rawalpindi,3,3,1715
998,6000000,Bahria Town Rawalpindi,2,2,980
999,12800000,Bahria Town Rawalpindi,3,3,2205
1000,3500000,Bahria Town Rawalpindi,2,1,653
1001,9965000,Bahria Town Rawalpindi,3,3,1606
1002,4800000,Bahria Town Rawalpindi,2,2,1170
1003,2600000,Bahria Town Rawalpindi,1,2,1089
1004,6500000,Bahria Town Rawalpindi,2,2,1442
1005,6000000,Bahria Town Rawalpindi,2,2,980
1006,7000000,Bahria Town Rawalpindi,2,2,1143
1007,10000000,Bahria Town Rawalpindi,2,2,1442
1008,3458000,Bahria Town Rawalpindi,1,1,653
1009,1800000,Bahria Town Rawalpindi,1,1,544
1010,1600000,Bahria Town Rawalpindi,2,1,1007
1011,4000000,Bahria Town Rawalpindi,1,1,598
1012,7000000,Bahria Town Rawalpindi,2,2,1279
1013,8000000,Bahria Town Rawalpindi,1,1,1034
1014,3200000,Bahria Town Rawalpindi,1,2,952
1015,2800000,Bahria Town Rawalpindi,1,1,626
1016,5000000,Bahria Town Rawalpindi,3,2,1279
1017,3700000,Bahria Town Rawalpindi,2,2,816
1018,4500000,Bahria Town Rawalpindi,1,1,653
1019,6000000,Bahria Town Rawalpindi,2,2,980
1020,2500000,Bahria Town Rawalpindi,1,1,435
1021,3500000,Bahria Town Rawalpindi,2,2,1089
1022,5000000,Bahria Town Rawalpindi,2,2,1279
1023,5000000,Bahria Town Rawalpindi,1,1,571
1024,3500000,Bahria Town Rawalpindi,2,2,1089
1025,3400000,Bahria Town Rawalpindi,1,2,1361
1026,1979000,Bahria Town Rawalpindi,3,3,1715
1027,1247000,Bahria Town Rawalpindi,2,2,1116
1028,665000,Bahria Town Rawalpindi,1,1,598
1029,665000,Bahria Town Rawalpindi,1,1,598
1030,6500000,Bahria Town Rawalpindi,2,2,1089
1031,8000000,other,2,3,1932
1032,6200000,other,3,3,1361
1033,5600000,other,3,3,1361
1034,4500000,other,2,3,1334
1035,3550000,other,2,2,1061
1036,3200000,other,1,1,843
1037,6500000,other,2,3,1388
1038,19400000,other,1,1,1170
1039,31000000,other,2,2,1960
1040,45000000,other,4,4,2450
1041,43000000,other,2,2,2450
1042,14000000,other,1,1,925
1043,20000000,other,1,1,1197
1044,2750000,Chak Shahzad,1,1,653
1045,2500000,Chak Shahzad,1,1,598
1046,2850000,Chak Shahzad,1,1,680
1047,2750000,Chak Shahzad,1,1,653
1048,2750000,Chak Shahzad,1,1,653
1049,2500000,Chak Shahzad,1,1,598
1050,2500000,Chak Shahzad,1,1,598
1051,2850000,Chak Shahzad,1,1,680
1052,2200000,other,2,2,898
1053,3600000,other,2,2,1170
1054,4800000,other,2,2,1334
1055,4500000,other,2,2,1442
1056,2000000,other,1,1,789
1057,14000000,other,4,4,4356
1058,5000000,other,2,2,1606
1059,2200000,other,1,1,653
1060,9000000,D-12,2,2,1089
1061,6500000,D-12,2,2,1089
1062,11000000,D-12,2,2,1334
1063,5500000,D-12,2,2,1034
1064,7000000,D-12,2,2,1034
1065,6000000,D-12,2,2,1279
1066,9000000,D-12,2,2,1089
1067,6000000,D-17,3,2,1824
1068,5500000,D-17,3,3,1932
1069,3500000,D-17,2,2,1143
1070,6000000,D-17,3,3,2069
1071,3800000,D-17,2,2,1034
1072,4500000,D-17,3,3,1279
1073,5700000,D-17,3,2,1851
1074,1750000,D-17,1,1,435
1075,4600000,D-17,3,3,1470
1076,1750000,D-17,1,1,435
1077,3700000,D-17,3,3,1034
1078,3700000,D-17,3,3,1034
1079,5800000,D-17,3,3,1987
1080,3700000,D-17,3,3,1034
1081,5000000,D-17,3,3,1470
1082,2800000,D-17,1,1,735
1083,5000000,D-17,3,3,1470
1084,4800000,D-17,3,3,1470
1085,4800000,D-17,3,3,1470
1086,4800000,D-17,3,3,1470
1087,1700000,D-17,1,1,544
1088,4200000,D-17,2,2,1334
1089,5000000,D-17,3,2,1796
1090,5800000,D-17,3,3,1932
1091,4200000,D-17,2,2,1334
1092,1800000,D-17,1,1,544
1093,5100000,D-17,2,2,1279
1094,4900000,D-17,3,3,1579
1095,2100000,D-17,1,1,707
1096,2900000,D-17,1,1,789
1097,2000000,D-17,1,1,544
1098,4000000,D-17,2,2,980
1099,3800000,D-17,2,2,980
1100,2000000,D-17,1,1,544
1101,1700000,D-17,1,1,544
1102,4000000,D-17,2,2,980
1103,3800000,D-17,2,2,1034
1104,2200000,D-17,1,1,544
1105,3700000,D-17,3,3,1034
1106,4500000,D-17,3,3,1470
1107,3500000,D-17,2,2,1143
1108,2000000,D-17,1,1,517
1109,15500000,DHA Defence,4,4,3267
1110,12500000,DHA Defence,3,3,2423
1111,6500000,DHA Defence,2,2,1715
1112,11500000,DHA Defence,4,3,3539
1113,3600000,DHA Defence,2,2,980
1114,12500000,DHA Defence,3,3,2423
1115,4900000,DHA Defence,3,2,1334
1116,4500000,DHA Defence,2,3,1061
1117,12000000,DHA Defence,3,3,2477
1118,2500000,DHA Defence,1,1,735
1119,7800000,DHA Defence,3,2,2150
1120,6800000,DHA Defence,3,3,1824
1121,6500000,DHA Defence,4,3,1824
1122,6750000,DHA Defence,4,3,1824
1123,6800000,DHA Defence,2,2,1715
1124,5100000,DHA Defence,3,2,1334
1125,3700000,DHA Defence,2,2,980
1126,5000000,DHA Defence,3,2,1334
1127,11500000,DHA Defence,4,3,3539
1128,6800000,DHA Defence,2,2,1715
1129,4600000,DHA Defence,1,1,1170
1130,6500000,DHA Defence,4,3,1824
1131,7849000,DHA Defence,3,3,2150
1132,3700000,DHA Defence,2,2,980
1133,5100000,DHA Defence,2,2,1334
1134,7000000,DHA Defence,4,3,1824
1135,3800000,DHA Defence,2,2,980
1136,5000000,DHA Defence,3,2,1334
1137,3250000,DHA Defence,2,2,980
1138,2450000,DHA Defence,1,1,735
1139,4500000,DHA Defence,1,1,1143
1140,3650000,DHA Defence,2,2,980
1141,7800000,DHA Defence,3,3,2150
1142,5500000,DHA Defence,3,3,1633
1143,6800000,DHA Defence,3,3,1824
1144,4500000,DHA Defence,1,1,952
1145,16500000,DHA Defence,4,3,3267
1146,16500000,DHA Defence,4,3,3158
1147,5100000,DHA Defence,3,2,1334
1148,6400000,DHA Defence,3,3,1824
1149,3000000,DHA Defence,1,1,952
1150,3500000,DHA Defence,1,1,1089
1151,2450000,DHA Defence,1,1,735
1152,7800000,DHA Defence,3,2,2150
1153,16000000,DHA Defence,3,3,3158
1154,5000000,DHA Defence,3,2,1334
1155,3700000,DHA Defence,2,2,980
1156,4500000,DHA Defence,2,2,980
1157,12000000,DHA Defence,3,3,2477
1158,17500000,DHA Defence,4,4,4846
1159,3100000,DHA Defence,2,2,843
1160,6300000,DHA Defence,3,3,1660
1161,5600000,DHA Defence,2,2,1633
1162,12500000,DHA Defence,4,4,3974
1163,4700000,DHA Defence,2,2,1388
1164,5400000,DHA Defence,3,2,1334
1165,2700000,DHA Defence,2,2,789
1166,6650000,DHA Defence,4,3,1824
1167,4700000,DHA Defence,3,2,1388
1168,6500000,DHA Defence,4,3,1824
1169,3800000,DHA Defence,2,2,816
1170,3500000,DHA Defence,2,2,980
1171,5000000,DHA Defence,3,3,1334
1172,3500000,DHA Defence,2,2,980
1173,6600000,DHA Defence,3,3,1824
1174,3400000,DHA Defence,2,2,980
1175,3400000,DHA Defence,2,2,980
1176,2950000,DHA Defence,1,1,762
1177,6300000,DHA Defence,3,3,1660
1178,13500000,DHA Defence,3,3,2722
1179,3600000,DHA Defence,2,2,980
1180,3800000,DHA Defence,2,2,980
1181,3800000,DHA Defence,2,2,980
1182,3850000,DHA Defence,2,2,980
1183,2750000,DHA Defence,1,1,762
1184,17000000,DHA Defence,3,3,3158
1185,13000000,DHA Defence,3,4,3539
1186,2600000,DHA Defence,1,1,735
1187,2800000,DHA Defence,1,1,735
1188,3600000,DHA Defence,1,1,843
1189,3800000,DHA Defence,2,2,980
1190,3800000,DHA Defence,2,2,980
1191,3500000,DHA Defence,2,2,980
1192,3600000,DHA Defence,1,1,843
1193,6700000,DHA Defence,4,3,1824
1194,3800000,DHA Defence,2,2,980
1195,5000000,DHA Defence,3,2,1334
1196,6600000,DHA Defence,2,2,1715
1197,2500000,DHA Defence,1,1,735
1198,4800000,DHA Defence,1,1,1170
1199,3000000,DHA Defence,1,1,735
1200,5000000,DHA Defence,1,1,952
1201,3850000,DHA Defence,2,2,980
1202,7300000,DHA Defence,4,3,1824
1203,13000000,DHA Defence,4,3,3539
1204,5099000,DHA Defence,3,2,1334
1205,5000000,DHA Defence,2,2,1334
1206,6500000,DHA Defence,3,3,1660
1207,4500000,DHA Defence,1,1,1089
1208,8200000,DHA Defence,3,3,1633
1209,3650000,DHA Defence,2,2,980
