,Price,House_location,baths,beds,total_sqft,portion,garage
1674,25000,Soan Garden,3,3,2722,1,1
1675,26000,Soan Garden,3,3,2722,1,1
1676,45000,G-11,2,2,2178,1,1
1678,47000,G-11,2,2,2178,1,1
1679,18000,FECHS,3,2,1905,1,1
1680,36000,G-13,3,3,1905,1,1
1683,30000,Margalla Town,2,2,1361,1,0
1684,42000,Margalla Town,3,4,1905,1,1
1685,45000,G-13,5,4,3267,1,2
1686,22000,Bani Gala,2,2,1905,1,1
1690,30000,I-10,2,2,1361,1,0
1693,40000,G-8,3,2,1633,1,1
1694,45000,DHA Defence,3,3,3267,1,2
1702,50000,E-11,3,3,2722,1,1
1703,42000,G-11,3,2,2178,1,1
1706,55000,G-10,3,3,2722,1,1
1707,38000,G-10,3,2,1361,1,0
1708,75000,G-10,4,3,3267,1,2
1714,55000,I-8,3,3,3267,1,2
1717,50000,E-11,3,3,2722,1,1
1718,40000,G-13,4,3,2722,1,1
1727,31000,DHA Defence,3,3,2722,1,1
1728,37000,G-15,3,3,2722,1,1
1733,28000,G-11,2,2,2178,1,1
1737,65000,Bahria Town,3,3,3811,1,2
1738,25000,CBR Town,2,2,1905,1,1
1739,35000,CBR Town,3,3,3267,1,2
1742,23000,FECHS,3,2,2722,1,1
1743,30000,Margalla Town,2,2,1361,1,0
1745,50000,E-11,3,2,2722,1,1
1747,140000,other,2,2,1334,1,0
1748,50000,G-11,3,3,2531,1,1
1749,60000,F-11,2,2,2722,1,1
1753,70000,I-8,3,3,3811,1,2
1754,55000,I-8,3,3,3811,1,2
1755,65000,G-11,3,3,3865,1,2
1759,50000,G-11,3,3,2531,1,1
1760,50000,G-11,3,3,2531,1,1
1761,37000,National Police Foundation O-9,3,3,3620,1,2
1762,35000,B-17,3,3,3865,1,2
1763,37000,I-9,3,3,2178,1,1
1765,30000,Bani Gala,2,2,1905,1,1
1766,21000,Soan Garden,2,2,1633,1,1
1767,25000,Soan Garden,3,3,2722,1,1
1768,26000,Soan Garden,3,3,2722,1,1
1772,36000,G-13,3,3,2178,1,1
1777,25000,Chatha Bakhtawar,3,2,1361,1,0
1779,55000,F-11,2,2,2722,1,1
1780,36000,I-10,2,3,1633,1,1
1781,28000,other,3,3,1905,1,1
1782,38000,Bahria Town,3,3,2722,1,1
1784,40000,Bani Gala,3,3,2722,1,1
1785,18000,Ghauri Town,2,2,1361,1,0
1789,31000,DHA Defence,2,2,2722,1,1
1793,30000,G-11,2,2,1361,1,0
1794,22000,I-9,1,2,1824,1,1
1795,37000,I-9,3,3,2178,1,1
1796,27000,Soan Garden,3,3,2722,1,1
1797,38000,G-10,2,2,1361,1,0
1798,42000,G-10,2,2,3267,1,2
1800,13000,Ghauri Town,2,3,1089,1,0
1802,35000,I-10,2,2,1361,1,0
1804,55000,I-8,3,3,2722,1,1
1806,28000,I-10,2,2,1633,1,1
1807,18000,Ghauri Town,3,2,1633,1,1
1808,42000,Margalla Town,3,3,1905,1,1
1809,33000,E-11,2,2,1633,1,1
1812,60000,G-10,3,3,2994,1,2
1813,65000,E-11,3,3,2722,1,1
1817,70000,I-8,3,3,3375,1,2
1820,35000,Soan Garden,3,3,2722,1,1
1822,30000,H-13,5,4,2722,1,1
1823,27000,PWD Housing Scheme,3,3,2722,1,1
1825,65000,G-9,3,3,3267,1,2
1826,55000,G-11,3,3,2178,1,1
1828,55000,F-11,2,2,2450,1,1
1831,35000,G-15,3,3,3865,1,2
1832,35000,G-15,3,3,3865,1,2
1836,25000,Soan Garden,3,3,2722,1,1
1837,35000,other,4,3,2994,1,2
1840,50000,Bahria Town,3,3,2722,1,1
1842,65000,I-8,3,3,3811,1,2
1845,45000,DHA Defence,4,3,3267,1,2
1849,21000,Soan Garden,2,2,1633,1,1
1850,22000,Soan Garden,2,2,1633,1,1
1851,26000,Soan Garden,3,3,2722,1,1
1852,25000,Soan Garden,3,3,2722,1,1
1856,75000,I-8,3,3,3375,1,2
1857,65000,I-8,3,3,3375,1,2
1858,55000,I-8,3,3,3865,1,2
1859,27500,F-17,3,3,2722,1,1
1861,23000,G-11,1,2,816,1,0
1862,27500,G-15,3,3,2178,1,1
1863,28000,G-15,3,3,2178,1,1
1864,25000,G-15,3,3,2178,1,1
1865,26000,G-15,3,3,2178,1,1
1866,27000,G-15,3,3,2178,1,1
1870,40000,DHA Defence,2,2,2722,1,1
1873,65000,G-10,4,3,3539,1,2
1880,15000,other,1,2,544,1,0
1882,32000,F-17,4,4,3811,1,2
1884,35000,DHA Defence,3,2,2722,1,1
1887,80000,G-10,3,3,3865,1,2
1898,45000,E-11,2,2,2531,1,1
1901,68000,other,3,3,1932,1,1
1903,43000,E-11,2,2,1633,1,1
1905,80000,E-11,3,3,2722,1,1
1909,33000,I-10,2,2,1334,1,0
1912,75000,I-8,3,3,3811,1,2
1913,37000,Margalla Town,2,2,1905,1,1
1914,42000,E-11,2,2,2722,1,1
1915,17000,H-13,3,2,1361,1,0
1916,50000,E-11,3,2,3267,1,2
1923,65000,G-9,4,5,3811,1,2
1927,35000,G-15,3,3,3865,1,2
1929,26000,G-15,2,2,2178,1,1
1931,35000,I-10,3,3,1905,1,1
1933,26000,G-15,2,2,2178,1,1
1934,26000,G-15,2,2,2178,1,1
1935,32000,D-12,2,2,2722,1,1
1939,60000,G-10,3,3,3811,1,2
1946,55000,I-8,3,3,3267,1,2
1951,60000,F-11,2,2,2531,1,1
1959,22000,Ghauri Town,3,3,1905,1,1
1961,35000,I-10,3,3,1633,1,1
1962,36000,G-10,2,2,1824,1,1
1963,55000,F-11,2,2,2722,1,1
1965,18000,I-10,2,2,1633,1,1
1966,36000,Margalla Town,2,2,1633,1,1
1968,35000,Bahria Town,3,3,2722,1,1
1969,33000,I-10,2,2,1824,1,1
1970,20000,Chatha Bakhtawar,2,2,1361,1,0
1971,45000,Bahria Town,2,2,2722,1,1
1973,57000,F-11,2,2,2531,1,1
1976,32000,G-11,2,2,1197,1,0
1977,60000,G-11,3,3,3267,1,2
1982,40000,E-11,2,2,2178,1,1
1984,80000,G-10,3,3,1361,1,0
1985,40000,G-11,2,2,1361,1,0
1986,28000,G-11,2,2,1089,1,0
1987,25000,Soan Garden,3,2,2722,1,1
1988,32000,Pakistan Town,4,3,2722,1,1
1989,60000,G-11,3,3,3267,1,2
1996,30000,Margalla Town,2,2,1361,1,0
1997,25000,CBR Town,3,2,2178,1,1
1998,25000,other,2,2,2178,1,1
1999,18000,FECHS,4,4,1905,1,1
2000,22000,FECHS,3,2,1905,1,1
2001,23000,FECHS,3,2,2722,1,1
2002,46000,G-6,3,3,1633,1,1
2003,19000,FECHS,3,2,1905,1,1
2004,26000,Soan Garden,3,3,2722,1,1
2005,25000,Soan Garden,3,3,2722,1,1
2006,27000,Soan Garden,3,3,2722,1,1
2007,35000,G-6,3,3,1361,1,0
2008,65000,E-11,3,3,3811,1,2
2009,18000,Ghauri Town,2,2,1361,1,0
2012,25000,Bani Gala,3,2,2178,1,1
2013,38000,E-11,2,2,1824,1,1
2014,16000,Ghauri Town,2,2,1361,1,0
2016,17000,Ghauri Town,2,2,1361,1,0
2021,45000,G-15,4,4,3267,1,2
2024,20000,Ghauri Town,3,2,1361,1,0
2025,35000,I-10,3,3,1824,1,1
2028,30000,I-10,2,3,1824,1,1
2029,35000,I-10,2,2,1361,1,0
2031,65000,G-10,3,3,3865,1,2
2033,32000,Pakistan Town,4,4,3267,1,2
2036,65000,G-9,2,2,3865,1,2
2037,25000,D-12,2,2,1089,1,0
2043,55000,G-9,3,3,3267,1,2
2050,23000,G-13,2,2,1197,1,0
2051,45000,Bahria Town,3,2,2722,1,1
2052,45000,Bahria Town,3,2,2722,1,1
2053,45000,Bahria Town,3,2,2722,1,1
2054,42000,G-9,3,3,3267,1,2
2055,42000,G-9,3,3,3267,1,2
2056,42000,G-9,3,3,3267,1,2
2057,25000,PWD Housing Scheme,2,2,2722,1,1
2058,19000,Ghauri Town,3,2,1361,1,0
2061,50000,G-13,4,3,3865,1,2
2062,35000,G-13,3,2,2178,1,1
2064,22000,Naval Anchorage,2,2,1361,1,0
2066,60000,I-8,3,3,3811,1,2
2068,25000,DHA Defence,2,2,1089,1,0
2069,46000,E-11,2,2,1089,1,0
2070,26000,Shehzad Town,2,2,2178,1,1
2071,17000,Shehzad Town,1,1,816,1,0
2072,15000,other,1,2,544,1,0
2074,42000,E-11,2,3,2722,1,1
2075,35000,Margalla Town,3,3,1633,1,1
2077,40000,E-11,2,2,2722,1,1
2078,42000,E-11,3,3,3267,1,2
2082,42000,E-11,2,2,2722,1,1
2083,25000,I-14,3,3,1905,1,1
2087,38000,G-15,4,3,3267,1,2
2090,62000,F-11,3,2,2722,1,1
2094,30000,DHA Defence,3,2,2722,1,1
2097,55000,G-11,3,3,3865,1,2
2102,65000,G-11,3,3,3267,1,2
2107,36000,G-11,2,2,2178,1,1
2109,25000,I-14,2,2,2531,1,1
2110,26000,Bahria Town,3,3,1905,1,1
2111,18000,Ghauri Town,2,2,1361,1,0
2112,18000,Ghauri Town,2,2,1089,1,0
2122,25000,I-14,3,3,980,1,0
2124,25000,Pakistan Town,3,3,2722,1,1
2126,60000,I-8,3,3,3267,1,2
2127,20000,Bani Gala,2,2,3267,1,2
2129,35000,I-10,3,3,1633,1,1
2130,40000,I-10,2,2,1633,1,1
2131,33000,I-10,2,2,1633,1,1
2132,32000,I-10,2,2,1361,1,0
2133,16000,I-10,2,2,1089,1,0
2136,42000,D-12,3,3,2722,1,1
2137,30000,G-13,3,2,1905,1,1
2139,35000,G-10,2,2,1361,1,0
2140,27000,G-10,2,2,1633,1,1
2141,45000,G-9,3,3,2722,1,1
2142,55000,G-10,3,3,3267,1,2
2143,60000,G-10,3,3,2722,1,1
2147,30000,G-15,3,3,1905,1,1
2149,33000,G-9,2,2,1361,1,0
2153,23000,G-13,3,2,1089,1,0
2154,32000,G-11,2,2,1361,1,0
2156,37000,I-10,2,2,1633,1,1
2157,31000,I-10,2,3,1361,1,0
2158,35500,I-10,3,3,1633,1,1
2161,60000,G-11,3,3,3811,1,2
2162,55000,G-8,3,3,1905,1,1
2163,30000,G-15,3,3,1905,1,1
2168,18000,Pakistan Town,2,2,1361,1,0
2169,42000,G-9,2,2,3865,1,2
2170,30000,G-6,2,3,1905,1,1
2171,70000,G-11,3,3,3865,1,2
2172,35000,CBR Town,4,3,3865,1,2
2173,30000,Korang Town,3,3,3267,1,2
2174,25000,I-10,3,3,1361,1,0
2175,55000,I-8,3,3,3811,1,2
2179,27000,G-15,3,2,1905,1,1
2181,36000,I-10,2,2,1633,1,1
2182,31000,I-10,2,2,1633,1,1
2183,35000,I-10,3,3,1633,1,1
2186,40000,Bahria Town,3,3,2722,1,1
2188,16000,Chatha Bakhtawar,2,2,1361,1,0
2191,75000,G-6,3,3,3267,1,2
2192,35000,G-11,2,2,2178,1,1
2197,40000,G-9,2,2,2722,1,1
2200,35000,G-9,2,2,1633,1,1
2201,27000,G-9,2,2,1633,1,1
2202,50000,G-9,3,3,3267,1,2
2203,68000,G-11,3,3,3865,1,2
2205,40000,G-9,2,2,3267,1,2
2206,16000,Ghauri Town,2,2,1361,1,0
2207,35000,Ghauri Town,4,4,2722,1,1
2208,23000,Ghauri Town,3,3,1361,1,0
2209,65000,G-11,3,3,3267,1,2
2211,35000,D-17,3,3,3865,1,2
2213,40000,G-9,2,2,3811,1,2
2214,24000,G-13,2,2,1089,1,0
2215,55000,I-8,3,3,3375,1,2
2216,30000,G-11,2,2,1197,1,0
2217,60000,E-11,3,2,3811,1,2
2219,55000,I-8,3,3,2994,1,2
2220,26000,G-15,2,2,2178,1,1
2221,50000,G-11,3,3,3865,1,2
2222,40000,F-11,2,2,2531,1,1
2224,45000,E-11,2,2,2178,1,1
2225,47000,G-10,2,2,1824,1,1
2229,55000,F-11,2,2,1824,1,1
2230,55000,E-11,3,3,2722,1,1
2231,50000,G-13,3,3,3865,1,2
2232,27000,G-13,2,2,1197,1,0
2233,45000,F-11,2,2,2450,1,1
2234,60000,E-11,3,2,3920,1,2
2235,30000,G-13,3,2,1361,1,0
2239,15000,other,2,2,1089,1,0
2241,70000,I-8,3,3,3811,1,2
2243,32000,DHA Defence,3,2,2722,1,1
2245,30000,DHA Defence,3,2,2722,1,1
2248,48000,G-10,2,2,1824,1,1
2249,45000,D-12,3,3,3021,1,2
2250,25000,G-13,2,3,1197,1,0
2251,30000,Korang Town,3,3,3267,1,2
2254,25000,I-10,2,2,1197,1,0
2255,28000,G-11,1,2,816,1,0
2258,35000,CBR Town,4,3,3267,1,2
2262,45000,G-13,3,3,2722,1,1
2264,26000,PWD Housing Scheme,3,3,2722,1,1
2265,27000,PWD Housing Scheme,3,3,2722,1,1
2266,25000,PWD Housing Scheme,3,3,2722,1,1
2268,35000,PWD Housing Scheme,3,3,3267,1,2
2269,18000,Korang Town,2,2,1633,1,1
2270,30000,National Police Foundation O-9,3,3,2722,1,1
2271,27000,G-11,1,2,1361,1,0
2278,35000,DHA Defence,3,3,2722,1,1
2281,45000,G-15,4,4,3267,1,2
2282,50000,Bahria Town,2,2,2722,1,1
2283,55000,I-8,3,3,3811,1,2
2285,70000,E-11,5,3,2722,1,1
2286,60000,F-11,3,3,2722,1,1
2287,35000,DHA Defence,3,3,3267,1,2
2289,30000,F-17,3,3,3865,1,2
2290,15000,Bani Gala,2,2,2178,1,1
2291,65000,I-8,3,3,3811,1,2
2292,35000,other,3,3,3375,1,2
2293,28000,G-15,2,2,2178,1,1
2298,25000,F-17,3,3,1905,1,1
2299,40000,E-11,2,2,1633,1,1
2303,35000,Ghauri Town,3,3,2722,1,1
2304,26000,G-11,1,2,1197,1,0
2306,27000,G-15,2,2,1905,1,1
2307,50000,D-12,4,3,2722,1,1
2308,65000,I-8,3,3,3267,1,2
2309,75000,I-8,3,3,3267,1,2
2311,38000,G-15,3,3,3811,1,2
2312,40000,G-10,2,2,3865,1,2
2314,55000,G-9,3,3,3865,1,2
2316,52000,E-11,2,2,2722,1,1
2317,75000,I-8,3,3,3865,1,2
2318,23000,G-11,1,2,980,1,0
2325,18000,Pakistan Town,3,2,1361,1,0
2326,20000,DHA Defence,2,2,1361,1,0
2330,42000,E-11,3,3,2722,1,1
2333,35000,Pakistan Town,3,3,3375,1,2
2335,65000,I-8,3,3,3267,1,2
2336,55000,I-8,2,2,3267,1,2
2337,55000,I-8,3,3,3267,1,2
2341,27000,National Police Foundation O-9,2,2,2722,1,1
2342,27000,National Police Foundation O-9,2,2,2722,1,1
2347,35000,G-10,1,2,1361,1,0
2348,55000,G-10,2,2,3267,1,2
2349,30000,I-10,2,2,1824,1,1
2350,35000,G-10,2,2,1633,1,1
2351,25000,I-10,2,2,1197,1,0
2353,30000,G-10,2,1,1633,1,1
2354,65000,G-10,3,3,2722,1,1
2356,27000,G-15,2,2,1905,1,1
2357,45000,G-15,4,3,3267,1,2
2363,85000,other,3,3,680,1,0
2364,37000,G-15,4,3,3267,1,2
2365,65000,E-11,3,3,3267,1,2
2367,22000,I-10,2,2,1361,1,0
2368,40000,E-11,2,2,2178,1,1
2370,50000,E-11,2,2,2531,1,1
2376,80000,I-8,3,3,3267,1,2
2378,20000,G-11,1,2,980,1,0
2379,27000,G-11,1,2,1197,1,0
2380,40000,E-11,2,2,1905,1,1
2382,40000,G-10,2,2,3865,1,2
2383,25000,I-14,3,3,1905,1,1
2384,25000,CBR Town,2,2,2531,1,1
2386,28000,Pakistan Town,3,3,2722,1,1
2387,25000,Korang Town,2,2,2178,1,1
2388,23000,Korang Town,2,2,2178,1,1
2390,25000,Korang Town,2,2,1905,1,1
2391,20000,Korang Town,2,2,1361,1,0
2392,28000,PWD Housing Scheme,3,4,2722,1,1
2393,18000,Pakistan Town,2,2,1361,1,0
2396,35000,CBR Town,3,3,3865,1,2
2397,25000,G-15,2,2,2178,1,1
2398,25000,G-15,2,2,2178,1,1
2399,28000,G-15,2,2,2178,1,1
2400,28000,G-15,2,2,2178,1,1
2401,35000,G-15,3,3,3811,1,2
2402,35000,G-15,3,3,3811,1,2
2412,45000,E-11,2,2,2178,1,1
2413,40000,E-11,2,2,2178,1,1
2414,60000,E-11,2,2,1905,1,1
2415,50000,E-11,2,2,1905,1,1
2416,55000,E-11,3,3,1905,1,1
2419,65000,I-8,3,3,3267,1,2
2420,60000,I-8,3,3,3267,1,2
2421,75000,I-8,3,3,3267,1,2
2422,65000,I-8,3,3,3267,1,2
2423,65000,I-8,3,3,3267,1,2
2424,65000,I-8,3,3,3267,1,2
2426,70000,I-8,3,3,3267,1,2
2429,75000,other,4,4,3620,1,2
2431,55000,I-8,3,3,2722,1,1
2433,58000,I-8,3,3,3267,1,2
2434,32000,other,3,3,2722,1,1
2435,60000,I-8,3,3,3267,1,2
2436,60000,I-8,3,3,2722,1,1
2438,60000,I-8,3,3,2722,1,1
2441,60000,I-8,3,3,2722,1,1
2445,65000,I-8,3,3,3267,1,2
2446,75000,I-8,3,3,2722,1,1
2447,60000,I-8,3,3,2722,1,1
2450,55000,I-8,3,3,2722,1,1
2453,28000,G-11,2,2,1089,1,0
2456,65000,I-8,3,3,3539,1,2
2461,75000,I-8,3,3,3375,1,2
2465,20000,Bani Gala,2,2,1361,1,0
2466,17500,Pakistan Town,3,2,1361,1,0
2467,20000,Pakistan Town,3,3,1633,1,1
2469,37000,G-11,2,2,2178,1,1
2470,18000,Ghauri Town,2,2,1361,1,0
2472,55000,E-11,2,2,2722,1,1
2473,50000,E-11,2,2,2178,1,1
2474,55000,E-11,2,2,1633,1,1
2478,35000,G-11,2,2,1905,1,1
2492,28000,G-15,2,2,2178,1,1
2493,60000,G-11,3,3,3865,1,2
2494,26000,G-11,1,2,1197,1,0
2498,58000,E-11,3,2,3811,1,2
2502,40000,E-11,2,2,1633,1,1
2506,33000,DHA Defence,3,2,2722,1,1
2510,25000,DHA Defence,2,2,2722,1,1
2511,15000,other,2,2,1089,1,0
2513,65000,I-8,3,3,3865,1,2
2516,65000,G-10,3,3,3267,1,2
2518,45000,E-11,3,2,2178,1,1
2519,38000,B-17,4,4,3267,1,2
2522,60000,G-11,3,3,3539,1,2
2529,32000,I-10,3,3,1633,1,1
2530,33000,G-11,2,2,1361,1,0
2531,55000,G-9,2,3,2722,1,1
2532,27000,I-14,3,3,2178,1,1
2534,45000,E-11,3,2,2722,1,1
2536,35000,I-10,2,2,1633,1,1
2537,53000,E-11,3,3,2722,1,1
2538,30000,I-8,3,3,1361,1,0
2540,45000,E-11,3,3,2722,1,1
2542,45000,E-11,3,2,2722,1,1
2546,50000,I-10,2,3,2178,1,1
2547,27000,I-10,2,2,1089,1,0
2548,35000,DHA Defence,3,2,2722,1,1
2551,42000,G-15,4,4,3811,1,2
2552,25000,I-10,1,2,1361,1,0
2554,50000,E-11,2,2,2722,1,1
2556,55000,G-9,2,3,2722,1,1
2559,45000,I-9,2,2,2178,1,1
2562,25000,Green Avenue,2,2,1361,1,0
2567,32000,I-10,2,2,1824,1,1
2569,50000,I-10,2,3,2178,1,1
2571,45000,G-13,3,3,2722,1,1
2573,26000,Soan Garden,3,3,2722,1,1
2574,27000,Soan Garden,3,3,2722,1,1
2575,60000,I-8,3,3,3267,1,2
2576,60000,I-8,3,3,3267,1,2
2577,65000,I-8,4,4,3865,1,2
2578,30000,G-11,2,3,1361,1,0
2579,25000,I-10,2,2,1361,1,0
2580,65000,I-8,3,3,3267,1,2
2581,75000,I-8,3,3,3267,1,2
2582,35000,I-10,2,2,1633,1,1
2583,60000,I-8,3,3,3267,1,2
2584,55000,I-8,2,2,3267,1,2
2586,25000,B-17,3,3,2178,1,1
2587,35000,G-13,3,3,2178,1,1
2589,75000,I-8,3,3,3267,1,2
2592,45000,E-11,3,3,2178,1,1
2593,40000,E-11,2,2,1905,1,1
2598,35000,G-8,2,2,1633,1,1
2599,40000,G-15,4,3,3865,1,2
2600,25000,other,3,4,1361,1,0
2606,50000,G-13,4,3,2722,1,1
2607,30000,G-6,1,2,1905,1,1
2608,30000,G-6,1,2,2178,1,1
2609,17000,I-10,2,2,1089,1,0
2610,18000,I-10,2,2,1089,1,0
2611,20000,I-10,2,2,1089,1,0
2612,25000,I-10,2,2,1361,1,0
2613,27000,I-10,2,2,1361,1,0
2614,28000,I-10,2,2,1361,1,0
2615,30000,I-10,2,2,1361,1,0
2616,32000,I-10,2,2,1361,1,0
2617,32000,I-10,2,2,1633,1,1
2618,30000,I-10,2,2,1633,1,1
2619,28000,I-10,2,2,1633,1,1
2620,25000,I-10,2,2,1633,1,1
2621,30000,I-10,2,2,1633,1,1
2622,35000,I-10,2,2,1633,1,1
2623,32000,I-10,2,2,1361,1,0
2624,20000,I-10,2,2,1089,1,0
2625,17000,I-10,2,2,1089,1,0
2631,28000,PWD Housing Scheme,2,2,2722,1,1
2632,30000,PWD Housing Scheme,2,2,2722,1,1
2633,32000,PWD Housing Scheme,2,2,2722,1,1
2634,34000,PWD Housing Scheme,2,2,2722,1,1
2635,35000,PWD Housing Scheme,2,2,2722,1,1
2636,36000,PWD Housing Scheme,2,2,2722,1,1
2637,38000,PWD Housing Scheme,2,2,2722,1,1
2638,39000,PWD Housing Scheme,2,2,2722,1,1
2639,40000,PWD Housing Scheme,2,2,2722,1,1
2640,26000,PWD Housing Scheme,2,2,2722,1,1
2641,58000,F-11,2,2,1824,1,1
2648,40000,E-11,2,2,1633,1,1
2650,25000,G-9,1,2,1633,1,1
2655,55000,Bani Gala,3,3,2722,1,1
2656,50000,Bani Gala,3,3,2722,1,1
2657,28000,Bani Gala,3,3,1633,1,1
2658,30000,Bani Gala,3,3,1633,1,1
2660,63000,G-10,3,3,3865,1,2
2662,55000,I-8,3,3,3267,1,2
2664,45000,G-13,3,3,2722,1,1
2684,60000,G-11,4,4,3865,1,2
2685,25000,B-17,2,2,2178,1,1
2686,40000,G-11,2,2,1905,1,1
2696,52000,E-11,2,2,2722,1,1
2698,23000,G-13,2,2,1197,1,0
2705,70000,E-11,3,3,598,1,0
2707,40000,E-11,2,2,1905,1,1
2708,15000,Bani Gala,2,2,2178,1,1
2712,25000,DHA Defence,2,2,2722,1,1
2714,35000,G-11,2,3,1905,1,1
2715,37000,G-11,2,2,1361,1,0
2721,40000,G-13,4,4,2722,1,1
2724,46000,G-10,2,3,3539,1,2
2725,45000,D-12,2,2,2722,1,1
2726,65000,D-12,3,3,3811,1,2
2729,60000,D-12,3,3,3811,1,2
2731,55000,D-12,3,3,3811,1,2
2732,45000,D-12,2,2,2722,1,1
2733,38000,D-12,2,2,2178,1,1
2734,32000,D-12,2,2,1361,1,0
2735,25000,D-12,2,2,1089,1,0
2737,60000,E-11,2,2,2722,1,1
2738,50000,E-11,2,2,2722,1,1
2739,70000,G-11,3,3,3811,1,2
2740,70000,D-12,3,3,3811,1,2
2741,68000,D-12,3,3,3811,1,2
2742,28000,I-10,2,2,1633,1,1
2743,28000,I-10,2,2,1633,1,1
2747,60000,G-10,3,3,3267,1,2
2750,39000,G-11,2,3,3267,1,2
2751,60000,I-8,3,3,2722,1,1
2753,65000,I-8,3,3,2722,1,1
2754,65000,I-8,3,3,3267,1,2
2761,55000,I-8,3,3,3267,1,2
2762,70000,I-8,3,3,3267,1,2
2763,35000,Bahria Town,3,3,2178,1,1
2764,55000,I-8,3,3,2722,1,1
2768,45000,G-15,3,3,3811,1,2
2769,45000,G-15,3,3,3811,1,2
2771,65000,I-8,3,3,3267,1,2
2774,35000,G-15,2,2,2178,1,1
2776,45000,G-15,3,3,3811,1,2
2777,60000,I-8,3,3,3267,1,2
2779,55000,I-8,3,3,3267,1,2
2782,70000,G-11,3,3,3267,1,2
2783,30000,National Police Foundation O-9,3,3,2722,1,1
2794,63000,G-10,3,3,3865,1,2
2795,63000,G-10,3,3,3865,1,2
2796,63000,G-10,3,3,3865,1,2
2801,40000,E-11,2,2,1361,1,0
2802,30000,G-15,2,2,2178,1,1
2803,30000,G-15,2,2,2178,1,1
2806,45000,G-15,3,3,3811,1,2
2808,40000,G-15,3,3,3811,1,2
2809,28000,G-15,2,2,2178,1,1
2810,29000,G-15,2,2,2178,1,1
2811,40000,G-15,3,3,3811,1,2
2812,70000,I-8,3,3,3267,1,2
2813,60000,I-8,3,3,3267,1,2
2814,70000,I-8,3,3,3267,1,2
2815,62000,I-8,4,3,3267,1,2
2816,60000,I-8,3,3,3267,1,2
2817,70000,I-8,3,3,3267,1,2
2818,65000,I-8,3,3,3267,1,2
2820,65000,I-8,3,3,3267,1,2
2821,55000,I-8,3,3,2722,1,1
2822,50000,I-8,3,3,2722,1,1
2823,62000,G-10,3,3,3811,1,2
2824,35000,G-11,3,2,1361,1,0
2825,35000,DHA Defence,3,2,2722,1,1
2826,50000,G-10,3,3,3811,1,2
2827,30000,G-10,1,2,1633,1,1
2828,42000,G-10,2,2,2722,1,1
2830,45000,G-15,3,3,3811,1,2
2833,40000,G-11,2,2,2178,1,1
2836,25000,other,2,2,1361,1,0
2837,65000,G-10,3,3,3865,1,2
2838,28000,I-10,2,2,1633,1,1
2839,32000,I-10,2,2,1361,1,0
2840,32000,I-10,2,2,1633,1,1
2841,28000,I-10,2,2,1633,1,1
2842,28000,I-10,2,2,1633,1,1
2855,40000,I-10,2,2,1633,1,1
2856,32000,I-10,2,2,1361,1,0
2857,25000,I-10,2,2,1089,1,0
2859,75000,I-8,3,3,3267,1,2
2860,60000,I-8,3,3,3267,1,2
2863,50000,G-9,2,3,2722,1,1
2864,75000,I-8,3,3,3267,1,2
2866,26000,PWD Housing Scheme,2,2,2178,1,1
2867,25000,PWD Housing Scheme,2,2,2531,1,1
2868,30000,Pakistan Town,3,3,2531,1,1
2869,50000,I-8,3,3,3267,1,2
2870,70000,I-8,3,3,3267,1,2
2871,65000,G-11,3,3,3865,1,2
2872,58000,I-8,2,2,3267,1,2
2873,23000,G-13,2,2,1089,1,0
2874,25000,G-13,2,2,1089,1,0
2875,55000,I-8,3,3,3267,1,2
2876,25000,I-10,1,2,1824,1,1
2877,25000,G-11,1,2,1197,1,0
2878,65000,I-8,3,3,3267,1,2
2879,36000,I-10,3,3,1824,1,1
2881,65000,I-8,3,3,3267,1,2
2884,70000,I-8,3,3,3267,1,2
2885,55000,I-8,3,3,3267,1,2
2886,35000,I-10,3,3,1824,1,1
2889,60000,I-8,3,3,3267,1,2
2890,55000,I-8,3,3,2722,1,1
2891,65000,I-8,3,3,3267,1,2
2896,65000,I-8,3,3,3267,1,2
2897,65000,I-8,3,3,3865,1,2
2898,65000,I-8,3,3,3865,1,2
2899,65000,I-8,3,3,2722,1,1
2900,60000,I-8,3,3,2722,1,1
2903,55000,I-8,3,3,2722,1,1
2904,50000,I-8,3,3,3267,1,2
2905,48000,G-6,3,4,2722,1,1
2907,60000,I-8,3,3,3267,1,2
2908,65000,I-8,4,4,3267,1,2
2909,55000,I-8,3,3,3267,1,2
2910,65000,I-8,3,3,3267,1,2
2912,75000,I-8,3,3,3267,1,2
2913,60000,I-8,3,3,3267,1,2
2914,50000,I-8,3,3,3267,1,2
2915,70000,I-8,4,4,2722,1,1
2916,75000,I-8,3,3,3267,1,2
2917,65000,I-8,4,3,3267,1,2
2925,31000,G-15,4,4,1905,1,1
2927,40000,G-13,2,2,1905,1,1
2929,25000,I-10,1,2,1824,1,1
2934,50000,I-10,2,2,2178,1,1
2935,26000,I-10,2,2,1197,1,0
2936,35000,I-10,2,2,1824,1,1
2939,35000,G-9,2,2,3811,1,2
2940,50000,E-11,2,2,2722,1,1
2941,55000,G-9,2,3,2722,1,1
2942,25000,DHA Defence,2,2,2722,1,1
2944,20000,G-15,2,2,1905,1,1
2945,65000,I-8,3,3,3865,1,2
2947,60000,I-8,3,3,2722,1,1
2949,45000,Bahria Town,3,3,2722,1,1
2950,50000,Bahria Town,3,3,2722,1,1
